,NOVA26_FINAL,NOVA26_OVN,NOVA18_LO
2016-03-01,0.0009492229520379747,0.00018497369599206656,0.0020234857976524
2016-03-02,0.0002053715764033559,-7.064136202235294e-05,0.0005933476749261
2016-03-03,0.0012671092129591054,0.0008579938303108619,0.0018421800444601
2016-03-04,-0.0010313634350439225,-0.0010912843471370041,-0.0009471359280785
2016-03-07,-0.0007987392233452803,-0.0015240922952060236,0.0002208494107135
2016-03-08,0.0004616552022170429,6.630901259330212e-05,0.0010173714417923
2016-03-09,0.000887828210696409,0.002604232685713236,-0.0015248264840517
2016-03-10,0.0021069698800641424,0.003109130681221763,0.0006982879539804
2016-03-11,-0.0016179249638396801,-0.000981070626298047,-0.0025131158292244
2016-03-14,-0.002858830128501434,-0.0043580450360155365,-0.000751466778138
2016-03-15,-0.0019660739145577885,-0.0034547394348742365,0.0001264607465779
2016-03-16,0.0007709349095759422,-0.0004901517253961187,0.0025435745377263
2016-03-17,6.350485816682346e-05,2.4559739457341015e-05,0.0001182478542727
2016-03-18,-0.001351932580489768,-0.002378287362288997,9.07574840189514e-05
2016-03-21,-0.0023509363762801677,-0.0029849364438618185,-0.0014597576000733
2016-03-22,-0.0031553245182119644,-0.005435573229154549,4.9894786285022606e-05
2016-03-23,-0.002886189075962031,-0.004541651399449431,-0.0005591973878861
2016-03-24,0.0012805161762425618,0.002370634064578805,-0.000251802155133
2016-03-28,-0.0005293705550999439,-0.0012082383404631012,0.0004248762866613
2016-03-29,0.003392724797320016,0.0036853620403105632,0.0029813808347308
2016-03-30,-7.311962485095555e-05,0.0014084415055794343,-0.0021556680386531
2016-03-31,-0.003841493822982306,-0.007484008762015129,0.0012785876591296
2016-04-01,-0.0007414558256391975,-0.0010485801801490757,-0.0003097481328633
2016-04-04,-0.0028255647563721724,-0.0038660788619755164,-0.0013629717147111
2016-04-05,-0.00047583905044107095,-0.0009160330568396122,0.0001429172809458
2016-04-06,-0.0014050042404033058,-0.0032476778056513395,0.0011851399201334
2016-04-07,0.0030178107791262584,0.005211904089440279,-6.630465106256388e-05
2016-04-08,0.0026972826988169957,0.004725690131500194,-0.0001539372709265
2016-04-11,0.0007260495878084313,0.0010065270794409097,0.0003317979141453
2016-04-12,0.0028988902924968513,0.004118367955299163,0.0011847380917042
2016-04-13,-7.419925351864596e-05,-0.0008404397417853518,0.0010028625569294
2016-04-14,-0.00117335258565174,-0.00043622935948594535,-0.0022094858736399
2016-04-15,-0.0004458417649696703,-0.002087274334740664,0.001861429075449
2016-04-18,0.003011196716993671,0.004541995706106965,0.0008594373726447
2016-04-19,0.00024522998292270305,-7.793149527896898e-05,0.0006994801721372
2016-04-20,-0.00041470709491069004,0.0014455360794785716,-0.0030295478817942
2016-04-21,-0.0032505695419494745,-0.003966324530289197,-0.0022444724022352
2016-04-22,-0.0020791478195450993,-0.0023317037553788004,-0.001724143930226
2016-04-25,0.0017286094417843813,0.0027066161214968167,0.0003538796262611
2016-04-26,-0.0017821090166455843,-0.0029215834739120404,-0.0001804128903042
2016-04-27,-0.0007577494648920409,-0.0019951421001869318,0.0009815848203799
2016-04-28,-0.0006574820268116634,-0.0013194639493100946,0.0002730292928693
2016-04-29,0.0016385232128510669,0.0026985847881738256,0.0001484533757869
2016-05-02,-0.002724690019576083,-0.005649454652984496,0.0013864896158399
2016-05-03,-0.002740924350943813,-0.004863608978985425,0.0002428158500738
2016-05-04,0.0021143140511346117,0.003316512815262807,0.0004244498410883
2016-05-05,-0.0011917582012986822,-0.002757995921906399,0.0010098154048752
2016-05-06,-0.0007470674629796182,-0.0027240538049522127,0.0020318727278902
2016-05-09,0.0008421506888112199,0.0034778739738502208,-0.0028627395338992
2016-05-10,0.00042999515213277433,-0.0007387598897707561,0.0020728493743763
2016-05-11,0.0014766181990027625,0.0023446918658756107,0.0002564151301734
2016-05-12,-0.002066488960379422,-0.0017828536405794368,-0.0024651794181779
2016-05-13,0.001780983777618099,0.0028051728570991272,0.0003413379208946
2016-05-16,-0.000456025399443375,-0.0013919868142056604,0.0008596037161281
2016-05-17,-0.002782668451295398,-0.0036598804964745333,-0.0015496200702777
2016-05-18,-0.005960125541295538,-0.005457168152402081,-0.0066671048828404
2016-05-19,0.0009097607274551804,0.003445355218633474,-0.0026543839961006
2016-05-20,6.619645069425186e-05,-0.0008146837784190824,0.0013044009946787
2016-05-23,0.0016186539777865796,0.0032200481342987307,-0.0006323370829384
2016-05-24,0.0009722280826932226,0.0021938419114129084,-0.0007449268082021
2016-05-25,0.0013199349339228694,0.001961730841183087,0.0004177979777102
2016-05-26,0.000512188689464623,0.0003421745292038923,0.0007511681770488
2016-05-27,0.0006784703297031095,0.0018084072512855813,-0.0009098194110344
2016-05-31,-0.0020530401522775407,-0.003060772229129259,-0.000636526992557
2016-06-01,-0.0011215205437031233,-0.002171644680877552,0.0003545807870146
2016-06-02,0.0013702138424754456,0.0013818744687024162,0.0013538231460984
2016-06-03,0.002575448804638584,0.0015844602313037344,0.0039684265489285
2016-06-06,-0.0001607733669845943,0.00023934654642908837,-0.0007231997656633
2016-06-07,0.0020216438927897705,0.0029777214982907706,0.0006777385621812
2016-06-08,-0.0008050606781522033,-0.003318065337357995,0.0027273307699051
2016-06-09,-0.003250426800174762,-0.006320697053490522,0.0010652820252378
2016-06-10,-0.001636344611337636,-0.002022419653376726,-0.0010936603103709
2016-06-13,-0.0010727748353668222,-0.0017168178138570651,-0.0001674792955968
