,NOVA29_1x,NOVA29_4x,NOVA29_4x_net,NOVA34_LETF
2017-06-01,0.0004150546365910506,0.0016602185463642023,0.0013328375939832499,-0.003489144483250398
2017-06-02,0.0032141563382841612,0.012856625353136645,0.012529244400755693,0.021306881671014036
2017-06-05,-0.00035433001022060727,-0.001417320040882429,-0.0017447009932633816,-0.00021163988184073
2017-06-06,0.00011726764789103198,0.0004690705915641279,0.00014168963918317548,0.0010872138116092452
2017-06-07,-1.8144035850697703e-05,-7.257614340279081e-05,-0.00039995709578374323,0.001156472639658594
2017-06-08,0.0009244688835751062,0.003697875534300425,0.0033704945819194726,0.006328945753965841
2017-06-09,-0.0013241316421335595,-0.005296526568534238,-0.00562390752091519,-0.0025811149649067875
2017-06-12,-0.001546062214029859,-0.006184248856119436,-0.006511629808500388,-0.021107164810044154
2017-06-13,0.003702196686650076,0.014808786746600303,0.014481405794219351,0.01889103604039744
2017-06-14,-0.005326198777028038,-0.021304795108112153,-0.021632176060493107,-0.007352385745778189
2017-06-15,-0.0031754439648380337,-0.012701775859352135,-0.013029156811733087,-0.02900578792393884
2017-06-16,0.0024363239295946562,0.009745295718378625,0.009417914765997673,0.008183243393933547
2017-06-19,0.0018231464072995614,0.0072925856291982455,0.006965204676817293,0.019981909640662657
2017-06-20,0.0006607321021283977,0.0026429284085135907,0.0023155474561326384,0.0012588786363564202
2017-06-21,0.0007412894746959086,0.0029651578987836343,0.002637776946402682,0.003881615405534371
2017-06-22,0.001413640703369826,0.005654562813479304,0.005327181861098352,0.009225860606948319
2017-06-23,0.0009705277505902415,0.003882111002360966,0.003554730049980014,0.0058079914584469134
2017-06-26,0.00024294480314334627,0.0009717792125733851,0.0006443982601924327,0.003855699571342556
2017-06-27,0.0013331795430954556,0.0053327181723818225,0.00500533722000087,-0.0014416460248977995
2017-06-28,0.0007874819940417201,0.0031499279761668803,0.002822547023785928,0.013068913682045678
2017-06-29,-0.0010801489114775102,-0.004320595645910041,-0.004647976598290993,-0.013023346531130544
2017-06-30,0.00172081043697641,0.00688324174790564,0.006555860795524688,0.010632153832874356
2017-07-03,0.00047626218348949197,0.0019050487339579679,0.0015776677815770154,0.0003707104398486024
2017-07-05,-0.002597042257851409,-0.010388169031405636,-0.010715549983786588,-0.0024678940271816744
2017-07-06,-0.0013814840004578441,-0.005525936001831377,-0.005853316954212329,-0.015694375628639002
2017-07-07,0.0001096383624638504,0.0004385534498554016,0.00011117249747444915,0.004631666318217412
2017-07-10,-0.0001603723179479672,-0.0006414892717918688,-0.0009688702241728213,0.001386476711982954
2017-07-11,0.003689899005134124,0.014759596020536496,0.014432215068155544,0.0066601466056589445
2017-07-12,0.0011773072924443073,0.004709229169777229,0.004381848217396277,0.015040757488527203
2017-07-13,0.0011248478880940462,0.004499391552376185,0.004172010599995233,0.0022508388668036872
2017-07-14,0.0010241877432919833,0.004096750973167933,0.003769370020786981,0.009290645681336416
2017-07-17,-0.00033757638380209966,-0.0013503055352083986,-0.0016776864875893511,0.0029987882520216723
2017-07-18,0.001978883266487418,0.007915533065949672,0.0075881521135687195,0.010023778279743038
2017-07-19,0.0012819741872191132,0.005127896748876453,0.004800515796495501,0.008239148149130508
2017-07-20,-0.00042843388974944115,-0.0017137355589977646,-0.002041116511378717,0.0019186449149664556
2017-07-21,-0.0011667448833448054,-0.004666979533379222,-0.004994360485760174,-0.007877792398779407
2017-07-24,0.0015920865212110872,0.006368346084844349,0.006040965132463397,0.006396723304709596
2017-07-25,0.000609713780928057,0.002438855123712228,0.002111474171331276,0.00022597238174439668
2017-07-26,0.002174599557925016,0.008698398231700063,0.008371017279319111,0.0065915657650780085
2017-07-27,-0.00046466408539852305,-0.0018586563415940922,-0.0021860372939750444,0.008737348889139542
2017-07-28,-0.00023067309690354642,-0.0009226923876141857,-0.0012500733399951381,-0.008388207812253643
2017-07-31,0.0017975834883796281,0.0071903339535185126,0.00686295300113756,0.007134231068716377
2017-08-01,0.0011027787112885125,0.00441111484515405,0.004083733892773098,0.006436422782026894
2017-08-02,0.0006485468972474593,0.0025941875889898373,0.002266806636608885,0.006979919679988045
2017-08-03,0.0007741112261192163,0.003096444904476865,0.002769063952095913,0.004079605020641021
2017-08-04,0.0007311774856449517,0.002924709942579807,0.0025973289901988546,0.002942934103768038
2017-08-07,0.0004925881803807623,0.001970352721523049,0.0016429717691420966,0.00343919815501274
2017-08-08,-0.0015758139610424825,-0.00630325584416993,-0.006630636796550882,-0.0028920203270225236
2017-08-09,-0.0034090446446717083,-0.013636178578686833,-0.013963559531067786,-0.01793159030469957
2017-08-10,-0.0023001940892202113,-0.009200776356880845,-0.009528157309261797,-0.01523481335316672
2017-08-11,0.002250619578553381,0.009002478314213525,0.008675097361832572,0.0054461967147855705
2017-08-14,0.002029512033906425,0.0081180481356257,0.007790667183244747,0.01707758035864265
