Date,ret,ret_haircut,blend_ret,vt_scale,dd_mult
2010-03-11,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-12,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-15,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-16,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-17,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-18,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-19,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-22,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-23,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-24,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-25,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-26,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-29,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-30,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-03-31,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-04-01,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-04-02,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-04-05,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-04-06,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-04-07,0.0,-2.7490445203758173e-05,0.0,1.0,1.0
2010-04-08,0.0,-6.872611300939543e-05,0.0,2.5,1.0
2010-04-09,0.0,-6.872611300939543e-05,0.0,2.5,1.0
2010-04-12,-0.0012003236541442786,-0.001269049767153674,-0.00048012946165771145,2.5,1.0
2010-04-13,0.021811809107792214,0.021743082994782822,0.008724723643116886,2.5,1.0
2010-04-14,0.009143505151987828,0.009074779038978433,0.0036574020607951312,2.5,1.0
2010-04-15,0.0044386906401638945,0.004369964527154499,0.0017754762560655579,2.5,1.0
2010-04-16,-0.024009723788348574,-0.02407844990135797,-0.00960388951533943,2.5,1.0
2010-04-19,0.01434860069925121,0.014279874586241815,0.005739440279700484,2.5,1.0
2010-04-20,0.01331323080329301,0.013244504690283616,0.005325292321317204,2.5,1.0
