,VOLT_RP,DONCHIAN_BO,VRP,BOND_DIP
2010-05-07,0.03528405115538257,0.0,0.04961571467241055,0.0
2010-05-10,0.006125736334000937,0.0,-0.0044566854609219275,0.0
2010-05-11,0.027819533465056605,0.0,-0.0005,0.0
2010-05-12,0.01965062947493015,0.0,0.0,0.0
2010-05-13,-0.019712821066564436,0.0,0.0,0.0
2010-05-14,-0.020321558279613464,0.0,0.0,0.0
2010-05-17,0.009386978582240134,0.0,0.0,0.0
2010-05-18,-0.035654101826176635,0.0,0.0,0.0
2010-05-19,-0.036819575208219914,0.0,0.0,0.0
2010-05-20,-0.04442221754484942,0.0,0.0,0.0
2010-05-21,0.03906630758019529,0.0,0.0,0.0
2010-05-24,-0.02573673344694412,0.0,0.014704729153887486,0.0
2010-05-25,0.04190925904618375,0.0,-0.0005,0.0
2010-05-26,-0.003598807494309834,0.0,-0.0063172521667322346,0.0
2010-05-27,0.022360312644554556,0.0,-0.0005,0.0
2010-05-28,-4.054403394667014e-05,0.0,-0.0005,0.0
2010-05-31,-0.0013463607739310228,0.0,0.02483069410483596,0.0
2010-06-01,-0.005681365132140999,0.0,-0.008994087149168495,0.0
2010-06-02,0.01643081733217448,0.0,-0.00407485115509576,0.0
2010-06-03,-0.012345604778368881,0.0,-0.019899566407195812,0.03530314307876131
2010-06-04,-0.0047851315042424375,0.0,0.012523716088373327,0.015342045044539399
2010-06-07,-0.011984663369755547,0.0,0.04928787552534297,0.0043689032624238955
2010-06-08,-0.005225776337532181,0.0,-0.018931976094201275,-0.01305044823701551
2010-06-09,-0.010166727724852958,0.0,-0.0005,-0.005693285824881045
2010-06-10,0.008414152233356917,0.0,0.0,0.0011081395505549985
2010-06-11,0.041932129521934404,0.0,0.0,-0.015129016077511936
2010-06-14,-0.002060848700489838,0.0,0.0,0.014424688990396728
2010-06-15,0.03193078824646618,0.0,0.0,-0.003508526508842702
2010-06-16,0.027935074161676846,0.0,0.015303795530283437,0.012045753685941962
2010-06-17,0.008928732619925087,0.0,-0.0005,0.0036624170821650814
2010-06-18,0.010426458722605335,0.0,0.0,-0.02298838216969379
2010-06-21,-0.03493009611322321,0.0,0.0,0.02010465162174624
2010-06-22,-0.013417443375317702,0.0,0.0,0.019078829942476894
2010-06-23,-0.011407968282845652,0.0,0.0,0.0174619915829759
2010-06-24,-0.006786285973462166,0.0,0.0,-0.009731272299404958
2010-06-25,-0.0033996158145163883,0.0,0.0,0.016080523664156132
2010-06-28,-0.03759049694468846,0.0,0.0,0.016880374933800235
2010-06-29,-0.04772592656265604,0.0,-0.05451449363357447,0.011066717302048001
2010-06-30,-0.018490961099049175,0.0,-0.0005,0.003249848374526909
2010-07-01,-0.022769979393811233,0.0,0.0,-0.008694348880178726
2010-07-02,-6.45926650105135e-05,0.0,-0.0005,0.0
2010-07-05,0.016568362706925206,0.0,0.019825364064294693,-0.002063687239317158
2010-07-06,-0.012948123374139838,0.0,-0.01613558306096674,0.012924440045893881
2010-07-07,0.07340688872736545,0.0,0.07330607727375638,-0.024668141923455345
2010-07-08,-0.003446023508308437,0.0,-0.0005,-0.0038372240641135757
2010-07-09,0.011372860949032887,0.0,0.0,0.0028014499438453466
2010-07-12,0.029479435864325432,0.0,0.0,-0.00908003118441203
2010-07-13,0.013226480800789767,0.0,0.0,0.0024670815403986524
2010-07-14,0.012716777369496524,0.0,0.0,0.017226318647775463
2010-07-15,-0.007930612682233851,0.0,-0.0018994132589252306,0.006048220192417242
2010-07-16,-0.044588968162676434,0.0,-0.041871412296666466,0.009790365602252882
2010-07-19,-0.01983481787814024,0.0,-0.0005,0.004932752605050883
2010-07-20,0.08101621666097915,0.0,0.0,-0.0030466965235569354
2010-07-21,-0.021221886032188608,0.0,0.0,0.004753708660371503
2010-07-22,0.012103718753085349,0.0,0.0,-0.005745324708699262
2010-07-23,0.012777215709468864,0.0,0.0,-0.016825068934532172
2010-07-26,0.009656516066074181,0.0,0.0,-0.00622310776802415
2010-07-27,-0.020715348987818013,0.0,0.0,-0.004870207119125225
2010-07-28,0.0009531230471791635,0.0,0.0,0.008914238892561821
2010-07-29,-0.0266590537041963,0.0,0.0,0.024948087956609966
2010-07-30,0.05037333401793062,0.0,0.0,-0.006085012251062061
2010-08-02,0.015183320191820813,0.0,0.0,0.005782096905154077
2010-08-03,0.013275981187555968,0.0,0.0,0.001183815855439585
2010-08-04,-0.0014968180702511586,0.0,0.0,0.0020265618846320166
2010-08-05,-0.006519342254321559,0.0,0.0,0.01618079065714184
2010-08-06,0.033855950968401494,0.0,0.0,0.003814586354609073
2010-08-09,-0.022924184896446875,0.0,0.0,0.002808990513254672
2010-08-10,-0.024833297049120347,0.0,0.0,0.026528616878553013
2010-08-11,-0.06560490384114859,0.0,0.0,0.009630634729031806
2010-08-12,0.01525943800140678,0.0,0.014501417204686617,-0.002225801066625732
2010-08-13,0.0028286038448797116,0.0,-0.01802470262185729,0.03266415686764135
2010-08-16,0.0304149585688427,0.0,0.028817831165966812,-0.005091589566475485
2010-08-17,0.007328756809639589,0.0,0.008029415918724192,0.0029464785707178365
2010-08-18,0.004031236967042593,0.0,-0.0007081523773267984,-0.012215599819659029
2010-08-19,-0.022500945506675876,0.0,-0.022140405387389483,0.016906423127957426
2010-08-20,0.0164725289057362,0.0,0.0202862536759969,-0.011545642731960903
2010-08-23,-0.07274082943420687,0.0,-0.05396767470779673,0.02367245721300759
2010-08-24,-0.007417951790770915,0.0,-0.030024326922736266,0.01886491600343998
2010-08-25,0.04116028537948667,0.0,0.04140128389754949,-0.021203464344860756
2010-08-26,-0.022457434359726813,0.0,-0.016905376384876658,-0.0015256209570975177
2010-08-27,-0.010293367082643395,0.0,0.00018852020463744346,-0.014209272074534596
2010-08-30,-0.006533601451134596,0.0,-0.02229290902999359,0.03084318582522183
2010-08-31,0.03598421625070307,0.0,0.03265652724417878,-0.014283506327714024
2010-09-01,0.038020816102558495,0.0,0.03312117909797885,-0.02059211538053818
2010-09-02,0.02272307044900735,0.0,-0.0005,-0.03332780231173893
2010-09-03,-7.4769507222261226e-06,0.0,0.0,0.0
2010-09-06,0.02951723357078308,0.0,0.0,0.026421808500681987
2010-09-07,-0.0029475100266193027,0.0,0.0,0.00047080728976833797
2010-09-08,0.02538411753134013,0.0,0.0,-0.019454225159754146
2010-09-09,-0.028639436750834937,0.0,0.0,-0.02047993763495215
2010-09-10,0.023571421434754096,0.0,0.0,-0.002776851962593696
2010-09-13,0.04121950442529689,0.0,0.0,0.03177758665112962
2010-09-14,0.01931237761847196,0.0055553949956465565,0.0,-0.002381770401390093
