univ,bh,vxm,cf,lb,sk,k,rb,ma,hy,tc,full_sr,full_cagr,full_mdd,full_vol,full_navx,is_sr,is_cagr,is_mdd,oos_sr,oos_cagr,oos_mdd,gap,tim,turn_ann,uname
12,0.6,25,3,63,5,3,10,200,60,10,0.11869542693365721,-0.021075292951119984,-0.8355588361713997,0.3532482097114261,0.7106540806355736,0.2578875087046884,0.031478870685777816,-0.49764328921198364,-0.014736355821957202,-0.08141931525772106,-0.8228843695399779,0.2726238645266456,0.5555555555555556,21.95100222717149,LEV_EQ
12,0.7,25,1,63,5,3,10,200,60,10,-0.13373853523089574,-0.09122512964904339,-0.9379808733526335,0.32221205856546326,0.215683660668345,0.02882635658399749,-0.034957550503945556,-0.5869435735374067,-0.3003272326883316,-0.15527935930669434,-0.871568307816186,0.32915358927232913,0.5023509032417718,43.0913140311804,LEV_EQ
12,0.7,25,3,63,5,3,10,200,60,10,0.013778893806277928,-0.051542909314322594,-0.8714299451727588,0.3368562973688901,0.4280181701018972,0.23649140941541005,0.025533154084783627,-0.5113535486545223,-0.20342666917190816,-0.13755100003177523,-0.8251729143089969,0.43991807858731824,0.5120019797079931,21.65998515219005,LEV_EQ
12,0.5,25,1,63,5,3,21,200,60,10,0.1721877719308425,-0.0003192521380147584,-0.8689618747335203,0.34274308223990174,0.9948928327135763,0.29780884266519897,0.04485187502751553,-0.5144235191093265,0.0555286951508752,-0.052652779172755904,-0.7838131487097743,0.24228014751432378,0.5644642415243751,34.98440979955457,LEV_EQ
12,0.5,25,3,63,5,3,21,200,60,10,0.20919080013326918,0.009754501239742197,-0.8356607414270611,0.3598529953251256,1.1684316956347978,0.411054562400687,0.08254060131783025,-0.45363838444666005,0.023770512371392844,-0.07223573702104336,-0.8356607414270614,0.38728405002929417,0.5751051719871318,19.955456570155903,LEV_EQ
12,0.6,25,1,63,5,3,21,200,60,10,0.16921691069169115,-0.0006563065441992366,-0.8772037497058627,0.3387850135638602,0.9895274239797626,0.30575158668684277,0.047363479707118294,-0.5222904234419088,0.039279756650336534,-0.05612187721916506,-0.8102953452141548,0.2664718300365062,0.5498638950754764,37.18782479584261,LEV_EQ
12,0.6,25,3,63,5,3,21,200,60,10,0.21699937331665028,0.013649642959582264,-0.8068732946559934,0.3525979648733583,1.242842880893842,0.3892651977205439,0.07500996671868787,-0.4536383844466606,0.054497227572756254,-0.0563027591557711,-0.8068732946559933,0.33476797014778764,0.5555555555555556,18.978470675575352,LEV_EQ
12,0.7,25,1,63,5,3,21,200,60,10,-0.03129765879805614,-0.0599887190318561,-0.913334632673259,0.3202111963325647,0.3708254354854487,0.15373733251250238,0.0021420253034920567,-0.479420503822546,-0.21577042232799032,-0.13041089455972266,-0.8506070094023241,0.3695077548404927,0.5023509032417718,40.76317743132888,LEV_EQ
12,0.7,25,3,63,5,3,21,200,60,10,0.1236425391796513,-0.016216361163934212,-0.8118462039018959,0.3391651021197617,0.7693783187673949,0.3410067122316366,0.05855145633773162,-0.4788508766683034,-0.08561364825562136,-0.10010001541623326,-0.8118462039018954,0.42662036048725793,0.5120019797079931,19.311061618411284,LEV_EQ
12,0.5,25,1,63,21,1,5,200,60,10,0.04298952905203613,-0.089626581022762,-0.9414452697811967,0.47588100316044873,0.22184858129454504,0.1636580909237856,-0.01954408309981004,-0.5691215153381703,-0.07049662894816346,-0.16817443771909535,-0.932871435974219,0.23415471987194908,0.5644642415243751,50.44988864142539,LEV_EQ
12,0.5,25,3,63,21,1,5,200,60,10,-0.005372220299815892,-0.11438003449341827,-0.9538332722600857,0.4850709092785917,0.1425851703046621,0.18130153522383952,-0.012848643648804559,-0.6472443002724617,-0.17839361747546817,-0.22393563053624022,-0.9529124284946194,0.3596951526993077,0.5751051719871318,36.605790645879736,LEV_EQ
12,0.6,25,1,63,21,1,5,200,60,10,0.06475835266076868,-0.07808400044810115,-0.9299022604342286,0.47048722147291916,0.2715192404968998,0.16510521289810828,-0.018771348240267716,-0.58390971219687,-0.03090315539806085,-0.14543491029508393,-0.9197210654063396,0.19600836829616913,0.5498638950754764,51.69710467706013,LEV_EQ
12,0.6,25,3,63,21,1,5,200,60,10,-0.04101626160892519,-0.1254516813595522,-0.9599120440086351,0.47592324552662585,0.11653645344465068,0.11622507250864189,-0.03842212321605032,-0.6681157483081499,-0.1896711329902875,-0.2207873929128501,-0.9490220966721383,0.3058962054989294,0.5555555555555556,35.483296213808465,LEV_EQ
12,0.7,25,1,63,21,1,5,200,60,10,-0.06252721275700328,-0.12342569557428984,-0.9620022388351518,0.4524007028643235,0.120941823578619,0.09630899267824736,-0.04269054672896522,-0.6396439631360205,-0.21851809244382328,-0.21252944268697493,-0.950549320205097,0.31482708512207064,0.5023509032417718,53.69265033407573,LEV_EQ
12,0.7,25,3,63,21,1,5,200,60,10,-0.09872433014214775,-0.1412664745288078,-0.9655740016027134,0.4598099369321516,0.08697060560035912,0.1168717435088615,-0.03480579018961738,-0.6681157483081499,-0.3054902959842121,-0.25508886076378834,-0.9576237609138012,0.4223620394930736,0.5120019797079931,34.360801781737194,LEV_EQ
12,0.5,25,1,63,21,1,10,200,60,10,0.06190955501476024,-0.08127630222787863,-0.927405662584077,0.4755171187754632,0.2568288911182451,0.15427613865110665,-0.022033714978574537,-0.5970710690350881,-0.02252809316773873,-0.14853735861767692,-0.9220245313080897,0.1768042318188454,0.5644642415243751,43.216035634743875,LEV_EQ
12,0.5,25,3,63,21,1,10,200,60,10,0.07404186217669981,-0.079299250778328,-0.9373586839739552,0.48428135560400765,0.26583640958672533,0.24882538438740803,0.01613813063112124,-0.585554941406975,-0.08460320149234292,-0.18341180301902393,-0.9373586839739549,0.33342858587975094,0.5751051719871318,28.374164810690424,LEV_EQ
12,0.6,25,1,63,21,1,10,200,60,10,0.0789340393112758,-0.07163859017807095,-0.9195660973108734,0.469652917157247,0.30361296194619,0.15139154862373794,-0.02283625549035362,-0.610900008198414,0.012065663032990141,-0.12774047746847272,-0.9082222856448814,0.1393258855907478,0.5498638950754764,44.83741648106904,LEV_EQ
12,0.6,25,3,63,21,1,10,200,60,10,0.05231202869125219,-0.08560112839843204,-0.9375260862133094,0.4756160500409167,0.2381128821878425,0.18388081510749918,-0.010186290192496728,-0.6100763552657826,-0.06894185703218127,-0.16965151627355246,-0.9375260862133091,0.25282267213968046,0.5555555555555556,27.501113585746104,LEV_EQ
12,0.7,25,1,63,21,1,10,200,60,10,-0.07940628758987817,-0.12970911892400483,-0.9640254909661389,0.45147473704683067,0.10776459133630294,0.043950813963544805,-0.06058904133154175,-0.6630189766511259,-0.19805922495132147,-0.2069847918828509,-0.9420914721485862,0.24201003891486628,0.5023509032417718,48.329621380846326,LEV_EQ
12,0.7,25,3,63,21,1,10,200,60,10,-0.03812034978717087,-0.11652100039392554,-0.9469122518938256,0.45870689035704393,0.13715704777535248,0.1576861542953849,-0.01766980907778004,-0.6115407607133585,-0.22229325193791602,-0.22347649062043062,-0.9450431220302136,0.37997940623330095,0.5120019797079931,27.002227171492205,LEV_EQ
12,0.5,25,1,63,21,1,21,200,60,10,0.10930024550482947,-0.058733894293809374,-0.9185865603220578,0.4713453114564897,0.3788435376682814,0.08088517315421972,-0.05086060356368749,-0.6299018107645509,0.13769328406334672,-0.06822511918154262,-0.899166448707726,0.05680811090912699,0.5644642415243751,36.73051224944321,LEV_EQ
12,0.5,25,3,63,21,1,21,200,60,10,0.09294867163024065,-0.071721504129863,-0.9335543405435749,0.4853752475057056,0.30317842413077817,0.16594538126634026,-0.01849057430284662,-0.6141015131371976,0.028273040379100958,-0.13260873614055835,-0.9335543405435748,0.1376723408872393,0.5751051719871318,22.761692650334076,LEV_EQ
12,0.6,25,1,63,21,1,21,200,60,10,0.14451601519932653,-0.04116029889394446,-0.8897351492059403,0.46559621284203595,0.5096642804806077,0.08860615211443763,-0.04733810454570997,-0.6319444364829112,0.1997022288669568,-0.0335898641762985,-0.8847874814964916,0.11109607675251916,0.5498638950754764,38.47661469933185,LEV_EQ
12,0.6,25,3,63,21,1,21,200,60,10,0.07391466644214442,-0.07744645678122042,-0.9298944576864727,0.47772272130000626,0.2745459225266898,0.09871072616483834,-0.04448338840288524,-0.6367750319063236,0.05246628092673907,-0.11602224106200798,-0.9298944576864727,0.046244445238099265,0.5555555555555556,22.01336302895323,LEV_EQ
12,0.7,25,1,63,21,1,21,200,60,10,-0.005922239612745105,-0.09734805507131084,-0.9359885454305652,0.44434536496748633,0.19352478613045607,-0.021618403387959367,-0.08467596151834922,-0.7153852800122926,0.009334865970481773,-0.11252954690172945,-0.9136936459763039,0.03095326935844114,0.5023509032417718,42.21826280623608,LEV_EQ
12,0.7,25,3,63,21,1,21,200,60,10,-0.017765599052276485,-0.10843523270286559,-0.9346003035209713,0.4578832717799794,0.15873259297133716,0.08095542873012054,-0.0474065283437185,-0.6731455409776856,-0.11067642830518283,-0.1774396977163596,-0.9268363429835114,0.1916318570353034,0.5120019797079931,22.138084632516705,LEV_EQ
12,0.5,25,1,63,21,2,5,200,60,10,0.18981474776963891,-0.002351299386652239,-0.8413454006098217,0.38802709925482826,0.9629544558149685,0.23717815369544862,0.02243332292730904,-0.45927617008244903,0.1476542229923155,-0.031697404069590984,-0.7571626061521826,0.08952393070313311,0.5644642415243751,42.84187082405345,LEV_EQ
12,0.5,25,3,63,21,2,5,200,60,10,0.14579385033932335,-0.023155593772914096,-0.8118346306343691,0.40362506818988636,0.6868199852095463,0.22202647494740993,0.016573681919233474,-0.46598577596097934,0.07936875668887497,-0.06940542583156473,-0.7789571780562037,0.14265771825853496,0.5751051719871318,29.30957683741648,LEV_EQ
12,0.6,25,1,63,21,2,5,200,60,10,0.19118617567371204,-0.0006958868731945511,-0.8422065458814418,0.38233503120382395,0.9888991466928378,0.2173726288409931,0.0156499829552863,-0.4819832257787543,0.1681883308734114,-0.020229177662183018,-0.7620241934630703,0.0491842979675817,0.5498638950754764,44.15144766146993,LEV_EQ
12,0.6,25,3,63,21,2,5,200,60,10,0.09747126072221929,-0.03918751862515368,-0.8279183476051929,0.3936094684747791,0.5267422190509892,0.14725498946334575,-0.00870099367995647,-0.46713785286564324,0.05282720209973111,-0.07501823790477236,-0.7851081282715955,0.09442778736361465,0.5555555555555556,28.187082405345212,LEV_EQ
12,0.7,25,1,63,21,2,5,200,60,10,0.014994208307010239,-0.06064771577651973,-0.9147420221509356,0.36690936180685185,0.36667856380966474,0.14472630260530195,-0.006965906897455687,-0.5001469758056484,-0.11201008991468055,-0.12206327147727003,-0.853922958751135,0.2567363925199825,0.5023509032417718,46.95768374164811,LEV_EQ
12,0.7,25,3,63,21,2,5,200,60,10,0.014980521577826197,-0.06533657796235925,-0.8841531573028919,0.3805161293289939,0.3384043400930436,0.1661284220966234,-0.0008471881095013511,-0.4659857759609789,-0.1278654983554075,-0.13821280656329626,-0.8279106210182501,0.2939939204520309,0.5120019797079931,27.251670378619153,LEV_EQ
12,0.5,25,1,63,21,2,10,200,60,10,0.20294132814740184,0.00315810753104917,-0.8211631116439202,0.38631549621618466,1.0518628244153865,0.258365542350935,0.030123276539460342,-0.43410343763259995,0.15382278597477386,-0.028699729726643364,-0.74127730940641,0.10454275637616114,0.5644642415243751,38.53897550111358,LEV_EQ
12,0.5,25,3,63,21,2,10,200,60,10,0.13505101714183157,-0.026613724293385488,-0.802719595936489,0.4010634633015134,0.6488512005899141,0.1746453538963372,0.0003264151080832889,-0.4665656607018581,0.10169476160092225,-0.058414679173164896,-0.762180817143624,0.07295059229541495,0.5751051719871318,24.63251670378619,LEV_EQ
12,0.6,25,1,63,21,2,10,200,60,10,0.20422670466918202,0.004697796676237154,-0.8161554768408329,0.380662748463155,1.078052453064557,0.24072219593945238,0.024062244518425757,-0.46165076507083647,0.1717522977019581,-0.018369358359894727,-0.7281237041544486,0.06896989823749428,0.5498638950754764,40.16035634743875,LEV_EQ
12,0.6,25,3,63,21,2,10,200,60,10,0.10848768982078774,-0.03429443898004092,-0.7920869406636823,0.3913893302261028,0.5714450264830846,0.1103309560736398,-0.020707268751676722,-0.48681877854465105,0.10866790897608487,-0.050571665787856435,-0.7401542347140226,0.0016630470975549233,0.5555555555555556,23.510022271714924,LEV_EQ
12,0.7,25,1,63,21,2,10,200,60,10,0.03275512761280727,-0.053518028499884074,-0.9029189653019986,0.3641286005089688,0.413946681335515,0.19068737091351312,0.00859203371877415,-0.46507762790740503,-0.1213747502669543,-0.12395136887969127,-0.8387648900218625,0.3120621211804674,0.5023509032417718,43.96436525612472,LEV_EQ
12,0.7,25,3,63,21,2,10,200,60,10,0.022406341068189197,-0.06148631360437229,-0.8618093754908335,0.37726350527069524,0.36146437565418027,0.13873260310348734,-0.00959432991233966,-0.4567908761514725,-0.08786937663264208,-0.12096969945009517,-0.773873321725624,0.22660197973612942,0.5120019797079931,23.447661469933188,LEV_EQ
