Date,Close,SPY,AGG,source,tier,Overlay
2005-03-21,0.0,-0.0037121567922840937,0.0,proxy,4,5.5
2005-03-22,0.0,-0.010160955995823895,-0.005434592845307229,proxy,4,5.5
2005-03-23,0.0,0.0008557266902162741,0.0012923025783391218,proxy,4,5.5
2005-03-24,0.0,0.001196320976950549,0.0005954613271907938,proxy,4,5.5
2005-03-28,0.0,0.0014512273770166395,-0.0019840348695717713,proxy,4,5.5
2005-03-29,0.0,-0.006649233380363828,-0.0005959196577338677,proxy,4,5.5
2005-03-30,0.0,0.014159359771477531,0.0029824125930904,proxy,4,5.5
2005-03-31,0.0,-0.0018610682469001327,0.0004952581727204475,proxy,4,5.5
2005-04-01,0.0,-0.004492928725003065,0.005896430750840453,proxy,4,5.5
2005-04-04,0.0,0.001703058790396783,-0.0011868091846091167,proxy,4,5.5
2005-04-05,0.0,0.004760514573721952,-0.0019786502789481686,proxy,4,5.5
2005-04-06,0.0,0.003468902204654345,0.0025775291784082555,proxy,4,5.5
2005-04-07,0.0,0.0053967282435660735,-0.0011872203687898208,proxy,4,5.5
2005-04-08,0.0,-0.010399569652188911,0.0,proxy,4,5.5
2005-04-11,0.0,0.0007626413685390965,0.0018821409196647654,proxy,4,5.5
2005-04-12,0.0,0.005165856773588828,0.0027664033423269174,proxy,4,5.5
2005-04-13,0.0,-0.011794903146689184,0.0013801545201963528,proxy,4,5.5
2005-04-14,0.0,-0.01304332919681983,0.0008858835595408898,proxy,4,5.5
2005-04-15,0.0,-0.013993425817464544,0.00354032480578903,proxy,4,5.5
2005-04-18,0.0,0.0030663613984276417,-0.0011758479819935497,proxy,4,5.5
2005-04-19,0.0,0.007947736000441186,0.001274745799683119,proxy,4,5.5
2005-04-20,0.0,-0.013950444254726357,0.0006858748503675294,proxy,4,5.5
2005-04-21,0.0,0.019419963673694918,-0.0024479052749253327,proxy,4,5.5
2005-04-22,0.0,-0.0037924372420145014,0.002060822519234673,proxy,4,5.5
2005-04-25,0.0,0.006576226381752592,-0.0003907531931521824,proxy,4,5.5
2005-04-26,0.0,-0.009714239307475725,-0.002450186790436515,proxy,4,5.5
2005-04-27,0.0,0.00390676727684558,0.004125175017099414,proxy,4,5.5
2005-04-28,0.0,-0.012538112828542558,0.0025431333038909987,proxy,4,5.5
2005-04-29,0.0,0.013572779642433863,-0.0016581872588153912,proxy,4,5.5
2005-05-02,0.0,0.005615882779389292,3.906388979069142e-05,proxy,4,5.5
2005-05-03,0.0,0.001717742458493987,-0.0006864230259420179,proxy,4,5.5
2005-05-04,0.0,0.007718657315681554,0.001079166955476163,proxy,4,5.5
2005-05-05,0.0,-0.00034025598263520695,0.0006858637386890631,proxy,4,5.5
2005-05-06,0.0,-0.003150471399157584,-0.003721143567341212,proxy,4,5.5
2005-05-09,0.0,0.006235086855172378,-0.0007865967123388273,proxy,4,5.5
2005-05-10,0.0,-0.010355005467541312,0.0010818481629855103,proxy,4,5.5
2005-05-11,0.0,0.0054889107585944785,0.00167090779877066,proxy,4,5.5
2005-05-12,0.0,-0.011003554021471351,0.002354651766853566,proxy,4,5.5
2005-05-13,0.0,-0.001983280416144928,0.0009795008655530957,proxy,4,5.5
2005-05-16,0.0,0.00933336970408738,-0.0014670532173391981,proxy,4,5.5
2005-05-17,0.0,0.006677879017217947,0.0011748447464423606,proxy,4,5.5
2005-05-18,0.0,0.010290634396290965,0.002641095536366711,proxy,4,5.5
2005-05-19,0.0,0.0042092344424715655,-0.0024390037738815096,proxy,4,5.5
2005-05-20,0.0,-0.0014251654421770787,-0.0011743228922279636,proxy,4,5.5
2005-05-23,0.0,0.005540559095524866,0.003329456133967623,proxy,4,5.5
2005-05-24,0.0,-0.002338049071082704,0.001757161127158735,proxy,4,5.5
2005-05-25,0.0,-0.000752598797157944,-0.00019441672673492505,proxy,4,5.5
2005-05-26,0.0,0.005359649287851154,-9.812918866425324e-05,proxy,4,5.5
2005-05-27,0.0,0.0016656105323478165,-0.0006822091134739416,proxy,4,5.5
2005-05-31,0.0,-0.006403058431481479,0.0027304105212511143,proxy,4,5.5
2005-06-01,0.0,0.008537113941950114,0.007396509892966918,proxy,4,5.5
2005-06-02,0.0,0.002157580370194978,-0.0006774613948155039,proxy,4,5.5
2005-06-03,0.0,-0.005050895467198724,-0.002520617314824891,proxy,4,5.5
2005-06-06,0.0,-0.0009157904716279308,0.0001943449910446482,proxy,4,5.5
2005-06-07,0.0,0.0007497742582434075,0.0026234343838471563,proxy,4,5.5
2005-06-08,0.0,-0.001831231744841344,-0.0018413032319206657,proxy,4,5.5
2005-06-09,0.0,0.0047534679518455025,-9.707815529436115e-05,proxy,4,5.5
2005-06-10,0.0,-0.00232409129578115,-0.0038843630313135646,proxy,4,5.5
2005-06-13,0.0,0.003161271185030845,-0.0008760446773434793,proxy,4,5.5
2005-06-14,0.0,0.0023224437746693916,-0.001268891179892373,proxy,4,5.5
2005-06-15,0.0,0.001902614221683363,-0.0005863417830512807,proxy,4,5.5
2005-06-16,0.0,0.0025599871457937518,0.0030307290201949666,proxy,4,5.5
2005-06-17,0.0,0.0037050245277434612,0.0,proxy,4,5.5
2005-06-20,0.0,0.0003301377912721115,-0.002241927063483251,proxy,4,5.5
2005-06-21,0.0,0.0005762832486080338,0.004101933793498436,proxy,4,5.5
2005-06-22,0.0,0.0008237218633080357,0.004280194239509649,proxy,4,5.5
2005-06-23,0.0,-0.014066384477555816,-0.0009687164756845279,proxy,4,5.5
2005-06-24,0.0,-0.0073419751718508675,0.00155013293598949,proxy,4,5.5
2005-06-27,0.0,0.0014288714022321347,0.0007748668840408257,proxy,4,5.5
2005-06-28,0.0,0.008393193947262345,-0.0029017880084553083,proxy,4,5.5
2005-06-29,-0.006889242051527543,-0.0026636942799714847,-0.0004848240689201422,proxy,4,5.5
2005-06-30,0.0031179141605917273,-0.005424061458940255,0.003202622771801611,proxy,4,5.065191388033788
2005-07-01,-0.014535727878981703,0.0029365910928567107,-0.00356090343477522,proxy,4,5.258825924390189
2005-07-05,0.001082294501188342,0.008031410891710111,-0.0037018699060421545,proxy,4,4.378471682977568
2005-07-06,0.002745950681609728,-0.00838258553465887,0.0015640269487235958,proxy,4,4.440889745393447
2005-07-07,0.003982053110783304,0.00393390478115041,0.0012680784827285851,proxy,4,4.600976289588339
2005-07-08,-0.005371707576338469,0.01142135779356468,-0.0016562666582149443,proxy,4,4.837734736465909
2005-07-11,-0.0033512645526808846,0.005110843770159024,9.868758441244907e-05,proxy,4,4.5182097985963035
2005-07-12,0.0,0.0026237669093776006,-0.0004893674261701175,proxy,4,4.324277173346409
2005-07-13,0.0005301445740270438,0.001390720416419855,-0.0013670052288937695,proxy,4,4.324277173346409
2005-07-14,0.0,0.0039203566017556035,0.0,proxy,4,4.3546323455817735
2005-07-15,0.0005401734253080379,-0.0005693855715238616,0.0004891979635721633,proxy,4,4.3546323455817735
2005-07-18,-0.0010814929362897316,-0.003989153742539053,-0.0017588563816131053,proxy,4,4.38566318772302
2005-07-19,0.0015989192986430858,0.005476306328953573,0.0004890278165909923,proxy,4,4.323588375950294
2005-07-20,-0.0005435749355021183,0.003414349636060132,0.0016633796316931626,proxy,4,4.415384140367134
2005-07-21,-0.0043390362674537355,-0.005833098656463975,-0.005178394519416263,proxy,4,4.384042618712394
2005-07-22,0.004383598990709991,0.00668201662116541,0.0014723464432988553,proxy,4,4.424683966718551
2005-07-25,-0.0016853667294216541,-0.0028336770412387136,0.0,proxy,4,4.546476335516859
2005-07-26,-0.0012605920581825764,0.0012177413876222065,0.00107981698310744,proxy,4,5.069937278554623
2005-07-27,0.0,0.0036490530259736254,-0.0005874384045605474,proxy,4,4.947993246431838
2005-07-28,0.0005996537012887994,0.0063007815398570255,0.0029400002668467096,proxy,4,4.831741028359662
2005-07-29,-0.007603693170441747,-0.006663345876412041,-0.0031271190767424573,proxy,4,4.6989799055564845
2005-08-01,-0.0027278654360993614,-0.0007266015275088078,-0.000580829887030343,proxy,4,4.481425870567817
2005-08-02,0.0005567054685245923,0.0059845248741117185,-0.0021663861034866283,proxy,4,4.463185935374643
2005-08-03,0.0016754709832798999,0.0026525907530350334,0.003255874780901946,proxy,4,4.494822490140575
2005-08-04,0.0,-0.008017366715046048,-0.0009836431031643444,proxy,4,4.568856454420223
2005-08-05,-0.003971918618866396,-0.006790150307530496,-0.004920820786325275,proxy,4,4.568856454420223
2005-08-08,-0.004293744879195804,-0.0018713732071583555,-0.00019756251087443832,proxy,4,4.321292737679681
2005-08-09,0.004616034047310704,0.006033136686482754,0.0017809528790668772,proxy,4,4.126587627415361
2005-08-10,0.0,-0.0004858353339206589,9.855271607239757e-05,proxy,4,4.3174149114068845
2005-08-11,0.003237766919468995,0.00397284966892153,0.0026665259116331885,proxy,4,4.339362353233257
2005-08-12,0.005832505648835134,-0.006137601956399008,0.0028554908461164707,proxy,4,4.700951670267814
2005-08-15,-0.0024116728374726053,0.006175504746412264,-0.0008833059707941127,proxy,4,4.859761867067784
2005-08-16,0.002377266951405865,-0.013002962086003933,0.002358862306223619,proxy,4,4.788053300069408
2005-08-17,0.0012350270749780807,-8.166283849220246e-05,-0.002059740454152359,proxy,4,4.981602849262243
2005-08-18,0.004388580311121997,-8.15779501118774e-05,0.0027518448903036674,proxy,4,5.055654379599068
2005-08-19,-0.0019232199272155013,0.002291236348313408,-0.00098041258520698,proxy,4,5.175497213089622
2005-08-22,0.0006335597806678514,0.0,0.0008829855368595041,proxy,4,5.1408622713168945
2005-08-23,0.005109568512157614,-0.001877637730204329,0.000686535919682818,proxy,4,5.152249998741858
2005-08-24,0.0006503103891342926,-0.00891718276115061,0.001272027825195865,proxy,4,5.244148569008216
2005-08-25,-0.0006516873968671719,0.0036316211470359683,0.0,proxy,4,5.255904543298696
2005-08-26,-0.0038938141425588855,-0.006826196088794978,-0.0007816539737843797,proxy,4,5.244116014955562
2005-08-29,-0.00907018500342953,0.0077011222267908686,0.00039073796002764283,proxy,4,5.1737257870218025
2005-08-30,0.007446335359515698,-0.005259236832347414,0.002447113316743188,proxy,4,5.01039842943249
2005-08-31,0.01335198246614012,0.012639656923597808,0.0039040483567218676,proxy,4,5.143268840203288
2005-09-01,0.0065230754064851,-0.0007342073540669292,0.0013655375091139454,proxy,4,5.3832921172251265
2005-09-02,0.006794619401226054,-0.0017964943150746704,-0.00048811518550118116,proxy,4,5.5
2005-09-06,-0.00881891263990009,0.011696032720854399,-0.0019482144359335152,proxy,4,5.5
2005-09-07,-0.003956250163662954,0.0016973375606077479,-0.0016604030729268082,proxy,4,5.338319934935165
2005-09-08,-0.002610357569854308,-0.0033085611118108815,-9.822429209704886e-05,proxy,4,5.266428328718552
2005-09-09,0.0012932064452499668,0.00890683615710186,-0.0002936294002316986,proxy,4,5.219181478851456
2005-09-12,-0.0019418266284507324,-0.002006271405249338,-0.0013688135919042166,proxy,4,5.2425271073595425
2005-09-13,0.00322179784733737,-0.005549099371292776,0.0024483355929902917,proxy,4,5.2074269202236465
2005-09-14,-0.0006553083795894694,-0.0036391562426884017,-0.0010750137877233445,proxy,4,5.265550602772886
2005-09-15,-0.0013012737310236205,-0.0004869083228451476,-0.0024456994365692486,proxy,4,5.253690252468339
2005-09-16,-0.0038771436900238002,0.007111034472858879,-0.0022564087269980604,proxy,4,5.230154083803732
2005-09-19,0.0012729190803421303,-0.0033202682231134872,0.0008852329915987056,proxy,4,5.160119347544556
2005-09-20,-0.003844826566073475,-0.008448973307822683,-0.0006883921674482041,proxy,4,5.18302355678328
2005-09-21,0.005068656904173575,-0.009339855108513428,0.0022612116074092192,proxy,4,5.113753789188301
2005-09-22,0.0019285377678879298,0.003555864416624921,0.0008834209096733048,proxy,4,5.204721416241675
2005-09-23,-0.0044948480940248045,0.0008242307875585553,-0.0017649242625846773,proxy,4,5.194253657852496
2005-09-26,-0.0034462185739047063,0.0011528076545106458,-0.002453596986382256,proxy,4,4.643665491939618
2005-09-27,-0.0015463243338322515,-0.0002465886734152045,-0.000689539807691042,proxy,4,4.161037456689264
2005-09-28,-0.00723181613836846,0.0009867812919246433,0.002758047339330494,proxy,4,4.441487434530104
2005-09-29,-0.0015588324488096563,0.008136903402028217,-0.00225913331326677,proxy,4,4.194695812698297
2005-09-30,-0.003659262561337253,0.0030979537592163986,-0.0004924406122086555,proxy,4,4.213536226315758
2005-10-03,-0.0017741318616686572,-0.0035759830988099095,-0.003387611010254088,proxy,4,3.9614783915913834
2005-10-04,-0.0004869029355112255,-0.011256342085933735,0.0013872494939077828,proxy,4,3.942433877835001
2005-10-05,0.001883881336009939,-0.013116472604020712,0.0015844987520081677,proxy,4,3.7905469329127857
2005-10-06,0.0,-0.003594006190049792,-0.0006923960272006147,proxy,4,3.9166301733055544
2005-10-07,0.0029593838916058732,0.003439481849536463,-0.0009884845156277189,proxy,4,3.9679774488149007
2005-10-10,-0.0005249982303488574,-0.008444138767144782,0.0012864455958205845,proxy,4,4.284598950434951
2005-10-11,-0.0010459678190604814,-0.0014333851646560758,-0.002966302603632176,proxy,4,4.204474301110353
2005-10-12,-0.0032136621581557103,-0.00785283772507872,-0.0003960913305843805,proxy,4,4.300508714607725
2005-10-13,0.0,-0.0005956369451542987,-0.002580491952033359,proxy,4,3.9246922855996433
2005-10-14,0.000959094557026052,0.010559645159946784,-0.00029851661154356446,proxy,4,3.8492809006830893
2005-10-17,-0.0020298634509199236,0.0037071967948070217,0.0015928297511635936,proxy,4,4.07780998008283
2005-10-18,0.0035767060310362376,-0.010830119943482486,-0.00039762844122281926,proxy,4,4.103172785145421
2005-10-19,0.00216519877003464,0.01663547009739097,0.0017884109666330694,proxy,4,4.3610561363720155
2005-10-20,-0.40940685268923716,-0.017615754386754667,0.00019871889182199176,proxy,4,4.776493257624178
2005-10-21,0.0,0.003909505717174078,0.00238104630212832,proxy,4,0.0
2005-10-24,0.0,0.015491206886649067,-0.0020787278626581696,proxy,4,0.0
2005-10-25,0.00015595238095238097,-0.0020006504760902155,-0.0029744660904511555,proxy,4,0.0
2005-10-26,0.00015476190476190475,-0.0029232392166876897,-0.003978172930849899,proxy,4,0.0
2005-10-27,0.00015396825396825397,-0.01063909118662365,0.002296389278056976,proxy,4,0.0
2005-10-28,0.0,0.01439472480201509,-0.0015935000292068846,proxy,4,0.0
2005-10-31,0.00015793650793650795,0.0027543577495767746,-9.971636798389305e-05,proxy,4,0.0
2005-11-01,0.00015714285714285713,0.002996820851062232,0.000340537735615154,proxy,4,0.0
2005-11-02,0.00015634920634920635,0.01045707130621576,-0.0009020269666389913,proxy,4,0.0
2005-11-03,0.00015634920634920635,0.004270706672884206,-0.0034069279219288706,proxy,4,0.0
2005-11-04,0.00015793650793650795,-0.0013083563230403827,0.0010053215047509667,proxy,4,0.0
2005-11-07,0.00015714285714285713,0.0009829861465922018,0.00010053324905756611,proxy,4,0.0
2005-11-08,0.00015714285714285713,0.0,0.0034158186833668225,proxy,4,0.0
2005-11-09,0.00015833333333333335,0.0013086926982093239,-0.002602743039948896,proxy,4,0.0
2005-11-10,0.00015753968253968254,0.007761970839676557,0.00351191389255634,proxy,4,0.0
2005-11-11,0.00015753968253968254,0.0034056907119053292,0.0010003279263945952,proxy,4,0.0
2005-11-14,0.0001595238095238095,-0.0005654184970076415,-0.0033964254472976796,proxy,4,0.0
2005-11-15,0.0001591269841269841,-0.00363834356919579,0.0014034783417247176,proxy,4,0.0
2005-11-16,0.00015873015873015873,0.002028040182207258,0.0023025036921358044,proxy,4,0.0
2005-11-17,0.0001591269841269841,0.009313134876260065,0.00030038989796898896,proxy,4,0.0
2005-11-18,0.0001591269841269841,0.0039311468303004915,-0.0004002305003033557,proxy,4,0.0
2005-11-21,0.00015873015873015873,0.005034921700512562,0.003196166456128635,proxy,4,0.0
2005-11-22,0.00015595238095238097,0.004293811937433167,0.002589514914352886,proxy,4,0.0
2005-11-23,0.00015674603174603175,0.005780053127161677,-0.0006949716616331258,proxy,4,0.0
2005-11-25,0.00015674603174603175,0.0007869602967873757,0.0008940945831759084,proxy,4,0.0
2005-11-28,0.00015793650793650795,-0.007079351784008425,-0.0013898115985925275,proxy,4,0.0
2005-11-29,0.00015793650793650795,-0.0011093272987716674,-0.0013929004796349176,proxy,4,0.0
2005-11-30,0.00015674603174603175,-0.005392163316271903,-0.0020903861675359847,proxy,4,0.0
2005-12-01,0.00015753968253968254,0.010205927246490054,-0.00141275524857154,proxy,4,0.0
2005-12-02,0.00015833333333333335,0.0012633249964670856,0.0,proxy,4,0.0
2005-12-05,0.0001603174603174603,-0.0021288527214913255,0.0005015345899690438,proxy,4,0.0
2005-12-06,0.0001603174603174603,0.0018961060953346376,0.0017045512613149683,proxy,4,0.0
2005-12-07,0.00015992063492063492,-0.005834977342584757,-0.0013020880441617644,proxy,4,0.0
2005-12-08,0.00015634920634920635,-0.0006344533998395852,0.005111245631557182,proxy,4,0.0
2005-12-09,0.00015634920634920635,0.002618914399457939,-0.003389472286535411,proxy,4,0.0
2005-12-12,0.00015476190476190475,0.0009495322757635538,-0.0021009515653525046,proxy,4,0.0
2005-12-13,0.00015515873015873016,0.006801565528349984,0.003809708672278811,proxy,4,0.0
2005-12-14,0.00015436507936507937,0.003926935236809648,0.0026973488777726207,proxy,4,0.0
2005-12-15,0.00015595238095238097,-0.0028944118891509607,-0.000997298817341452,proxy,4,0.0
2005-12-16,0.00015595238095238097,-0.0032184910071343387,-9.853913391233426e-05,proxy,4,0.0
2005-12-19,0.00015714285714285713,-0.00514405917865024,0.0007965370786604531,proxy,4,0.0
2005-12-20,0.00015674603174603175,0.0009546493512722076,0.0003001654691863198,proxy,4,0.0
2005-12-21,0.00015793650793650795,0.0015893592722591166,0.0,proxy,4,0.0
2005-12-22,0.00015793650793650795,0.005237108002800195,0.002190183134567203,proxy,4,0.0
2005-12-23,0.00015833333333333335,0.0005520534051093318,0.00258447915645732,proxy,4,0.0
2005-12-27,0.00015793650793650795,-0.010176622566395177,0.002576956805800501,proxy,4,0.0
2005-12-28,0.00015674603174603175,0.0022315407461763748,-0.003532456711231702,proxy,4,0.0
2005-12-29,0.0001591269841269841,-0.00445332037723678,0.0006963697877810926,proxy,4,0.0
2005-12-30,0.00016190476190476192,-0.005431413444881628,0.0011941237954453676,proxy,4,0.0
2006-01-03,0.00016507936507936506,0.017588548654130287,0.0004975011451189282,proxy,4,0.0
2006-01-04,0.0001662698412698413,0.004735776423560267,0.0023849286593293773,proxy,4,0.0
2006-01-05,0.0001666666666666667,0.000628715970813376,0.0,proxy,4,0.0
2006-01-06,0.00016746031746031745,0.008321293850441558,-0.002281225374514584,proxy,4,0.0
2006-01-09,0.00016785714285714288,0.0025688167118387284,0.0010933069264194017,proxy,4,0.0
2006-01-10,0.00017023809523809523,0.0010098503004938308,-0.0019848605329351177,proxy,4,0.0
2006-01-11,0.0001706349206349206,0.003180991805027844,-0.0006949045845581203,proxy,4,0.0
2006-01-12,0.00017142857142857143,-0.003943769932784447,0.0025869544758942986,proxy,4,0.0
2006-01-13,0.00017182539682539683,-0.0009320906605083668,0.0027792353742701614,proxy,4,0.0
2006-01-17,0.0001738095238095238,-0.0027195623759250775,0.0004949063570443002,proxy,4,0.0
2006-01-18,0.00017261904761904762,-0.003974490513650064,0.001185705578188978,proxy,4,0.0
2006-01-19,0.00017261904761904762,0.003833160291577098,-0.0014817289490079988,proxy,4,0.0
2006-01-20,0.00017261904761904762,-0.01823659902249397,0.000495236555642542,proxy,4,0.0
2006-01-23,0.0001738095238095238,0.0035723045490358984,0.0,proxy,4,0.0
2006-01-24,0.00017460317460317462,0.0010282710547044882,-0.0016822441491736173,proxy,4,0.0
2006-01-25,0.00017539682539682538,0.0008691480720062206,-0.002475916281702517,proxy,4,0.0
2006-01-26,0.0001765873015873016,0.00552648127118438,-0.003079630790556176,proxy,4,0.0
2006-01-27,0.0001765873015873016,0.00926497322210773,0.0012954915559109104,proxy,4,0.0
2006-01-30,0.0001777777777777778,-0.0007776671915489253,9.98329857930802e-05,proxy,4,0.0
2006-01-31,0.00017738095238095238,-0.007318521882915374,0.00019900109619008788,proxy,4,0.0
2006-02-01,0.00017738095238095238,0.00698029857056337,-0.002785962560274191,proxy,4,0.0
2006-02-02,0.0001777777777777778,-0.011605004980466571,0.0007006457335581029,proxy,4,0.0
2006-02-03,0.0001777777777777778,-0.004964712985881414,0.0028019848164257954,proxy,4,0.0
2006-02-06,0.0001777777777777778,0.0026133137346504576,-0.00019960811514385668,proxy,4,0.0
2006-02-07,0.0001781746031746032,-0.008846928313050562,-0.0006989111022315253,proxy,4,0.0
2006-02-08,0.00017857142857142857,0.009085309706876599,-0.0004991823613632596,proxy,4,0.0
2006-02-09,0.00017936507936507936,-0.0016583893073275346,0.0006002357065109098,proxy,4,0.0
2006-02-10,0.00017976190476190476,0.0018192982376161737,-0.002097988381672855,proxy,4,0.0
2006-02-13,0.00018055555555555555,-0.0018159944022007046,0.0007010869432537703,proxy,4,0.0
2006-02-14,0.00018055555555555555,0.010600270229611075,-0.0015999471898316964,proxy,4,0.0
2006-02-15,0.00018055555555555555,0.0035227038209209027,0.0011017353805535812,proxy,4,0.0
2006-02-16,0.00018055555555555555,0.007487994805031706,-0.0010003774657132425,proxy,4,0.0
2006-02-17,0.00018015873015873017,-0.002709884794502959,0.004105762605072005,proxy,4,0.0
2006-02-21,0.00018095238095238093,-0.002484092960638229,-0.0036906329390045123,proxy,4,0.0
2006-02-22,0.00018134920634920636,0.00607057805989375,0.004004705570348488,proxy,4,0.0
2006-02-23,0.00018214285714285712,-0.0014696518983353668,-0.0005990502767236894,proxy,4,0.0
2006-02-24,0.00018253968253968252,0.002556251440220203,0.0007984249987706971,proxy,4,0.0
2006-02-27,0.00018333333333333334,0.0003864763920558012,-0.002093075889505358,proxy,4,0.0
2006-02-28,0.00018333333333333334,-0.009501095335303744,0.0020974660451134053,proxy,4,0.0
2006-03-01,0.00018253968253968252,0.008890466804386765,2.9613937263084367e-05,proxy,4,0.0
2006-03-02,0.00018333333333333334,-7.726776389749279e-05,-0.0025003723091276964,proxy,4,0.0
2006-03-03,0.00018333333333333334,-0.004638480143862811,-0.0020060432995572253,proxy,4,0.0
2006-03-06,0.00018253968253968252,-0.004582117794286633,-0.005528624015413208,proxy,4,0.0
2006-03-07,0.00018253968253968252,-0.0015600834453988188,0.0025274480014838563,proxy,4,0.0
2006-03-08,0.00018174603174603174,0.0021093991667708867,0.0005037683893478473,proxy,4,0.0
2006-03-09,0.00018253968253968252,-0.006705657118275088,-0.00131007474636613,proxy,4,0.0
2006-03-10,0.00018333333333333334,0.009498851848326773,0.00040449424262889444,proxy,4,0.0
2006-03-13,0.00018293650793650796,0.0018661921123004355,0.0018140807010320614,proxy,4,0.0
2006-03-14,0.00018214285714285712,0.010478916875506172,0.0033225630291653374,proxy,4,0.0
2006-03-15,0.00018373015873015874,0.004455860151609148,-0.002709601774256609,proxy,4,0.0
2006-03-16,0.00018333333333333334,0.002064560746903421,0.0042259483803515074,proxy,4,0.0
2006-03-17,0.00018412698412698412,0.0008353716503093356,-0.002204675886788965,proxy,4,0.0
2006-03-20,0.00018492063492063493,-0.0016076587565134748,-0.00040089406914367576,proxy,4,0.0
2006-03-21,0.00018611111111111112,-0.006288378700684993,-0.0026113446029866205,proxy,4,0.0
2006-03-22,0.00018611111111111112,0.006096146180081252,0.0018125318633024357,proxy,4,0.0
2006-03-23,0.0001853174603174603,-0.002070844031494823,-0.0008047670264859086,proxy,4,0.0
