univ,bh,vxm,cf,tw,rb,under,vc,full_sr,full_cagr,full_mdd,full_vol,full_navx,is_sr,is_cagr,is_mdd,oos_sr,oos_cagr,oos_mdd,gap,tim,turn_ann,uname
12,0.5,22,1,100,5,True,False,0.36517789860060607,0.06240591011774055,-0.6997624413831889,0.2571902414277342,2.639894635668003,0.5592844412595226,0.11236052402963925,-0.38623809751760807,0.15449531786035275,0.004642630125614389,-0.5879943407697064,0.40478912339916984,0.5379856471170502,36.870054666936625,LEV_EQ
12,0.5,22,1,100,5,True,True,0.40651440220348084,0.06978621380464589,-0.6433875265364797,0.2337296725217424,2.9498387183909167,0.6166133551284257,0.1200615804437235,-0.36724160273373385,0.17045117759964132,0.01165053379363501,-0.5254484718447447,0.4461621775287844,0.5379856471170502,36.54494709194451,LEV_EQ
12,0.5,22,1,100,5,False,False,0.3516911875188897,0.058482762453507586,-0.6837951755954268,0.25475770866274766,2.4878385995691565,0.5741285533818661,0.11605768795603155,-0.37525544850579784,0.10698191471264695,-0.007577105998079481,-0.587247815047198,0.4671466386692191,0.5379856471170502,38.24008458752334,LEV_EQ
12,0.5,22,1,100,5,False,True,0.3879740408466299,0.06492763342738406,-0.6330351107923156,0.23232060767513577,2.742188229064415,0.6288814578849582,0.12288335976118114,-0.3584324458480801,0.11515811014201258,-0.0015671743163171437,-0.5299286892163781,0.5137233477429456,0.5379856471170502,37.772776120663174,LEV_EQ
12,0.5,22,3,100,5,True,False,0.39309179222880947,0.07149848780236145,-0.6083123229979703,0.26778460066645277,3.0264682808925323,0.6442933814559375,0.13987079450251505,-0.3517409710411171,0.1218409133046002,-0.0061823494045548655,-0.5150971088522676,0.5224524681513373,0.5459044790893344,20.571541697599603,LEV_EQ
12,0.5,22,3,100,5,True,True,0.43483400974757797,0.07884886209158148,-0.5404087632026955,0.24313690456562345,3.377123088315538,0.6888601530710958,0.1426837331427726,-0.31248759691788197,0.15187661270173494,0.005971702576203386,-0.4611979225190439,0.5369835403693609,0.5459044790893344,20.15517264757169,LEV_EQ
12,0.5,22,3,100,5,False,False,0.3699164933855941,0.06463508280472752,-0.6120229755346285,0.2657122185757686,2.7301331573775887,0.6526201922999821,0.14149942443674157,-0.33618981894907807,0.06361118009912631,-0.021938854905789062,-0.534598792560266,0.5890090122008558,0.5459044790893344,22.74408674720479,LEV_EQ
12,0.5,22,3,100,5,False,True,0.4059774264216438,0.07105295177876236,-0.5473896365973849,0.2417436825887701,3.00635149357057,0.6933295086808375,0.14315753169726086,-0.3027202381919357,0.0857178127329696,-0.010570327312037886,-0.47917983790315555,0.6076116959478679,0.5459044790893344,22.15756885988819,LEV_EQ
12,0.5,22,5,100,5,True,False,0.30934567951404296,0.04799770132392589,-0.7084616713657854,0.27805724818641797,2.1207644546417344,0.6227842899291652,0.1350254680800258,-0.36798090432858066,-0.0129120499289226,-0.04893924667844285,-0.6133205738541445,0.6356963398580878,0.5449146250927989,15.771231243391599,LEV_EQ
12,0.5,22,5,100,5,True,True,0.3494982656583065,0.057662674602528385,-0.6420607034574086,0.25326915972728514,2.457108831276536,0.6817520410837992,0.14253852670526634,-0.3288919912869198,-0.0013700136937123543,-0.037147564322500326,-0.5605815061353754,0.6831220547775115,0.5449146250927989,15.423794178626547,LEV_EQ
