,NOVA23
2016-01-04,1.9149549321562266e-05
2016-01-05,0.0
2016-01-06,-0.0004381000569849691
2016-01-07,0.00021909450898260907
2016-01-08,0.0
2016-01-11,0.0
2016-01-12,0.00021914954932156228
2016-01-13,-0.00021910153331927695
2016-01-14,-0.00021904651709336864
2016-01-15,0.0
2016-01-19,0.00021909450898260907
2016-01-20,0.0
2016-01-21,0.00021914954932156228
2016-01-22,-0.0004381000569849691
2016-01-25,0.00021909450898260907
2016-01-26,-0.00021904651709336864
2016-01-27,0.00021909450898260907
2016-01-28,0.0
2016-01-29,0.00021914954932156228
2016-02-01,-0.0004381000569849691
2016-02-02,0.0
2016-02-03,0.00021909450898260907
2016-02-04,0.00021914954932156228
2016-02-05,0.0
2016-02-08,-0.00021910153331927695
2016-02-09,0.00021914954932156228
2016-02-10,-0.00021910153331927695
2016-02-11,0.00021914954932156228
2016-02-12,-0.00021910153331927695
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.00021914954932156228
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,-0.00021910153331927695
2016-02-24,0.00021914954932156228
2016-02-25,-0.00021910153331927695
2016-02-26,0.0
2016-02-29,0.00021914954932156228
2016-03-01,0.0
2016-03-02,-0.00021910153331927695
2016-03-03,0.00021914954932156228
2016-03-04,-0.005408333333333259
2016-03-07,-0.006371660723680339
2016-03-08,0.005024828564672568
2016-03-09,0.0027049276725861215
2016-03-10,0.008579655638479178
2016-03-11,-0.0028341720168892914
2016-03-14,-0.005617001563495316
2016-03-15,-0.002842062525375666
2016-03-16,-0.0008071025020178757
2016-03-17,-0.002349300939720411
2016-03-18,-0.0017781346793621644
2016-03-21,-0.004525923804067689
2016-03-22,-0.0023499742076001917
2016-03-23,-0.006115855065774278
2016-03-24,0.0023089355806971135
2016-03-28,-0.0024806738202377554
2016-03-29,0.005544441268934053
2016-03-30,-0.0007397712399703771
2016-03-31,-0.0058759769524787675
2016-04-01,-0.00028339851499181723
2016-04-04,-0.007731665719158731
2016-04-05,0.0005168552231091805
2016-04-06,-0.006248579868211701
2016-04-07,0.006842226310947774
2016-04-08,0.0034973053548905675
2016-04-11,0.0012072434607646176
2016-04-12,0.005181642181983914
2016-04-13,0.00016910935738434496
2016-04-14,0.0
2016-04-15,-0.0032727683105745475
2016-04-18,0.0021852412170113578
2016-04-19,0.0003911270045258153
2016-04-20,0.0002791113095903519
2016-04-21,-0.001907968574635155
2016-04-22,-0.003478846369655453
2016-04-25,0.0020798201236649216
2016-04-26,-0.0024128836765614503
2016-04-27,-0.004257226081111454
2016-04-28,-0.003730077992539771
2016-04-29,0.002841554898840748
2016-05-02,-0.0069914298601714275
2016-05-03,-0.005631399317406194
2016-05-04,0.0028030433041588143
2016-05-05,-0.004462242562929042
2016-05-06,-0.0007410785543267018
2016-05-09,0.003986786649960106
2016-05-10,-0.0025316455696201556
2016-05-11,0.0035197275049674293
2016-05-12,-0.0017030939540165768
2016-05-13,0.0009735425495360772
2016-05-16,-0.00153113303844854
2016-05-17,-0.002174908424908417
2016-05-18,-0.004405286343612258
2016-05-19,0.0033876894809370395
2016-05-20,0.00022829747160546532
2016-05-23,0.004972849385538769
2016-05-24,0.00394922425952049
2016-05-25,0.0011209505660800811
2016-05-26,0.0009523276006946357
2016-05-27,0.0016177619100747886
2016-05-31,-0.0037430167597765074
2016-06-01,-0.002286415346865911
2016-06-02,-0.00311353274769266
2016-06-03,0.0018400802944127381
2016-06-06,0.0008322237017308609
2016-06-07,0.0007755803002604811
2016-06-08,-0.0039209189308593295
2016-06-09,-0.007300884955752318
2016-06-10,-0.0033493357150831127
2016-06-13,-0.0020815752461322834
2016-06-14,0.00219780219780219
2016-06-15,-0.004910537901450462
2016-06-16,-0.000843929334983673
2016-06-17,0.010841944773843704
2016-06-20,0.0020203153936810825
2016-06-21,0.0012315270935963074
2016-06-22,0.008466498458088223
2016-06-23,-0.03419465501023611
2016-06-24,-0.00803627805522078
2016-06-27,0.009468147282291062
2016-06-28,0.008095538841361938
2016-06-29,0.0025963763616865254
2016-06-30,-0.0006681886519294133
2016-07-01,-0.00411408239283928
2016-07-05,-0.0028544243577545148
2016-07-06,0.0005561425949613952
2016-07-07,0.007237501391827106
2016-07-08,0.0025234516429863962
2016-07-11,0.00524762217120367
2016-07-12,0.0022793878215565666
2016-07-13,0.006838534599728607
2016-07-14,0.003293380844401339
2016-07-15,0.0007567567567567934
2016-07-18,-0.0022101234434801498
2016-07-19,0.002806411571050882
2016-07-20,-0.0006985491671144262
2016-07-21,0.0007552055237891597
2016-07-22,-0.0010739984964019955
2016-07-25,-0.0006460643910843888
2016-07-26,0.0020991441950590772
2016-07-27,-0.001185217110225234
2016-07-28,-0.0014529408599257554
2016-07-29,0.0002148920167617252
2016-08-01,-0.0011294573226483529
2016-08-02,-0.00032471046650073276
2016-08-03,0.00043163914967081496
2016-08-04,0.0036653730056057654
2016-08-05,0.001069404341781599
2016-08-08,0.000588550026752177
2016-08-09,0.0006416426050688262
2016-08-10,0.0028407568204962264
2016-08-11,-0.0016538625693555131
2016-08-12,0.0020826658122397035
2016-08-15,-0.0025019962736225754
2016-08-16,0.0001070320025686744
2016-08-17,-0.00021367521367521292
2016-08-18,-0.0025583626479054322
2016-08-19,-0.0013876287559374534
2016-08-22,0.0033634082536970755
2016-08-23,-0.0005328218243818572
2016-08-24,-0.002248634757468615
2016-08-25,0.0013400514579759992
2016-08-26,0.0008591065292096189
2016-08-29,-0.0004807949142582313
2016-08-30,-0.001605565962001565
2016-08-31,-0.00010731916720330137
2016-09-01,0.0045071631700381865
2016-09-02,0.0014423076923077982
2016-09-06,-0.0010649627263046302
2016-09-07,-0.0020235369295489303
2016-09-08,-0.007153152191320178
2016-09-09,-0.004156867034950551
2016-09-12,-0.0069556777741832665
2016-09-13,0.00027353793971229834
2016-09-14,-0.0008209731268130627
2016-09-15,-0.0034135240572171766
2016-09-16,0.0036994722811598546
2016-09-19,0.004786510742452954
2016-09-20,0.003806623524933439
2016-09-21,0.005593803786575036
2016-09-22,-0.0020844468198822907
2016-09-23,-0.00435273254876678
2016-09-26,-0.0007585609016038664
2016-09-27,0.0012922679302176387
2016-09-28,-0.0012319888585354821
2016-09-29,0.0044872141428340395
2016-09-30,-0.0024676787725981253
2016-10-03,0.0010762524888339176
2016-10-04,0.003189189189189312
2016-10-05,-0.0013454604165545891
2016-10-06,0.0012368251236825056
2016-10-07,0.005127374784110517
2016-10-10,-0.002094522019334022
2016-10-11,0.0006524930672611173
2016-10-12,-0.007277071793200696
2016-10-13,0.005284663579406157
2016-10-14,0.0
2016-10-17,0.008743169398907069
2016-10-18,0.001629460648525205
2016-10-19,-0.0017876489707474574
2016-10-20,-0.0043412198827871284
2016-10-21,0.004828559027777901
2016-10-24,-0.000756307060666761
2016-10-25,-0.004497913618381921
2016-10-26,0.003909643788010397
2016-10-27,-0.00016333641857679826
2016-10-28,0.0019661387220100135
2016-10-31,0.0019661387220100135
2016-11-01,-0.0015402387370042625
2016-11-02,0.0013837383074113419
2016-11-03,0.0003334630133942085
2016-11-04,0.01402649448959159
2016-11-07,-0.0018518518518518823
2016-11-08,-0.007915853394057759
2016-11-09,0.0041832028317065895
2016-11-10,-0.003478726251003539
2016-11-11,0.002627345844504081
2016-11-14,0.002197448815521419
2016-11-15,-0.003137630291427329
2016-11-16,0.000479309793896876
2016-11-17,0.0005831212892282167
2016-11-18,0.002974451585489035
2016-11-21,0.0018456021936301692
2016-11-22,-0.0025261828324824043
2016-11-23,0.0016826164686085665
2016-11-25,-0.0023037855385098505
2016-11-28,-5.2628809010024646e-05
2016-11-29,0.0033102143757881564
2016-11-30,0.001738397513564749
2016-12-01,0.0006344506714603959
2016-12-02,0.004491176159780341
2016-12-05,0.0013659766733213896
2016-12-06,-0.0007852991989947267
2016-12-07,5.168225748097832e-05
2016-12-08,0.0011856892463142366
2016-12-09,-0.0004099620785076308
2016-12-12,0.0034887896978093025
2016-12-13,-0.001325245935062891
2016-12-14,0.0010788594913948568
2016-12-15,0.0025079332582660374
2016-12-16,0.0008202604326874585
2016-12-19,0.002916645346159763
2016-12-20,-0.0005097099750241973
2016-12-21,-0.0009197751660704467
2016-12-22,0.0
2016-12-23,0.0014826175869120384
2016-12-27,0.001427988576091499
2016-12-28,0.00020564495398711635
2016-12-29,0.0015941581816312222
2016-12-30,0.0066580645161289365
2017-01-03,0.0018957831633961142
2017-01-04,-0.0011714969693883415
2017-01-05,0.0007646039351616452
2017-01-06,-0.0014217528181171835
2017-01-09,-5.094503031222164e-05
2017-01-10,-0.00030574806359562334
2017-01-11,-0.0024899639209308155
2017-01-12,0.0007129761662252321
2017-01-13,-0.003151046960764403
2017-01-17,0.001121762186416575
2017-01-18,0.00045799195969675743
2017-01-19,0.0033192054332837895
2017-01-20,-0.0015777687296416598
2017-01-23,0.001020304050606935
2017-01-24,0.0049178665585074555
2017-01-25,-0.00035195334104276554
2017-01-26,0.0005031952900922398
2017-01-27,-0.0035775471127683645
2017-01-30,-0.0027880569777463116
2017-01-31,0.0030422878004259246
2017-02-01,-0.001926098636524931
2017-02-02,0.004559270516717451
2017-02-03,-0.0021630866743799215
2017-02-06,0.0018141503729087738
2017-02-07,-0.001562185043338049
2017-02-08,0.0013085711409732692
