,NOVA23
2017-02-09,0.0019516589100734283
2017-02-10,0.0025919649087826624
2017-02-13,-0.0007436787307881776
2017-02-14,-0.0010861515675142375
2017-02-15,0.0003438789546079679
2017-02-16,-0.0032935161972178495
2017-02-17,0.0019634792852936123
2017-02-21,-0.001854291709364131
2017-02-22,0.00244140625
2017-02-23,-0.004196554921192641
2017-02-24,-0.0006334973929145171
2017-02-27,-0.0018977178726095056
2017-02-28,0.00790321006927508
2017-03-01,-0.0008181336926704752
2017-03-02,-0.0006293875574922003
2017-03-03,-0.004064253919102034
2017-03-06,-0.0016985344074541553
2017-03-07,0.001119493794110582
2017-03-08,0.0003413801511826797
2017-03-09,0.004823386114494621
2017-03-10,-9.710623422032327e-05
2017-03-13,-0.002329418615937051
2017-03-14,0.0026784844647900208
2017-03-15,0.0009176970633693049
2017-03-16,0.0011126160990710954
2017-03-17,-0.000242283277608224
2017-03-20,0.0031057407677004267
2017-03-21,0.0
2017-03-22,-0.0011769321302470548
2017-03-23,0.0016201089891503262
2017-03-24,-0.008447937131630612
2017-03-27,-0.0013279559315364509
2017-03-28,-0.0011231017139508026
2017-03-29,-0.00043887453064805904
2017-03-30,-0.0015559661577360107
2017-03-31,0.00038992055368725076
2017-04-03,-0.0018059351815696845
2017-04-04,0.003170731707317076
2017-04-05,0.0007339988256018781
2017-04-06,-0.0010248901903368024
2017-04-07,0.0008304836345873756
2017-04-10,-0.0019040179661182766
2017-04-11,-0.0012708343516300014
2017-04-12,-0.002012072434607659
2017-04-13,0.002470233684106482
2017-04-17,-0.0036732295033793383
2017-04-18,0.0028492827667516707
2017-04-19,0.002952465308532659
2017-04-20,-0.0002441167854700943
2017-04-21,0.011018609206660201
2017-04-24,0.003343023255814037
2017-04-25,0.0
2017-04-26,0.0014454348349794977
2017-04-27,0.0012036591237361005
2017-04-28,0.0025090470446320623
2017-05-01,0.0008183699995187865
2017-05-02,-0.0019724814779179534
2017-05-03,0.0013004527502167296
2017-05-04,0.0017803868732557682
2017-05-05,0.0001916994153168261
2017-05-08,0.001198351068929071
2017-05-09,-0.00033582805603527
2017-05-10,-0.0021074815595363283
2017-05-11,-0.0012956475838571402
2017-05-12,0.0018744592905892699
2017-05-15,0.001578041315990708
2017-05-16,-0.00837320574162681
2017-05-17,-0.00063321967851937
2017-05-18,0.0027668559778653012
2017-05-19,0.002506869787398003
2017-05-22,0.0017266187050359871
2017-05-23,0.0012444359354808476
2017-05-24,0.0025307993505874204
2017-05-25,-0.0006653992395437847
2017-05-26,-0.001663339986693213
2017-05-30,0.001331874613518469
2017-05-31,0.0022366041686496807
2017-06-01,0.00037771482530679634
2017-06-02,-0.0006117647058823117
2017-06-05,-0.0026841213034470845
2017-06-06,0.0014168319637291038
2017-06-07,0.0004714979489839344
2017-06-08,0.0013667640682439863
2017-06-09,-0.0012741258081261364
2017-06-12,0.0026437541308659274
2017-06-13,0.0014095094906971806
2017-06-14,-0.006490452450380935
2017-06-15,0.0006597238584420406
2017-06-16,0.003957970126749366
2017-06-19,-0.001635590448151869
2017-06-20,0.0015993226398232085
2017-06-21,4.705660910087062e-05
2017-06-22,0.0003295668549905262
2017-06-23,0.003009074239503473
2017-06-26,-0.0009398937920014339
2017-06-27,0.004689276241000462
2017-06-28,0.0008452688424513966
2017-06-29,0.0035995074358246004
2017-06-30,0.00468129373936077
2017-07-03,0.00326194865976448
2017-07-05,-0.003673181068989839
2017-07-06,0.002661217507009539
2017-07-07,-0.0006139025311673318
2017-07-10,-0.0007547525826689938
2017-07-11,0.00467377962420934
2017-07-12,0.00014057448104587422
2017-07-13,9.355412105915839e-05
2017-07-14,-0.0002793686269032536
2017-07-17,-0.0018626309662398421
2017-07-18,0.0013494648673801901
2017-07-19,0.0011571931123866008
2017-07-20,-0.0024987274998844455
2017-07-21,-0.0003704561241026916
2017-07-24,0.0035204743375949477
2017-07-25,0.0014788114053330137
2017-07-26,0.002079098133431767
2017-07-27,-0.002312245652978162
2017-07-28,0.00189849972217071
2017-07-31,0.0029190992493743906
2017-08-01,0.0006934171597632321
2017-08-02,-0.0005082474703137496
2017-08-03,0.00217562375595981
2017-08-04,0.0003696857670978382
2017-08-07,-0.0013377000784168258
2017-08-08,-0.003282478039759673
2017-08-09,-0.0038381502890173502
2017-08-10,0.000937910335771841
2017-08-11,0.006088422630198487
2017-08-14,0.0018550294485926155
2017-08-15,0.002365052865887618
2017-08-16,-0.0027317344198537485
2017-08-17,-0.0009404683532399094
2017-08-18,-0.00018843037497640047
2017-08-21,0.002682479175490471
2017-08-22,-0.004286047053342679
2017-08-23,0.0018700327255727345
2017-08-24,0.0035605528226752003
2017-08-25,0.0023842917251051254
2017-08-28,-0.006029727961110565
2017-08-29,-9.33837605640031e-05
2017-08-30,0.0027879745364991493
2017-08-31,0.001986877368080675
2017-09-01,-0.0025827875657227217
2017-09-05,0.0030196041995727008
2017-09-06,0.0014353845441497093
2017-09-07,-0.0014355174808983184
2017-09-08,0.006028007048131334
2017-09-11,0.0018352833218628906
2017-09-12,-0.0013714912681722646
2017-09-13,-0.001553717497600915
2017-09-14,-0.0006856829402083209
2017-09-15,0.0014148790506618436
2017-09-18,0.0012757426644796066
2017-09-19,0.0004096122337520214
2017-09-20,-0.0008187772925764003
2017-09-21,-0.0014140400492633765
2017-09-22,-0.0011402508551880963
2017-09-25,0.0019649956587304285
2017-09-26,0.003334551434313937
2017-09-27,-0.0011375528962096482
2017-09-28,0.0
2017-09-29,0.0011774829038539991
2017-10-02,0.0006763764260269145
2017-10-03,-0.0006298929182038115
2017-10-04,0.001393070597222934
2017-10-05,-0.0019210150107219492
2017-10-06,0.0009390931043735673
2017-10-09,0.0025981006987993993
2017-10-10,-0.00035746201966047053
2017-10-11,-0.0013383894713362432
2017-10-12,0.002144772117962379
2017-10-13,0.0012049805864238206
2017-10-16,-0.00026735585063708545
2017-10-17,0.001692198076237883
2017-10-18,-0.003425876490478652
2017-10-19,0.003468670787566186
2017-10-20,0.001548809629170922
2017-10-23,0.0017321016166282899
2017-10-24,-0.0013746618775221098
2017-10-25,0.0026735585063721867
2017-10-26,0.003560778029999545
2017-10-27,-0.0023840007063705704
2017-10-30,0.0015062242502104084
2017-10-31,0.0035839122162735215
2017-11-01,-0.00039759674854211724
2017-11-02,0.0006623978803268482
2017-11-03,-0.0006162514305837474
2017-11-06,0.000571403454793229
2017-11-07,-0.0009234828496043068
2017-11-08,-0.005399947317587084
2017-11-09,-0.001850464819139086
2017-11-10,-0.002953363307766965
2017-11-13,-0.003654938570610833
2017-11-14,-0.004369510526547993
2017-11-15,0.004258905993522966
2017-11-16,-0.0014956888967094795
2017-11-17,0.0009704883320833524
2017-11-20,0.0034795630725863447
2017-11-21,0.0002625705658396704
2017-11-22,0.0019268666520690925
2017-11-24,0.0011371091187404314
2017-11-27,0.001923245038901955
2017-11-28,0.0006492101276778239
2017-11-29,0.0038969473912102703
2017-11-30,-0.0004294794708812333
2017-12-01,0.0070552807055281885
2017-12-04,0.0011198208286673506
2017-12-05,-0.0012534578146612407
2017-12-06,-0.00047542896659036327
2017-12-07,0.0036622145626885594
2017-12-08,0.00029995286454975734
2017-12-11,0.0009396890483512887
2017-12-12,0.00098072659048265
2017-12-13,0.0014927919474536644
2017-12-14,0.004239284032030222
2017-12-15,0.005775437404450523
2017-12-18,0.0011395770902797864
2017-12-19,0.0038546255506608507
2017-12-20,0.002585512652057753
2017-12-21,0.00012690892169731072
2017-12-22,-0.0015657399179044296
2017-12-26,0.0007202169123878832
2017-12-27,0.001947667033618261
2017-12-28,0.0025776463131206295
2017-12-29,0.0036050555602680223
2018-01-02,0.0005474145191175506
2018-01-03,0.002720120522263114
2018-01-04,0.003208600716726462
2018-01-05,-0.0002898070712925582
2018-01-08,0.00173546547663328
2018-01-09,-0.0030510431269068494
2018-01-10,0.0023951106706310288
2018-01-11,0.0012299618711819615
2018-01-12,0.005172484014173362
2018-01-16,0.003882463525276769
2018-01-17,-0.0004048091324939662
2018-01-18,0.002229880397323969
2018-01-19,-0.0007266561705220331
2018-01-22,0.00028030272694512526
2018-01-23,0.0025573403660192895
2018-01-24,0.0034373875854352143
2018-01-25,0.003516202501298471
2018-01-26,-0.0020933723042894092
2018-01-29,-0.007355572343047956
2018-01-30,0.003817714193859567
2018-01-31,-0.0030916245081507032
2018-02-01,-0.0053860685718879475
2018-02-02,-0.007435707830087845
2018-02-05,-0.015852613538988924
2018-02-06,-0.002522916491464078
2018-02-07,0.0011840825474689343
2018-02-08,0.011946067020949469
2018-02-09,0.008434985725408684
2018-02-12,-0.004949861318540583
2018-02-13,-0.005786741553910346
2018-02-14,-0.0002
2018-02-15,0.00010888956220589385
2018-02-16,0.0001098981161808954
2018-02-20,0.0
2018-02-21,-0.00010988603991224366
2018-02-22,0.0001098981161808954
2018-02-23,0.0002179355443383546
2018-02-26,-0.00021788805878575346
2018-02-27,0.0002179355443383546
2018-02-28,0.00010955607450169325
2018-03-01,9.852846814850658e-05
2018-03-02,0.00010932930854612444
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,-0.00010931735695507427
2018-03-09,0.00021906656227344
2018-03-12,0.0047176996545416966
2018-03-13,0.0040499079566374
2018-03-14,0.0022203947368422128
2018-03-15,0.002057867226406662
2018-03-16,-0.003124871510217564
2018-03-19,0.0016254740966115122
2018-03-20,-0.00016643781467162722
2018-03-21,-0.009338002334500661
2018-03-22,0.0018385496835984227
2018-03-23,0.01594861487372179
2018-03-26,0.0037838527273499345
2018-03-27,0.0008221549112938931
2018-03-28,0.004859423811176766
2018-03-29,-0.0035084716755091616
2018-04-02,0.005209473361642569
2018-04-03,-0.015520297436340869
2018-04-04,0.006495171352875806
2018-04-05,-0.008402648107282307
2018-04-06,0.006075070514211411
2018-04-09,0.013051557975712003
2018-04-10,-0.0003095754369345725
2018-04-11,0.00021886934884984832
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.00021861780597731695
2018-04-17,0.0
2018-04-18,-0.0001091323075507189
2018-04-19,0.00021798299651165642
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,-0.0006286142900004064
2018-04-25,0.004619530347748091
2018-04-26,0.0026670053340105415
2018-04-27,0.0024951365981562557
2018-04-30,-0.002088928678006474
2018-05-01,-0.000850882790895624
2018-05-02,-0.003555212884434167
2018-05-03,-0.004292950974499887
2018-05-04,0.0033905488450942656
2018-05-07,-0.001520591341077182
2018-05-08,0.002914466737064414
2018-05-09,0.0032631887210810007
2018-05-10,0.0005387931034481763
2018-05-11,0.0025636784651008604
2018-05-14,-0.0049981411871617976
2018-05-15,0.00029116925252692383
2018-05-16,-0.0009939534498467628
2018-05-17,-0.001450596816976124
2018-05-18,0.006024596975236829
2018-05-21,0.002185747278125927
2018-05-22,-0.005087479836208053
2018-05-23,-0.00164955255886845
2018-05-24,-0.0025617717544005325
2018-05-25,-0.006875698960361221
2018-05-29,0.00532048596564727
2018-05-30,-0.0015303168169410464
2018-05-31,0.006121174266083607
2018-06-01,0.003172249000947591
2018-06-04,0.0005331364829395113
2018-06-05,0.0022121174880176397
2018-06-06,0.0016250253910217172
2018-06-07,-0.0017479674796748723
2018-06-08,0.0008509948535071477
2018-06-11,0.0016593144198469023
2018-06-12,0.0006869797138930878
2018-06-13,0.003934772026610522
2018-06-14,-0.007604255147029115
2018-06-15,-0.006181877338539032
2018-06-18,-0.009293983368661385
2018-06-19,0.0027825517636468344
2018-06-20,-8.169934640522847e-05
2018-06-21,0.005220966084275469
2018-06-22,-0.004596380350473939
2018-06-25,0.0023295478181288853
2018-06-26,0.0026155187445509043
2018-06-27,8.37345614401741e-05
2018-06-28,0.004327203128900781
2018-06-29,-0.006194138432758289
2018-07-02,0.0033993864522012807
2018-07-03,0.0068818818818818794
2018-07-05,0.00016512549537650578
2018-07-06,0.004298698108572863
2018-07-09,0.0018662014686192663
2018-07-10,-0.006024583535500505
2018-07-11,0.0049263089324973475
2018-07-12,-0.00036328408815700097
2018-07-13,0.0002822808290992018
2018-07-16,-0.0031478267888130906
2018-07-17,0.0003215304851089673
2018-07-18,-0.0026474127557161165
2018-07-19,-0.0008857752546603814
2018-07-20,-0.0010075363720630781
2018-07-23,0.005310161718561357
2018-07-24,-0.0008408071748877699
2018-07-25,-0.003253580922905952
2018-07-26,0.0015122572429162595
2018-07-27,0.00012016342225429355
2018-07-30,0.0032625770330687587
2018-07-31,0.00120264582080587
2018-08-01,-0.005457901918292096
2018-08-02,0.0006788053026673957
2018-08-03,-0.00027823045431052407
2018-08-06,0.002494851892919314
2018-08-07,-0.000513265950726427
2018-08-08,0.00039499150768262936
2018-08-09,-0.005615977852481691
2018-08-10,0.0012344204197030084
2018-08-13,0.0031177552162442446
2018-08-14,-0.005202748322014394
2018-08-15,0.005681590845436624
2018-08-16,-0.0009523809523810378
2018-08-17,0.0019381378055534082
2018-08-20,0.00185455549855984
2018-08-21,-0.0012996731125201055
2018-08-22,-0.0007878358150161802
2018-08-23,0.002367050654884073
2018-08-24,0.004705513293075114
2018-08-27,0.0019845130160707214
2018-08-28,0.0009722708357640109
2018-08-29,-0.0018179005182951125
2018-08-30,-0.0013983297727714339
2018-08-31,-0.0013207473876394316
2018-09-04,-0.00159458618543884
2018-09-05,0.0003120124804993907
2018-09-06,-0.004224690971678879
2018-09-07,0.00419492688281653
2018-09-10,-0.0025045002739296773
2018-09-11,-0.00019496977968413987
2018-09-12,0.004015751101407394
2018-09-13,0.0008528454023881693
2018-09-14,-0.0002712862845405395
2018-09-17,0.0007792713812586616
2018-09-18,0.0002712862845406505
2018-09-19,0.004799876132228986
2018-09-20,0.002957216376065608
2018-09-21,-0.00230600714862228
2018-09-24,0.0015808752650856572
2018-09-25,0.0007721411474019835
2018-09-26,0.002052195461937689
2018-09-27,-0.00227816819831661
2018-09-28,0.005252181972657866
2018-10-01,-0.0003847781753817392
2018-10-02,0.00392609699769042
2018-10-03,-0.0020770029616524743
2018-10-04,0.0007366339704570901
2018-10-05,-0.0029627319507250505
2018-10-08,-0.0014428326314147588
2018-10-09,-0.0020694232946780744
2018-10-10,-0.003913499556201239
2018-10-11,0.01661307609860674
2018-10-12,-0.0016264790794128237
2018-10-15,0.007605184609723148
2018-10-16,0.00048046124279310654
2018-10-17,-0.0035621372823693154
2018-10-18,0.0023544694324915127
2018-10-19,0.0029256399837465086
2018-10-22,-0.014974091150189772
2018-10-23,-0.0007385221351494664
2018-10-24,0.008124576844956044
2018-10-25,-0.015621105110095512
2018-10-26,0.013156781453591782
2018-10-29,-0.0002
2018-10-30,0.0
2018-10-31,0.00010891948742086655
2018-11-01,0.00021842029287877374
2018-11-02,0.0
2018-11-05,0.00010948875305527572
2018-11-06,0.0
2018-11-07,0.00010947676658057404
2018-11-08,0.00010926319012827257
2018-11-09,0.00021880486184211456
2018-11-12,-0.00010922735351193147
2018-11-13,0.00010923928543005168
2018-11-14,-0.00010922735351193147
2018-11-15,0.0003275163077927079
2018-11-16,0.00010920351949650353
2018-11-19,-0.00010919159538991252
2018-11-20,0.0002190114865177062
2018-11-21,0.0002179563390345418
2018-11-23,0.0
2018-11-26,0.00010935721120186592
2018-11-27,0.0
2018-11-28,-0.0030211628097146725
2018-11-29,-0.0005735119413380341
2018-11-30,0.016320052093931725
2018-12-03,-0.0030546623794213135
2018-12-04,-0.016928055763007266
2018-12-06,-0.0017462165308499422
2018-12-07,-0.0010641920653839954
2018-12-10,-9.043290071610849e-05
2018-12-11,-0.00010955509564991583
2018-12-12,0.00021893297340858098
2018-12-13,0.00010924134501233418
2018-12-14,0.00010912883307478971
2018-12-17,0.00010931806246161635
2018-12-18,0.0
2018-12-19,-0.00010970834373680294
2018-12-20,0.00021903848741544607
2018-12-21,0.00021878942684017133
2018-12-24,0.00010927025963103354
2018-12-26,-0.00010925832094588195
2018-12-27,0.0003283134019822498
2018-12-28,0.00010913390488953567
2018-12-31,0.00010982536059489512
2019-01-02,-0.00010981330030968017
2019-01-03,0.00032816983321426463
2019-01-04,0.00010948798796239778
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.00010937556495638212
2019-01-11,0.0002181246522132696
2019-01-14,-0.00010903854211252728
2019-01-15,0.00021870335420448583
2019-01-16,0.00010912698113907382
2019-01-17,0.00021833052933351027
2019-01-18,0.0
2019-01-22,0.00010959305549351761
2019-01-23,0.0
2019-01-24,0.00032783999802510344
2019-01-25,-0.00011014702923028974
2019-01-28,0.00011015916293488637
2019-01-29,0.0061100834286198285
2019-01-30,-0.0002918490723368139
2019-01-31,0.0009507275132276671
2019-02-01,4.130524576639871e-05
2019-02-04,0.0017226528854434875
2019-02-05,-0.0014293298484909789
2019-02-06,-0.006626308900523514
2019-02-07,-0.005367686527106841
2019-02-08,0.002639719529800022
2019-02-11,0.0064712913729854105
2019-02-12,0.003296569126205684
2019-02-13,-0.004381694255111923
2019-02-14,0.007156216963486894
2019-02-15,-0.003257722007721897
2019-02-19,-0.00012045773940971838
2019-02-20,-0.0025643080375030713
2019-02-21,0.0023321270607157274
2019-02-22,0.005635041163775778
2019-02-25,-0.0016760445348976694
2019-02-26,-0.0028355765006589095
2019-02-27,-0.0009588876902791865
2019-02-28,0.006808987863980542
2019-03-01,0.003937634237530796
2019-03-04,0.0005190656817728456
2019-03-05,0.00035981289729347665
2019-03-06,-0.0016897328612810458
2019-03-07,-0.00782739181571157
2019-03-08,0.0026821636119802594
2019-03-11,0.0019629050995473296
2019-03-12,0.003712871287128827
2019-03-13,0.00011896264572919257
2019-03-14,0.0020234080539576205
2019-03-15,0.0007106478739784539
2019-03-18,0.00397278055304251
2019-03-19,-0.0011010184420588986
2019-03-20,-0.003195770535784792
2019-03-21,-0.005072576869049383
2019-03-22,-0.0013126491646778815
2019-03-25,0.007006090521874064
2019-03-26,0.00027666890636735
2019-03-27,0.0022237223523804417
2019-03-28,0.00573621330801477
2019-03-29,0.007388775349787657
2019-04-01,0.0005439428082989473
2019-04-02,0.004699759185893049
2019-04-03,0.0008916456677652285
2019-04-04,0.002436383324309732
2019-04-05,-0.0015013858946719694
2019-04-08,-0.0037690858043921693
2019-04-09,0.0015850923992886123
2019-04-10,0.0018879556137780806
2019-04-11,0.006127403753516392
2019-04-12,0.00019138755980874222
2019-04-15,0.003332439575592705
2019-04-16,0.004210687490430187
2019-04-17,0.002148804727370335
2019-04-18,-0.002949061662198549
2019-04-22,0.0012626262626262985
2019-04-23,-0.0002655035084392354
2019-04-24,-0.0003420882587706897
