date,NOVA30,SPY,QQQ,IWM,DIA,GLD
2016-03-01,-0.0014029143493170526,0.0015781992768655107,0.0026667963550732533,-0.0031450261780104015,0.0008142722596535592,0.00310033003300334
2016-03-02,3.962301712399094e-05,-0.0019709563164107768,-0.0025531819111930475,0.0026050490883591016,-0.001429122984599762,0.0011500970382245291
2016-03-03,0.00027678769857673055,-0.0013754334410813972,-0.001018665575112565,0.001721844971172426,-0.0013533193973904955,-0.0013583650504716215
2016-03-04,-6.674656073464272e-05,-0.0002,-9.780275932560461e-05,-0.0008361323155217313,-0.0004152852529602178,-0.00011704686851923257
2016-03-07,-0.0010916969550395668,0.00097048048223789,-0.0007144032921811092,0.003585887054369441,0.00022906178489698909,-0.0006125412541253759
2016-03-08,-0.0006696045776978909,0.0013346476212961812,-0.003404796857231518,0.003437530758532237,-0.001061697544161988,0.0010423389100545411
2016-03-09,-0.00018952221703178997,-0.0013185023841762122,-0.0016444903012793554,0.0014049646907767555,-0.000630477830391851,0.0011361169102296121
2016-03-10,-0.0004248236350047561,-0.0003762632197415126,-0.001230609089972101,-0.0004153547970281666,-0.00012828970957314817,0.002274634991338709
2016-03-11,-0.0011505884430350831,0.000668357068426473,-0.0017236160487557272,0.001278508818248958,0.0002250194800594631,0.003304672897196248
2016-03-14,-0.0004420900219213263,0.0009568049048527041,-0.001009552722121021,0.0013834476934445395,-0.001683155590084051,0.0005629058235144593
2016-03-15,2.6583018635428974e-05,-0.0011288824383164585,-9.872392140988212e-05,0.00022923060414201685,-0.0011898190045249945,5.527966693217329e-05
2016-03-16,-9.049516587220624e-05,-0.0007185825410545242,-0.000902247191011307,-9.332195434177387e-05,-0.0012534447643794077,0.0014200722801480437
2016-03-17,-0.0012196826701078576,0.001401830663615522,0.0013048154093098009,0.0032544122265256493,-0.0020786529362649907,0.00021600798735330623
2016-03-18,0.0001475645720148579,-0.0006013531334211562,-9.973932223785714e-05,-0.0003040474456353024,-0.0010321198252548846,-0.0007005631335250893
2016-03-21,-0.0004361214928426182,0.00020119211370948093,0.001300900540324146,-0.0007214851898205364,0.0,-0.0002
2016-03-22,-0.0004466370968155829,8.666437335167493e-05,0.0003980861244019309,-0.0002,-6.112075550304113e-05,9.555741827349697e-06
2016-03-23,-0.000778912024687428,-2.6939717334828304e-05,-0.0008029544769368122,0.002454773282361633,-0.00013025040106020552,0.0003999314364073527
2016-03-24,-0.0006764360138421076,0.0004353607116040827,-9.958831207959023e-05,-0.0006246735322221973,0.0004976906439684072,0.0011733905579398352
2016-03-28,-0.00046585733567967565,0.00026130780763453673,0.000201929260450129,-0.0002,8.870013228445996e-06,5.717959708526638e-05
2016-03-29,-0.0005736352927906416,0.00031469747226340347,0.0003941770647652778,0.0027995862639635717,7.79940430837306e-06,-0.0026480837413474178
2016-03-30,0.00028458303693568176,-0.0014503552145496367,-0.0018709258895223345,0.0030884595622239,-0.0013703152967093012,-0.001819778346121037
2016-03-31,0.001639088578972681,-0.0013965811965812812,-0.001677104874445967,-0.00358114754098362,-0.0013034482758620624,-0.0022371610069904734
2016-04-01,-0.00029447548316159357,-2.9931972789021098e-05,0.0005812499999999556,-9.762489762501475e-05,7.455556318201068e-05,-0.001055871276959963
2016-04-04,-0.00027980300818594803,0.00048267152121981313,9.4059988237505e-05,-0.0009220216606499408,0.00014430519212236276,-0.0
2016-04-05,0.0014838844582442114,-0.0018626533654396925,-0.002370695609274742,-0.0022844189682126536,-0.0022764119601327514,-0.0006252423881612177
2016-04-06,-0.0008374601452423079,0.0011651877133105116,0.0011641235506187676,0.0004198987498706732,-0.0013034482758620624,0.0007415389882736491
2016-04-07,-0.0005704928378900574,3.004370830448372e-05,-0.0001012540732695742,0.0018977554017200805,7.831895352070645e-05,-0.0010523998008254098
2016-04-08,-0.002542573496703149,0.002732551319648091,0.002971142602318877,0.0035664783427495684,0.0026547556050688704,-0.0012120603862696643
2016-04-11,0.0012598470930645924,-0.001978950992769479,-0.0024749752720078177,-0.0019747155235411372,-0.0020039270103378247,0.0001333333333332966
2016-04-12,-0.0001917575521250157,-0.00105338795016221,0.0005860090391039743,-0.0003034233116143923,-0.0008195360363461244,0.000549126019643831
2016-04-13,0.0005085409434261391,-0.00025636660842112116,-0.0015572467280659196,-0.001009552722121021,-0.0006769367036862038,-0.0010426019548364306
2016-04-14,-0.0006885305308790722,0.0004760182524928604,0.00038212865043161257,0.0006103727714748876,4.1927579635727145e-06,-3.0059777967572475e-05
2016-04-15,-0.0004777493518959506,0.00019483332393253078,0.00048080140050563733,-0.0010084891359272373,0.0004133714986710226,0.0003082296722977997
