cadence,mom_lb,top_k,filters,is_sharpe,is_cagr,is_vol,is_mdd,is_n
3,5,3,"QEND,SNTA",0.3478192801517729,0.031222232572907016,0.10398514427371243,-0.17944389168400687,2218
3,5,3,"QEND,ONSN",0.45432691408838627,0.09255788010328736,0.2851543648320105,-0.3400242444823376,2218
3,5,3,"SNTA,ONSN",0.4635787817915015,0.09321320117935206,0.27391410921446707,-0.3398246871304178,2218
3,5,3,"TOM,FOMC,OPEX",0.08751570068331203,-0.029366606303797838,0.3442996093185565,-0.5305590913970786,2218
3,5,3,"TOM,FOMC,QEND",-0.07685233585905835,-0.056601925709713674,0.2716081158087596,-0.5979291782787768,2218
3,5,3,"TOM,FOMC,SNTA",-0.041171733395728084,-0.047571918881628816,0.27214707819382133,-0.5799496731631086,2218
3,5,3,"TOM,FOMC,ONSN",0.12528517625698546,-0.014314261671777406,0.33369452286773765,-0.5892535909487305,2218
3,5,3,"TOM,OPEX,QEND",0.1373336165475835,-0.01002283285254768,0.3321261486504422,-0.523645952818852,2218
3,5,3,"TOM,OPEX,SNTA",0.17111848335129726,0.001189532126936843,0.3318812596006093,-0.5127481983803123,2218
3,5,3,"TOM,OPEX,ONSN",0.22331014480038286,0.01448462685352303,0.3641531673342249,-0.4221776142458109,2218
3,5,3,"TOM,QEND,SNTA",0.08173286520818589,-0.009747152249358293,0.24156293012673066,-0.5577701862292386,2218
3,5,3,"TOM,QEND,ONSN",0.3196157352966833,0.0519571740817002,0.3181572209562255,-0.40647861885109615,2218
3,5,3,"TOM,SNTA,ONSN",0.3205037068898719,0.052253073919666715,0.3176617415237143,-0.4064786188510958,2218
3,5,3,"FOMC,OPEX,QEND",0.21965554342397173,0.02170010757349372,0.2873190165595888,-0.3710649932398572,2218
3,5,3,"FOMC,OPEX,SNTA",0.17192141451221313,0.009160617185137498,0.2750265239953087,-0.4050463061945292,2218
3,5,3,"FOMC,OPEX,ONSN",0.2522184831924674,0.02750974536803996,0.34180911310409606,-0.47009885458437906,2218
3,5,3,"FOMC,QEND,SNTA",0.1738377455261997,0.014823202229367949,0.19386844856404659,-0.35821298363468,2218
3,5,3,"FOMC,QEND,ONSN",0.2795337911745191,0.03893591787325379,0.3075591429612002,-0.4226597922991955,2218
3,5,3,"FOMC,SNTA,ONSN",0.27125300641738187,0.03664320951472044,0.29779265419952766,-0.38042194011687525,2218
3,5,3,"OPEX,QEND,SNTA",0.2693696761007461,0.036580025438767816,0.25115588404819317,-0.380376936386174,2218
3,5,3,"OPEX,QEND,ONSN",0.31745155015024684,0.05088141491335052,0.33615388577385996,-0.4219820107989848,2218
3,5,3,"OPEX,SNTA,ONSN",0.3162363313842771,0.05063510659326065,0.3266761130200491,-0.4605888554298271,2218
3,5,3,"QEND,SNTA,ONSN",0.45432691408838627,0.09255788010328736,0.2851543648320105,-0.3400242444823376,2218
3,5,3,"TOM,FOMC,OPEX,QEND,SNTA,ONSN",0.13796852928992426,-0.0188049644037922,0.3735409471338203,-0.4519892343802274,2218
3,5,4,TOM,0.04516057266439368,-0.015527567554483812,0.2261248267206535,-0.4698677571496027,2218
3,5,4,FOMC,0.023698651576686956,-0.009274356027544894,0.16070716345545322,-0.2930755695146794,2218
3,5,4,OPEX,0.06539025396456197,-0.009564290251420915,0.2179165331490618,-0.39005003266314886,2218
3,5,4,QEND,0.02436611042986223,-0.0025374766218825284,0.0994038403676021,-0.26141464231133094,2218
3,5,4,SNTA,0.12290358201522504,0.00519506286617899,0.05406755775242642,-0.12721467104491957,2218
3,5,4,ONSN,0.5277906319721228,0.1064773553738454,0.2527443224499069,-0.30730056019778673,2218
3,5,4,"TOM,FOMC",-0.0805206101672003,-0.053748689002366845,0.260119721858233,-0.4952826716581561,2218
3,5,4,"TOM,OPEX",0.09085687821298578,-0.020969635216905425,0.31405853342249795,-0.4774599277543248,2218
3,5,4,"TOM,QEND",-0.01089600007190836,-0.028564602166786468,0.22882872002714608,-0.5139669816680719,2218
3,5,4,"TOM,SNTA",0.07168087984264487,-0.010049848990121069,0.22897889875151084,-0.4531168090519263,2218
3,5,4,"TOM,ONSN",0.3357431069463974,0.05685204087506812,0.2975776641062507,-0.3478747965147764,2218
3,5,4,"FOMC,OPEX",0.06786587688434834,-0.01593608002082625,0.25780994614397046,-0.42437989115701824,2218
3,5,4,"FOMC,QEND",0.04453198239568613,-0.009429814830429928,0.18760046603544725,-0.34615465772395104,2218
3,5,4,"FOMC,SNTA",0.011288659079923147,-0.012493469344233454,0.16889410068499053,-0.2986111574919559,2218
3,5,4,"FOMC,ONSN",0.29201063480767975,0.04304639143150135,0.2790404590889906,-0.33225345415636454,2218
3,5,4,"OPEX,QEND",0.06763889458432314,-0.012540740243251802,0.23950570894971063,-0.44172839048388324,2218
3,5,4,"OPEX,SNTA",0.05968071884551352,-0.01177385004234488,0.22402888883288596,-0.42232367547190175,2218
3,5,4,"OPEX,ONSN",0.33427403779453224,0.056574349938832924,0.30534712757600796,-0.45878352049110005,2218
3,5,4,"QEND,SNTA",0.16340914928524924,0.011529881397313035,0.10226938824063389,-0.18432274387781578,2218
3,5,4,"QEND,ONSN",0.4779037019035779,0.09549005933205312,0.26484366554830313,-0.3207662336823398,2218
3,5,4,"SNTA,ONSN",0.5277906319721228,0.1064773553738454,0.2527443224499069,-0.30730056019778673,2218
3,5,4,"TOM,FOMC,OPEX",-0.004098746937574396,-0.05455086320235103,0.3291294879053544,-0.5633904393168675,2218
3,5,4,"TOM,FOMC,QEND",-0.11720745226974104,-0.06328662753817871,0.2616519952960393,-0.5314409159313404,2218
3,5,4,"TOM,FOMC,SNTA",-0.07944825201103722,-0.05415610053982445,0.2621893984666586,-0.4938258992259952,2218
3,5,4,"TOM,FOMC,ONSN",0.11333353323410132,-0.014398212084495432,0.3155073437707072,-0.5015818583073083,2218
3,5,4,"TOM,OPEX,QEND",0.053505328599512486,-0.03289171431252158,0.3160149598878487,-0.4928748169453937,2218
3,5,4,"TOM,OPEX,SNTA",0.09396266181545934,-0.020391343680409846,0.3157789434394326,-0.4486600346289442,2218
3,5,4,"TOM,OPEX,ONSN",0.2099768637074795,0.01273803968444187,0.34339627612820506,-0.39659356445904126,2218
3,5,4,"TOM,QEND,SNTA",0.06474903715021027,-0.011784799202448792,0.22997147114032826,-0.4519329084809184,2218
3,5,4,"TOM,QEND,ONSN",0.32587429654087124,0.053770651177311946,0.29826642180958335,-0.3478747965147767,2218
3,5,4,"TOM,SNTA,ONSN",0.3357431069463974,0.05685204087506812,0.2975776641062507,-0.3478747965147764,2218
3,5,4,"FOMC,OPEX,QEND",0.08231285281697906,-0.01547544302376358,0.2753769569755358,-0.43180915445999823,2218
3,5,4,"FOMC,OPEX,SNTA",0.06318360348816063,-0.018131425006758572,0.26299680343010384,-0.4274567972419576,2218
3,5,4,"FOMC,OPEX,ONSN",0.24221088831087403,0.02592751370390256,0.3220081914886534,-0.47684874490825224,2218
3,5,4,"FOMC,QEND,SNTA",0.08389401113432444,-0.0021845686030423916,0.18855235453391614,-0.3128045880638469,2218
3,5,4,"FOMC,QEND,ONSN",0.27629155468088534,0.03837574875819327,0.2892259086100297,-0.34680719712135044,2218
3,5,4,"FOMC,SNTA,ONSN",0.29201063480767975,0.04304639143150135,0.2790404590889906,-0.33225345415636454,2218
3,5,4,"OPEX,QEND,SNTA",0.10133167689312897,-0.004641741039495884,0.2402584270498934,-0.4166467875560025,2218
3,5,4,"OPEX,QEND,ONSN",0.3048274840802203,0.04703376399344328,0.3154316187504977,-0.45799956508139106,2218
3,5,4,"OPEX,SNTA,ONSN",0.33427403779453224,0.056574349938832924,0.30534712757600796,-0.45878352049110005,2218
3,5,4,"QEND,SNTA,ONSN",0.4779037019035779,0.09549005933205312,0.26484366554830313,-0.3207662336823398,2218
3,5,4,"TOM,FOMC,OPEX,QEND,SNTA,ONSN",0.10404714345347686,-0.026142767627929997,0.35412129456371993,-0.4783820834371235,2218
3,5,5,TOM,0.059621776527901876,-0.011312435743643268,0.2200117485484261,-0.4797725809903435,2218
3,5,5,FOMC,0.0762686474631151,-0.0005329844661163818,0.15623263386522057,-0.3146694819174004,2218
3,5,5,OPEX,0.11120612073852586,0.001415371538251442,0.20798444509919467,-0.41145269346514257,2218
3,5,5,QEND,-0.062227009471339315,-0.010264880738639515,0.09423909224008985,-0.3067655832430699,2218
3,5,5,SNTA,0.042110401215340126,0.0008571584626504425,0.04925961647721638,-0.14675734264961482,2218
3,5,5,ONSN,0.49180119527253663,0.09272739291732712,0.2389829190073024,-0.29273245266011994,2218
3,5,5,"TOM,FOMC",-0.02465927609626202,-0.03783851914099057,0.2524836921992743,-0.478733802333305,2218
3,5,5,"TOM,OPEX",0.13290819366626305,-0.005953932017709107,0.30276491018846713,-0.4865284479750336,2218
3,5,5,"TOM,QEND",-0.013515206275480626,-0.027646302007519497,0.22239176753395046,-0.49693043782639434,2218
3,5,5,"TOM,SNTA",0.08228797940541313,-0.0067288978741569805,0.22259502768311662,-0.4559804333446199,2218
3,5,5,"TOM,ONSN",0.31651577791070723,0.050493805865038155,0.28555957911843105,-0.3715858296714116,2218
3,5,5,"FOMC,OPEX",0.10004189397561246,-0.006226777411848294,0.24776763681662053,-0.4546397494647021,2218
3,5,5,"FOMC,QEND",0.05130037864595578,-0.0073563939829310865,0.18126271462690066,-0.3382204962804042,2218
3,5,5,"FOMC,SNTA",0.034286827689998266,-0.007944443691326297,0.16323716642481795,-0.3227582582250116,2218
3,5,5,"FOMC,ONSN",0.28265515987844975,0.04014358334823287,0.265751242702886,-0.3204548489858112,2218
3,5,5,"OPEX,QEND",0.07220432970340866,-0.00963268672262585,0.22832927954733565,-0.4019608041090095,2218
3,5,5,"OPEX,SNTA",0.08179604706087609,-0.005377256299671007,0.21329423286948232,-0.4167670873179019,2218
3,5,5,"OPEX,ONSN",0.3576191355706181,0.06320841640638442,0.2904940810203881,-0.3920927294616088,2218
3,5,5,"QEND,SNTA",0.0842342110179569,0.003463136959492852,0.09695486801859786,-0.22627508782255823,2218
3,5,5,"QEND,ONSN",0.42651628265633973,0.07816182256564974,0.25105787814994107,-0.32720294952439266,2218
3,5,5,"SNTA,ONSN",0.49180119527253663,0.09272739291732712,0.2389829190073024,-0.29273245266011994,2218
3,5,5,"TOM,FOMC,OPEX",0.039264233551402225,-0.037744266476480215,0.31740233610529434,-0.5646254236991459,2218
3,5,5,"TOM,FOMC,QEND",-0.06880807240238664,-0.048931358485538534,0.2538588187774548,-0.4910252532253001,2218
3,5,5,"TOM,FOMC,SNTA",-0.02735940494385776,-0.039009478594151714,0.2543802362326256,-0.4601532242769675,2218
3,5,5,"TOM,FOMC,ONSN",0.114158537298237,-0.011835873388643225,0.30337327605917214,-0.5489005842480709,2218
