cadence,mom_lb,top_k,filters,is_sharpe,is_cagr,is_vol,is_mdd,is_n
3,3,3,TOM,0.054140834961887874,-0.016018196149205854,0.24023122005263808,-0.5253711728628974,2218
3,3,3,FOMC,-0.10710560222314737,-0.03145618157687269,0.16636559988079988,-0.33547163747911957,2218
3,3,3,OPEX,-0.13063327651116827,-0.05322762849404716,0.22475894981108782,-0.5599777928897574,2218
3,3,3,QEND,0.1222765167067155,0.007398407517269501,0.11248517755366676,-0.21132004624700484,2218
3,3,3,SNTA,-0.09974934521994973,-0.00947051375040342,0.0702294813652243,-0.18170498235450694,2218
3,3,3,ONSN,-0.05415932577645148,-0.05276943335145401,0.2781205089209651,-0.5549289962411408,2218
3,3,3,"TOM,FOMC",-0.020760222255396317,-0.04197504860313306,0.27146112477494416,-0.6263306833789635,2218
3,3,3,"TOM,OPEX",-0.037622851396064354,-0.06467142978756213,0.328962979283293,-0.6954344200782445,2218
3,3,3,"TOM,QEND",0.008696394755809585,-0.02770756055407886,0.24458438578537525,-0.5420287949701939,2218
3,3,3,"TOM,SNTA",0.09906959933386729,-0.005934203602809718,0.24435343469659368,-0.49410154594330524,2218
3,3,3,"TOM,ONSN",0.08454520263445596,-0.0243678961363456,0.3204055526837795,-0.6266076743254383,2218
3,3,3,"FOMC,OPEX",-0.1806594662742626,-0.0797618022104466,0.26441785230934134,-0.6558798648021247,2218
3,3,3,"FOMC,QEND",0.004423023378990854,-0.019059393570764138,0.19884107599713738,-0.4229410535953295,2218
3,3,3,"FOMC,SNTA",-0.17797832675204012,-0.047414481933990116,0.17996782258529695,-0.42995854242663345,2218
3,3,3,"FOMC,ONSN",-0.15663192149266159,-0.08901742239115007,0.3013859792475847,-0.6861112932945911,2218
3,3,3,"OPEX,QEND",-0.06434899163947583,-0.04676159667434043,0.25133545722503525,-0.5677779432079866,2218
3,3,3,"OPEX,SNTA",-0.18218500566830312,-0.06812301833844414,0.23500969751110726,-0.6164401179011059,2218
3,3,3,"OPEX,ONSN",-0.17552934786016713,-0.1052419939186362,0.326581000037168,-0.7847007978141455,2218
3,3,3,"QEND,SNTA",0.24646473448365086,0.022014422718919402,0.11574422679416112,-0.19040619454559027,2218
3,3,3,"QEND,ONSN",0.02248767519511352,-0.03523486556067723,0.28947167958989856,-0.514329561625984,2218
3,3,3,"SNTA,ONSN",-0.05415932577645148,-0.05276943335145401,0.2781205089209651,-0.5549289962411408,2218
3,3,3,"TOM,FOMC,OPEX",-0.08783343688875708,-0.08456576128749482,0.3404819524639978,-0.7319097571233706,2218
3,3,3,"TOM,FOMC,QEND",-0.039684177405553585,-0.047655428483592055,0.2740186532588635,-0.6397595085490783,2218
3,3,3,"TOM,FOMC,SNTA",0.002156968460215647,-0.03685783771796136,0.27473389529733117,-0.618419811143855,2218
3,3,3,"TOM,FOMC,ONSN",-0.053585890780223466,-0.07213884792164182,0.335654438683788,-0.7631017488941826,2218
3,3,3,"TOM,OPEX,QEND",-0.06773408926732502,-0.0750841441990614,0.3321577489423176,-0.7041623718921175,2218
3,3,3,"TOM,OPEX,SNTA",-0.016253608401028612,-0.05896433751667074,0.3316740742043005,-0.6875365828031778,2218
3,3,3,"TOM,OPEX,ONSN",-0.03300667931579514,-0.07548442733000293,0.3633123422202773,-0.7392931457853045,2218
3,3,3,"TOM,QEND,SNTA",0.07798862223747573,-0.011310189902010714,0.24594720628218145,-0.4829879460205394,2218
3,3,3,"TOM,QEND,ONSN",0.070717387845017,-0.028954122787534287,0.3215093096053285,-0.6266076743254388,2218
3,3,3,"TOM,SNTA,ONSN",0.08454520263445596,-0.0243678961363456,0.3204055526837795,-0.6266076743254383,2218
3,3,3,"FOMC,OPEX,QEND",-0.09953820057121453,-0.06741848123082539,0.2859753351825494,-0.6418859560214207,2218
3,3,3,"FOMC,OPEX,SNTA",-0.22411461468365085,-0.09423973494096938,0.2731809042982253,-0.700036324641034,2218
3,3,3,"FOMC,OPEX,ONSN",-0.18038701155297907,-0.11346320397636989,0.34122075674710955,-0.7940584780648356,2218
3,3,3,"FOMC,QEND,SNTA",0.05069892347179394,-0.010183677357345489,0.20016901087316336,-0.41306122527591527,2218
3,3,3,"FOMC,QEND,ONSN",-0.059486517214345065,-0.0651517493569348,0.3107367625758974,-0.6761089456184759,2218
3,3,3,"FOMC,SNTA,ONSN",-0.15663192149266159,-0.08901742239115007,0.3013859792475847,-0.6861112932945911,2218
3,3,3,"OPEX,QEND,SNTA",-0.02525425235540228,-0.03762810697616259,0.2523971454819668,-0.5299351044762446,2218
3,3,3,"OPEX,QEND,ONSN",-0.10360407137396895,-0.08785009146733147,0.3363116736646788,-0.7311954839564045,2218
3,3,3,"OPEX,SNTA,ONSN",-0.17552934786016713,-0.1052419939186362,0.326581000037168,-0.7847007978141455,2218
3,3,3,"QEND,SNTA,ONSN",0.02248767519511352,-0.03523486556067723,0.28947167958989856,-0.514329561625984,2218
3,3,3,"TOM,FOMC,OPEX,QEND,SNTA,ONSN",-0.07477977608333412,-0.09297905872430345,0.3719360584672204,-0.775346858212661,2218
3,3,4,TOM,-0.11286924270181052,-0.05087296951920317,0.22848405118572193,-0.5317393834803245,2218
3,3,4,FOMC,-0.1952481227109276,-0.045017152281725537,0.16477323508668013,-0.3659498484828445,2218
3,3,4,OPEX,-0.07838594815218898,-0.039700053874242025,0.2166494672920678,-0.5090584286335028,2218
3,3,4,QEND,-0.04109244905352602,-0.008835912228816523,0.09804566037315982,-0.2749945034724883,2218
3,3,4,SNTA,-0.16563858920660182,-0.013398115472344041,0.06745963283733082,-0.18508753725973248,2218
3,3,4,ONSN,0.014679459106936806,-0.030492823009927617,0.26236730769718136,-0.5291648261498363,2218
3,3,4,"TOM,FOMC",-0.22292357405831673,-0.08844057190518129,0.26073285119532963,-0.6540550353932599,2218
3,3,4,"TOM,OPEX",-0.12488085002732711,-0.08540986848434995,0.3148853423522218,-0.6783834422700352,2218
3,3,4,"TOM,QEND",-0.16766126293340838,-0.06386025831743491,0.23161637526207343,-0.5613503322792721,2218
3,3,4,"TOM,SNTA",-0.08479743358614847,-0.045857554748687246,0.2320996547933689,-0.52327329939889,2218
3,3,4,"TOM,ONSN",0.014135645909775408,-0.04085604840714496,0.30196123080646453,-0.5720167599167891,2218
3,3,4,"FOMC,OPEX",-0.17904408917457565,-0.0760324642588458,0.2562039079283962,-0.6280969201157504,2218
3,3,4,"FOMC,QEND",-0.17116115768920723,-0.04978423106747909,0.19039813738283215,-0.45038268574614604,2218
3,3,4,"FOMC,SNTA",-0.2733371874326725,-0.062390675043221044,0.1770424041016722,-0.4592541100537114,2218
3,3,4,"FOMC,ONSN",-0.14506413997550135,-0.07963454463895492,0.2860540926255801,-0.6200444257578162,2218
3,3,4,"OPEX,QEND",-0.092015510441225,-0.04901060856266359,0.23779324433484475,-0.5380999805567459,2218
3,3,4,"OPEX,SNTA",-0.14331335233955889,-0.05642118073319291,0.2261308542436903,-0.57670071112124,2218
3,3,4,"OPEX,ONSN",-0.032256528651048534,-0.05665441722037656,0.30945428629774924,-0.6613313405369433,2218
3,3,4,"QEND,SNTA",0.06584030480018152,0.0014902950796080727,0.101654887010233,-0.2261464105357347,2218
3,3,4,"QEND,ONSN",0.029288466894360245,-0.028527601453418927,0.269985856026988,-0.5147906181301617,2218
3,3,4,"SNTA,ONSN",0.014679459106936806,-0.030492823009927617,0.26236730769718136,-0.5291648261498363,2218
3,3,4,"TOM,FOMC,OPEX",-0.2042522458953311,-0.11348235521001315,0.3263323112705752,-0.7354731235189069,2218
3,3,4,"TOM,FOMC,QEND",-0.2528329034002127,-0.09644263729803038,0.26269376128578614,-0.6742296231533887,2218
3,3,4,"TOM,FOMC,SNTA",-0.2082790658425339,-0.0860414809088671,0.2632524524277341,-0.6513160058989738,2218
3,3,4,"TOM,FOMC,ONSN",-0.16540407465768323,-0.09832263774206695,0.3175091242468413,-0.7276556626404043,2218
3,3,4,"TOM,OPEX,QEND",-0.16242156390167234,-0.09715737949900016,0.31717033819999196,-0.696458464851053,2218
3,3,4,"TOM,OPEX,SNTA",-0.11115702056654453,-0.08227419917855638,0.31697785486659,-0.6685474628215866,2218
3,3,4,"TOM,OPEX,ONSN",-0.019399387780920825,-0.06404244295764794,0.34370721208942384,-0.6592059030976987,2218
3,3,4,"TOM,QEND,SNTA",-0.10857754795380654,-0.05142803445464361,0.2330728978260261,-0.5211676079609749,2218
3,3,4,"TOM,QEND,ONSN",0.0006279401095768932,-0.04496101658861129,0.30264682405700133,-0.5720167599167905,2218
3,3,4,"TOM,SNTA,ONSN",0.014135645909775408,-0.04085604840714496,0.30196123080646453,-0.5720167599167891,2218
3,3,4,"FOMC,OPEX,QEND",-0.16827456049215586,-0.08038411199166284,0.2733916304443503,-0.6515579865188962,2218
3,3,4,"FOMC,OPEX,SNTA",-0.23195464245804942,-0.09212095665230102,0.26426326960801644,-0.6805996812612074,2218
3,3,4,"FOMC,OPEX,ONSN",-0.07579338799657336,-0.07479720306083115,0.32419580937179227,-0.6900834549955868,2218
3,3,4,"FOMC,QEND,SNTA",-0.13193103886418983,-0.042960340841764255,0.19137848613227848,-0.4235108769344944,2218
3,3,4,"FOMC,QEND,ONSN",-0.11089091362258416,-0.07289459871269333,0.29225417170541396,-0.6196377545708331,2218
3,3,4,"FOMC,SNTA,ONSN",-0.14506413997550135,-0.07963454463895492,0.2860540926255801,-0.6200444257578162,2218
3,3,4,"OPEX,QEND,SNTA",-0.05880378370963246,-0.04169177671054103,0.23857975340336696,-0.5058563256329878,2218
3,3,4,"OPEX,QEND,ONSN",-0.017138090597351247,-0.05425841752357563,0.3159388126613179,-0.6300351607031361,2218
3,3,4,"OPEX,SNTA,ONSN",-0.032256528651048534,-0.05665441722037656,0.30945428629774924,-0.6613313405369433,2218
3,3,4,"QEND,SNTA,ONSN",0.029288466894360245,-0.028527601453418927,0.269985856026988,-0.5147906181301617,2218
3,3,4,"TOM,FOMC,OPEX,QEND,SNTA,ONSN",-0.0927132123570888,-0.09094972441405336,0.3523391630463627,-0.7163505171618598,2218
3,3,5,TOM,0.012073951930880056,-0.020736573846381945,0.21580587759825637,-0.44803982676252463,2218
3,3,5,FOMC,-0.1606041583750145,-0.0366937056422032,0.1556283197685678,-0.36126531161267705,2218
3,3,5,OPEX,-0.06332236509049176,-0.03388429364754386,0.20650392880527313,-0.5099503299706448,2218
3,3,5,QEND,0.1535926358149939,0.009653488698684098,0.08781660831780057,-0.21325679464156122,2218
3,3,5,SNTA,-0.009887333232538478,-0.0024030919264689254,0.05980785790135715,-0.17400300679978375,2218
3,3,5,ONSN,0.11040238904603838,-0.0031853231168217366,0.24411709200494328,-0.4590331577112582,2218
3,3,5,"TOM,FOMC",-0.07940006432804354,-0.049480611332064384,0.24759764761699332,-0.4963544317400893,2218
3,3,5,"TOM,OPEX",-0.02549018292655246,-0.05120817020157564,0.29868531754371286,-0.5516428395215094,2218
3,3,5,"TOM,QEND",-0.045591179998614915,-0.03355143035882069,0.21853708566666735,-0.4889687445243647,2218
3,3,5,"TOM,SNTA",0.05410700273949571,-0.012280649000250277,0.21868033038173507,-0.4644568722644562,2218
3,3,5,"TOM,ONSN",0.14768473705167573,0.0012586049222509388,0.2840972990439271,-0.4646950436550604,2218
3,3,5,"FOMC,OPEX",-0.19802051715817648,-0.07544113202519909,0.2439516672081376,-0.592417911293767,2218
3,3,5,"FOMC,QEND",-0.04260031016909681,-0.02334654792914459,0.1775424967115653,-0.3418224296435496,2218
3,3,5,"FOMC,SNTA",-0.2041438424774356,-0.04691853508278265,0.16621993144892905,-0.399904578116799,2218
3,3,5,"FOMC,ONSN",-0.06624337192187955,-0.052799480135648724,0.2681959348793907,-0.5126720911979337,2218
3,3,5,"OPEX,QEND",-0.002647663002963465,-0.025537067700938332,0.22439729635923214,-0.44128640400609154,2218
3,3,5,"OPEX,SNTA",-0.10004065131115161,-0.043618176651887164,0.21460457225023388,-0.5168971288362127,2218
3,3,5,"OPEX,ONSN",0.043134871304446785,-0.029444062199920462,0.28974476479480826,-0.5518917452936009,2218
3,3,5,"QEND,SNTA",0.29012551319442725,0.02236192089936373,0.09038715128315994,-0.17504674799792597,2218
3,3,5,"QEND,ONSN",0.15861514619407516,0.008008404973882,0.25088399762499763,-0.4450730460883281,2218
3,3,5,"SNTA,ONSN",0.11040238904603838,-0.0031853231168217366,0.24411709200494328,-0.4590331577112582,2218
3,3,5,"TOM,FOMC,OPEX",-0.12290554413852622,-0.08335027956414065,0.3108100847360818,-0.6215804932233129,2218
3,3,5,"TOM,FOMC,QEND",-0.10624192350849057,-0.056356817678864135,0.2493092178262001,-0.5205494730396345,2218
3,3,5,"TOM,FOMC,SNTA",-0.06533313134829671,-0.04682527056187624,0.24979000102396345,-0.5118675928281506,2218
3,3,5,"TOM,FOMC,ONSN",-0.042063475250643564,-0.05647319523180572,0.2999776880317565,-0.611151825460925,2218
3,3,5,"TOM,OPEX,QEND",-0.06410215357231737,-0.06277474939177152,0.3006702387965657,-0.5835332975857535,2218
3,3,5,"TOM,OPEX,SNTA",-0.012407299787307322,-0.0480392964612949,0.3005070456080476,-0.5755984155491851,2218
3,3,5,"TOM,OPEX,ONSN",0.09325667615097058,-0.0224601042546263,0.3241656256049392,-0.5390111768835226,2218
3,3,5,"TOM,QEND,SNTA",0.02702970435308911,-0.018269893626426614,0.21950090939959144,-0.4641378492535052,2218
3,3,5,"TOM,QEND,ONSN",0.13244310018640887,-0.0031592471118103704,0.28468398604182626,-0.4646950436550604,2218
3,3,5,"TOM,SNTA,ONSN",0.14768473705167573,0.0012586049222509388,0.2840972990439271,-0.4646950436550604,2218
3,3,5,"FOMC,OPEX,QEND",-0.11821623588408198,-0.06233350201631971,0.2584934357751811,-0.5556000379016768,2218
3,3,5,"FOMC,OPEX,SNTA",-0.22604059722823108,-0.08475631838675057,0.2508412205916314,-0.6269632948677637,2218
3,3,5,"FOMC,OPEX,ONSN",-0.026571377854919576,-0.05370874471155296,0.3050415055876348,-0.5751245860891951,2218
3,3,5,"FOMC,QEND,SNTA",-0.00731766729003078,-0.017360485211113108,0.17838128319698526,-0.3356050669706456,2218
3,3,5,"FOMC,QEND,ONSN",0.0009709941843607915,-0.03698789787987666,0.2736629758315972,-0.4903448816561513,2218
3,3,5,"FOMC,SNTA,ONSN",-0.06624337192187955,-0.052799480135648724,0.2681959348793907,-0.5126720911979337,2218
3,3,5,"OPEX,QEND,SNTA",0.02617589471226508,-0.019341347785425955,0.22505950350247508,-0.41513018872232044,2218
3,3,5,"OPEX,QEND,ONSN",0.08761082173725368,-0.018009513150923917,0.29546979015510616,-0.535028340185727,2218
3,3,5,"OPEX,SNTA,ONSN",0.043134871304446785,-0.029444062199920462,0.28974476479480826,-0.5518917452936009,2218
3,3,5,"QEND,SNTA,ONSN",0.15861514619407516,0.008008404973882,0.25088399762499763,-0.4450730460883281,2218
3,3,5,"TOM,FOMC,OPEX,QEND,SNTA,ONSN",0.0004047245690917469,-0.054467980217319134,0.3333578395107235,-0.5548644669916076,2218
3,5,3,TOM,0.06261303597723011,-0.013708884853467329,0.2381283701983718,-0.5873917968936806,2218
3,5,3,FOMC,0.01620563999211646,-0.011192009999897334,0.1659311251225919,-0.2782036992362614,2218
3,5,3,OPEX,0.16161805928077355,0.010670647732160088,0.22915819385424152,-0.4139788601989194,2218
3,5,3,QEND,0.23042817320977546,0.018298748550960253,0.10084755992766171,-0.23808862692813793,2218
3,5,3,SNTA,0.2810204644471251,0.013906763147340628,0.05440258747094816,-0.09943800139029257,2218
3,5,3,ONSN,0.4635787817915015,0.09321320117935206,0.27391410921446707,-0.3398246871304178,2218
3,5,3,"TOM,FOMC",-0.04071580390433586,-0.04694503262637528,0.27043978536305735,-0.5765627612717937,2218
3,5,3,"TOM,OPEX",0.16922216310511537,0.0007884257697134966,0.33047796849038136,-0.520155726236743,2218
3,5,3,"TOM,QEND",0.014714656546687674,-0.025396895598676195,0.24040070991584037,-0.5950687369209182,2218
3,5,3,"TOM,SNTA",0.0834730024850603,-0.009170690586646102,0.24054420065959953,-0.5680616006272607,2218
3,5,3,"TOM,ONSN",0.3205037068898719,0.052253073919666715,0.3176617415237143,-0.4064786188510958,2218
3,5,3,"FOMC,OPEX",0.14212225740419618,0.0015752291119686124,0.27003689523446495,-0.37780352596906464,2218
3,5,3,"FOMC,QEND",0.13908532264705076,0.008065145092279291,0.19280273320488284,-0.3839532381708465,2218
3,5,3,"FOMC,SNTA",0.06056030187032716,-0.0047575268173256635,0.17393079070491277,-0.3011099207545882,2218
3,5,3,"FOMC,ONSN",0.27125300641738187,0.03664320951472044,0.29779265419952766,-0.38042194011687525,2218
3,5,3,"OPEX,QEND",0.24002727341395702,0.028977102515013398,0.25033180350430634,-0.40704550905108094,2218
3,5,3,"OPEX,SNTA",0.19547818214195584,0.018324919577527687,0.23501752449363233,-0.4393571550225519,2218
3,5,3,"OPEX,ONSN",0.3162363313842771,0.05063510659326065,0.3266761130200491,-0.4605888554298271,2218
