Date,bondxs_carry,bondxs_mom6,bondxs_mom3,bondxs_creditmr,bondxs_carry_lo,tsmom_GLD,tsmom_DBC,tsmom_USO,tsmom_UUP,tsmom_UDN,tsmom_TLT,tsmom_IEF,tsmom_VNQ,tsmom_EEM,tsmom_EFA,tsmom_SLV,tsmom_HYG,volcarry_svxy,volhedge_vixy,credit_hy,credit_ig,credit_jnk,credit_em
2010-03-11,0.0,0.0,0.0,0.0,-0.00040761042755607023,,,,,,,,,,,,,,,-0.0012571441442739751,0.0001344277594390736,0.0003788536571748334,0.002013644325665872
2010-03-12,0.0,0.0,0.0,0.0,-0.001939933186230116,,,,,,,,,,,,,,,0.0008659098734286981,0.0011758636070914512,0.002566144102805929,0.006883644878706814
2010-03-15,0.0,0.0,0.0,0.0,0.00022948913500773965,,,,,,,,,,,,,,,-0.0011331234176975569,-0.0001890291860672244,-0.004132346434916598,0.0017318901126806008
2010-03-16,0.0,0.0,0.0,0.0,-0.0032242895264549434,,,,,,,,,,,,,,,0.005026137549463801,0.0023587933429232754,0.004038102838002452,0.0013133347206060824
2010-03-17,0.0,0.0,0.0,0.0,-0.0014379707216131963,,,,,,,,,,,,,,,0.0005038676391057423,0.002951267389185749,0.0008157505630029334,0.004101152485010857
2010-03-18,0.0,0.0,0.0,0.0,0.0013187027122541924,,,,,,,,,,,,,,,0.00036675959948991943,-0.00041061725025767727,0.003495310505760172,-0.0025399406156629964
2010-03-19,0.0,0.0,0.0,0.0,0.0005190644824573686,,,,,,,,,,,,,,,-0.005789793855432122,2.8267089746444006e-05,-0.003768252572986823,0.0029623436115453977
2010-03-22,0.0,0.0,0.0,0.0,-0.0013118176837510253,,,,,,,,,,,,,,,0.006837492136107036,-0.0003597677259337367,0.003853024022370485,-0.0021897251608343966
2010-03-23,0.0,0.0,0.0,0.0,0.0009345076117087243,,,,,,,,,,,,,,,-0.0014130538118299258,0.0005782692215335506,-0.0015381536658167774,0.00016861608845883288
2010-03-24,0.0,0.0,0.0,0.0,0.006495381601602632,,,,,,,,,,,,,,,-0.006634003482389543,-0.0015323738272677925,-0.00592836400538071,-0.0022429109023431922
