Date,rolling_3y_sharpe
2002-03-13,0.2736794240825496
2002-03-14,0.274430572951099
2002-03-15,0.28067622941748055
2002-03-18,0.2800174930847977
2002-03-19,0.2798930258287224
2002-03-20,0.2751830217687791
2002-03-21,0.2752746138160152
2002-03-22,0.27514750313006364
2002-03-25,0.2704016947523349
2002-03-26,0.27032237614918925
2002-03-27,0.27155462302816635
2002-03-28,0.2671124554612713
2002-04-01,0.2660002822329738
2002-04-02,0.26812299017261176
2002-04-03,0.25944854049615873
2002-04-04,0.2619655291416155
2002-04-05,0.26334772597151035
2002-04-08,0.26327007373033023
2002-04-09,0.2638486603503286
2002-04-10,0.26484945194573
2002-04-11,0.25013177806813897
2002-04-12,0.24997507386254925
2002-04-15,0.24869576707101088
2002-04-16,0.31416052293911667
2002-04-17,0.32307019322439745
2002-04-18,0.3228005295157057
2002-04-19,0.31652810792033376
2002-04-22,0.2665025856467123
2002-04-23,0.2501942333868327
2002-04-24,0.22891135857875256
2002-04-25,0.19746746014252758
2002-04-26,0.184749600046994
2002-04-29,0.15554638467438972
2002-04-30,0.1940394468204233
2002-05-01,0.21609031121776617
2002-05-02,0.24764004180321403
2002-05-03,0.2297665226943489
2002-05-06,0.15502933851867295
2002-05-07,0.14056382788040997
2002-05-08,0.2143495460715601
2002-05-09,0.18371674033954147
2002-05-10,0.157011804939834
2002-05-13,0.19232673981515086
2002-05-14,0.22168811352231832
2002-05-15,0.21117552191245662
2002-05-16,0.2318166008099679
2002-05-17,0.23943762777860234
2002-05-20,0.20942126151305485
2002-05-21,0.19326789958774765
2002-05-22,0.19624808381455439
2002-05-23,0.21378454094425373
2002-05-24,0.20041609752103315
2002-05-28,0.17991200698468868
2002-05-29,0.17912507740965242
2002-05-30,0.17247401628869877
2002-05-31,0.17298010940574068
2002-06-03,0.14169234420278148
2002-06-04,0.13125959692293016
2002-06-05,0.14576073098720152
2002-06-06,0.1131219645589017
2002-06-07,0.1176943512120712
2002-06-10,0.1253802067151282
2002-06-11,0.10032099763884574
2002-06-12,0.109609298380697
2002-06-13,0.07737826226899498
2002-06-14,0.09102818342137144
2002-06-17,0.14902940387583022
2002-06-18,0.15142940167314378
2002-06-19,0.1405863145568781
2002-06-20,0.11795708540165319
2002-06-21,0.10562120299838341
2002-06-24,0.10860018083827158
2002-06-25,0.09649176877601323
2002-06-26,0.08556633162708005
2002-06-27,0.10423741541750242
2002-06-28,0.12550108858297115
2002-07-01,0.10414401704588919
2002-07-02,0.08256836458973987
2002-07-03,0.06649183006350978
2002-07-05,0.09831445307161975
2002-07-08,0.08701438382660655
2002-07-09,0.05801073925609362
2002-07-10,0.028864389534655407
2002-07-11,0.039367741312502494
2002-07-12,0.02155091437684079
2002-07-15,0.01757400145895889
2002-07-16,0.018038590086245258
2002-07-17,0.01986752946174312
2002-07-18,0.014131394169220287
2002-07-19,0.01076887290050503
2002-07-22,0.006954079322663999
2002-07-23,0.011937931704496207
2002-07-24,0.030216647476019074
2002-07-25,0.027305360688989325
2002-07-26,0.03983340200537408
2002-07-29,0.03896508477593344
2002-07-30,0.049410391036449564
2002-07-31,0.049527933942220055
2002-08-01,0.04885279418920754
2002-08-02,0.057117646511009174
2002-08-05,0.05960390887940453
2002-08-06,0.05966523895747335
2002-08-07,0.05966523895747335
2002-08-08,0.05966523895747335
2002-08-09,0.05966523895747335
2002-08-12,0.05966523895747335
2002-08-13,0.05966523895747335
2002-08-14,0.05966523895747335
2002-08-15,0.05966523895747335
2002-08-16,0.05966523895747335
2002-08-19,0.05966523895747335
2002-08-20,0.05966523895747335
2002-08-21,0.05966523895747335
2002-08-22,0.05966523895747335
2002-08-23,0.05966523895747335
2002-08-26,0.05966523895747335
2002-08-27,0.05743485847985017
2002-08-28,0.05608324679852254
2002-08-29,0.04678090283362933
2002-08-30,0.0532611725121061
2002-09-03,0.05674505972235538
2002-09-04,0.06370134541583329
2002-09-05,0.05928736243406549
2002-09-06,0.05652831198237759
2002-09-09,0.05829754453191362
2002-09-10,0.03920834703295789
2002-09-11,0.04014038478247624
2002-09-12,0.04476668227032214
2002-09-13,0.0023742826217293847
2002-09-16,-0.040098744338767804
2002-09-17,0.010354564519425445
2002-09-18,-0.021190019182788605
2002-09-19,0.0583343472698429
2002-09-20,0.06870650150754717
2002-09-23,-0.02978354984305373
