Date,SL_DUALBEAR,SL_REGIME,SL_CALENDAR,SL_VRP,SL_DISPERSION,SL_CPPI
1999-08-03,0.0,-0.003210175169991414,0.0,0.0,0.0,0.0
1999-08-04,0.0,-0.009090931458057687,0.0,0.0,0.0,0.0
1999-08-05,0.0,0.007850685889698823,0.0,0.0,0.0,0.0
1999-08-06,0.0,-0.005401172114388446,0.0,0.0,0.0,0.0
1999-08-09,0.0,-0.006435114585936247,0.0,0.0,0.0,0.0
1999-08-10,0.0,-0.004567776944360052,0.0,0.0,0.0,0.0
1999-08-11,0.0,0.016406485742946134,0.0,0.0,0.0,0.0
1999-08-12,0.0,-0.0059935880467808155,0.0,0.0,0.0,0.0
1999-08-13,0.0,0.02149657944894338,0.0,0.0,0.0,0.0
1999-08-16,0.0,0.0038763589735548417,0.0,0.0,0.0,0.0
1999-08-17,0.0,0.002284701959439756,0.0,0.0,0.0,0.0
1999-08-18,0.0,-0.005517195812526768,0.0,0.0,0.0,0.0
1999-08-19,0.0,-0.005849100162497035,0.0,0.0,0.0,0.0
1999-08-20,0.0,0.007733903167614932,0.0,0.0,0.0,0.0
1999-08-23,0.0,0.015940213533234077,0.0,0.0,0.0,0.0
1999-08-24,0.0,0.003383047055086865,0.0,0.0,0.0,0.0
1999-08-25,0.0,0.010542107590908161,0.0,0.0,0.0,0.0
1999-08-26,0.0,-0.008416127710413572,0.0,0.0,0.0,0.0
1999-08-27,0.0,-0.005098067437075802,0.0,0.0,0.0,0.0
1999-08-30,0.0,-0.00715595069123376,0.0,0.0,0.0,0.0
1999-08-31,0.0,0.005529889515418376,0.0,0.0,0.0,0.0
1999-09-01,0.0,0.003593182557359123,0.0,0.0,0.0,0.0
1999-09-02,0.0,-0.0018830326714788764,0.0,0.0,0.0,0.0
1999-09-03,0.0,0.023943010353697117,0.0,0.0,0.0,0.0
1999-09-07,0.0,-0.0024410679189036774,0.0,0.0,0.0,0.0
1999-09-08,0.0,-0.006912757698393509,0.0,0.0,0.0,0.0
1999-09-09,0.0,0.007138868835668324,0.0,0.0,0.0,0.0
1999-09-10,0.0,0.005796800175864918,0.0,0.0,0.0,0.0
1999-09-13,0.0,-0.006203331476200901,0.0,0.0,0.0,0.0
1999-09-14,0.0,0.0028786768480352433,0.0,0.0,0.0,0.0
1999-09-15,0.0,-0.010500748948387319,0.0,0.0,0.0,0.0
1999-09-16,0.0,-0.00035499541701591403,0.0,0.0,0.0,0.0
1999-09-17,0.0,0.016247126203391447,0.0,0.0,0.0,0.0
1999-09-20,0.0,0.001217564832882373,0.0,0.0,0.0,0.0
1999-09-21,0.0,-0.01332039184234979,0.0,0.0,0.0,0.0
1999-09-22,0.0,0.005834286976811478,0.0,0.0,0.0,0.0
1999-09-23,0.0,-0.022804914813257433,0.0,0.0,0.0,0.0
1999-09-24,0.0,0.0006335872182942459,0.0,0.0,0.0,0.0
1999-09-27,0.0,0.003613613469116719,0.0,0.0,0.0,0.0
1999-09-28,0.0,0.0023899197668268493,0.0,0.0,0.0,0.0
1999-09-29,0.0,-0.01074156824983968,0.0,0.0,0.0,0.0
1999-09-30,0.0,0.0055168626250042116,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.00012243846055053838,0.0,0.0,0.0,0.0
1999-10-04,0.0,0.011745758527262744,0.0,0.0,0.0,0.0
1999-10-05,0.0,0.0036789882540033602,0.0,0.0,0.0,0.0
1999-10-06,0.0,0.01040992233972116,0.0,0.0,0.0,0.0
1999-10-07,0.0,-0.0013072690774970281,0.0,0.0,0.0,0.0
1999-10-08,0.0,0.005383719939505871,0.0,0.0,0.0,0.0
1999-10-11,0.0,0.007281777033459604,0.0,0.0,0.0,0.0
1999-10-12,0.0,-0.011939666781452113,0.0,0.0,0.0,0.0
1999-10-13,0.0,-0.015531976742826015,0.0,0.0,0.0,0.0
1999-10-14,0.0,0.003133957970478706,0.0,0.0,0.0,0.0
1999-10-15,0.0,-0.015524739457890216,0.0,0.0,0.0,0.0
1999-10-18,0.0,-0.006699341097406902,0.0,0.0,0.0,0.0
1999-10-19,0.0,0.002737261052927548,0.0,0.0,0.0,0.0
1999-10-20,0.0,0.015704465033927372,0.0,0.0,0.0,0.0
1999-10-21,0.0,0.008504005756475738,0.0,0.0,0.0,0.0
1999-10-22,0.0,-0.0024294176580697447,0.0,0.0,0.0,0.0
1999-10-25,0.0,0.00018345391859728787,0.0,0.0,0.0,0.0
1999-10-26,0.0,-0.0043375353300530595,0.0,0.0,0.0,0.0
1999-10-27,0.0,-0.0008841959585474892,0.0,0.0,0.0,0.0
1999-10-28,0.0,0.01815659831015577,0.0,0.0,0.0,0.0
1999-10-29,0.0,0.0183513831511368,0.0,0.0,0.0,0.0
1999-11-01,0.0,-0.0028007903806030196,0.0,0.0,0.0,0.0
1999-11-02,0.0,0.00021549846209061412,-0.00016,0.0,0.0,0.0
1999-11-03,0.0,0.010074342529290863,0.0,0.0,0.0,0.0
1999-11-04,0.0,0.0056763955144012775,0.0,0.0,0.0,0.0
1999-11-05,0.0,0.0051239197653707045,0.0,0.0,0.0,0.0
1999-11-08,0.0,0.010427017572781397,0.0,0.0,0.0,0.0
1999-11-09,0.0,-0.0036147727693265543,0.0,0.0,0.0,0.0
1999-11-10,0.0,0.007025163205423574,0.0,0.0,0.0,0.0
1999-11-11,0.0,0.00959469231867839,0.0,0.0,0.0,0.0
1999-11-12,0.0,0.0070281171897918744,0.0,0.0,0.0,0.0
1999-11-15,0.0,-0.0011371593468484738,0.0,0.0,0.0,0.0
1999-11-16,0.0,0.01369578183061825,0.0,0.0,0.0,0.0
1999-11-17,0.0,-0.007460944148983574,0.0,0.0,0.0,0.0
1999-11-18,0.0,0.016768027172153446,0.0,0.0,0.0,0.0
1999-11-19,0.0,0.004790938898318945,0.0,0.0,0.0,0.0
1999-11-22,0.0,-0.00831346627909881,0.0,0.0,0.0,0.0
1999-11-23,0.0,0.002420559723138885,0.0,0.0,0.0,0.0
1999-11-24,0.0,0.01776867866113463,0.0,0.0,0.0,0.0
1999-11-26,0.0,0.0016777058158780516,0.0,0.0,0.0,0.0
1999-11-29,0.0,-0.008925315902453055,0.0,0.0,0.0,0.0
1999-11-30,0.0,-0.02045865375501706,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.011414586206756974,0.0,0.0,0.0,0.0
1999-12-02,0.0,0.016777055489072393,0.0,0.0,0.0,0.0
1999-12-03,0.0,0.011133780241644223,0.0,0.0,0.0,0.0
1999-12-06,0.0,0.004643387070908711,0.0,0.0,0.0,0.0
1999-12-07,0.0,-8.083058781994174e-05,0.0,0.0,0.0,0.0
1999-12-08,0.0,-0.006367662888011438,0.0,0.0,0.0,0.0
1999-12-09,0.0,0.002397597617484053,0.0,0.0,0.0,0.0
1999-12-10,0.0,0.004208350018517028,0.0,0.0,0.0,0.0
1999-12-13,0.0,0.007055337348740996,0.0,0.0,0.0,0.0
1999-12-14,0.0,-0.009561213834017604,0.0,0.0,0.0,0.0
1999-12-15,0.0,0.010187593843827787,0.0,0.0,0.0,0.0
1999-12-16,0.0,0.01291132737500734,0.0,0.0,0.0,0.0
1999-12-17,0.0,0.004541012683068357,0.0,0.0,0.0,0.0
1999-12-20,0.0,0.006831863124212712,0.0,0.0,0.0,0.0
1999-12-21,0.0,0.030173206815534034,0.0,0.0,0.0,0.0
1999-12-22,0.0,-0.0018556557530348908,0.0,0.0,0.0,0.0
1999-12-23,0.0,0.006186844674135493,0.0,0.0,0.0,0.0
1999-12-27,0.0,-0.0031842313692407313,0.0,0.0,0.0,0.0
1999-12-28,0.0,-0.0034569554566389734,0.0,0.0,0.0,0.0
1999-12-29,0.0,0.02016404736806391,0.0,0.0,0.0,0.0
1999-12-30,0.0,-0.005842600528360805,0.0,0.0,0.0,0.0
1999-12-31,0.0,-0.0008018431284394402,0.0,0.0,0.0,0.0
2000-01-03,0.0,0.01907355257546474,0.0,0.0,0.0,0.0
2000-01-04,0.0,-0.035769918632607006,0.0,0.0,0.0,0.0
2000-01-05,0.0,-0.013073749729745246,0.0,0.0,0.0,0.0
2000-01-06,0.0,-0.031090940939122704,0.0,0.0,0.0,0.0
2000-01-07,0.0,0.054795457771487435,0.0,0.0,0.0,0.0
2000-01-10,0.0,0.011289419454901022,0.0,0.0,0.0,0.0
2000-01-11,0.0,-0.016913570149217284,0.0,0.0,0.0,0.0
2000-01-12,0.0,-0.007624284389740598,0.0,0.0,0.0,0.0
2000-01-13,0.0,0.020271019141608865,0.0,0.0,0.0,0.0
2000-01-14,0.0,0.0077633105051268785,0.0,0.0,0.0,0.0
2000-01-18,0.0,0.0016879500992235767,0.0,0.0,0.0,0.0
2000-01-19,0.0,0.007348279706226522,0.0,0.0,0.0,0.0
2000-01-20,0.0,-0.0032443759470561955,0.0,0.0,0.0,0.0
2000-01-21,0.0,0.004032538305023021,0.0,0.0,0.0,0.0
2000-01-24,0.0,-0.015714515335073797,0.0,0.0,0.0,0.0
2000-01-25,0.0,0.004852919335053757,0.0,0.0,0.0,0.0
2000-01-26,0.0,-0.012846721218699477,0.0,0.0,0.0,0.0
2000-01-27,0.0,0.004646170449253131,0.0,0.0,0.0,0.0
2000-01-28,0.0,-0.01593652983186649,0.0,0.0,0.0,0.0
2000-01-31,0.0,0.013476879052991182,0.0,0.0,0.0,0.0
2000-02-01,0.0,0.008168466443022116,0.0,0.0,0.0,0.0
2000-02-02,0.0,0.0025213156586974296,0.0,0.0,0.0,0.0
2000-02-03,0.0,0.011746888656463719,0.0,0.0,0.0,0.0
2000-02-04,0.0,0.0020062508853346387,0.0,0.0,0.0,0.0
2000-02-07,0.0,0.004097639391764592,0.0,0.0,0.0,0.0
2000-02-08,0.0,0.012529916171669505,0.0,0.0,0.0,0.0
2000-02-09,0.0,-0.01065841284951101,0.0,0.0,0.0,0.0
2000-02-10,0.0,0.00971540035400028,0.0,0.0,0.0,0.0
2000-02-11,0.0,-0.006866121124021217,0.0,0.0,0.0,0.0
2000-02-14,0.0,-0.000414140196709359,0.0,0.0,0.0,0.0
2000-02-15,0.0,0.0020464599971623696,0.0,0.0,0.0,0.0
2000-02-16,0.0,-0.0014083191343217574,0.0,0.0,0.0,0.0
2000-02-17,0.0,0.0061764226043942065,0.0,0.0,0.0,0.0
2000-02-18,0.0,-0.010618929898858818,0.0,0.0,0.0,0.0
2000-02-22,0.0,0.000882564262547762,0.0,0.0,0.0,0.0
2000-02-23,0.0,0.016054023233309716,0.0,0.0,0.0,0.0
2000-02-24,0.0,0.0062311706347425045,0.0,0.0,0.0,0.0
2000-02-25,0.0,-0.006577804315133161,0.0,0.0,0.0,0.0
2000-02-28,0.0,-0.0002188480100968213,0.0,0.0,0.0,0.0
2000-02-29,0.0,0.007571359035993822,0.0,0.0,0.0,0.0
2000-03-01,0.0,0.0023174301659530973,0.0,0.0,0.0,0.0
2000-03-02,0.0,-0.006745322650836279,0.0,0.0,0.0,0.0
2000-03-03,0.0,0.01629304889024488,0.0,0.0,0.0,0.0
2000-03-06,0.0,0.0022189120291681626,0.0,0.0,0.0,0.0
2000-03-07,0.0,-0.004307275646942426,0.0,0.0,0.0,0.0
2000-03-08,0.0,0.0025193109284161186,0.0,0.0,0.0,0.0
2000-03-09,0.0,0.009459285448185095,0.0,0.0,0.0,0.0
2000-03-10,0.0,-0.0012731915881090746,0.0,0.0,0.0,0.0
2000-03-13,0.0,-0.007399029162329197,0.0,0.0,0.0,0.0
2000-03-14,0.0,-0.010464982644223351,0.0,0.0,0.0,0.0
2000-03-15,0.0,-0.011771139890804605,0.0,0.0,0.0,0.0
2000-03-16,0.0,0.01576007084345774,0.0,0.0,0.0,0.0
2000-03-17,0.0,0.0051215842638391825,0.0,0.0,0.0,0.0
2000-03-20,0.0,-0.007594291212300504,0.0,0.0,0.0,0.0
2000-03-21,0.0,0.010201313362384471,0.0,0.0,0.0,0.0
2000-03-22,0.0,0.005386629828279372,0.0,0.0,0.0,0.0
2000-03-23,0.0,0.004653084175075353,0.0,0.0,0.0,0.0
2000-03-24,0.0,0.0035596591856813242,0.0,0.0,0.0,0.0
2000-03-27,0.0,0.0003820699596678537,0.0,0.0,0.0,0.0
2000-03-28,0.0,-0.00691009652395984,0.0,0.0,0.0,0.0
2000-03-29,0.0,-0.011214755648336619,0.0,0.0,0.0,0.0
2000-03-30,0.0,-0.006751489104976328,0.0,0.0,0.0,0.0
2000-03-31,0.0,0.0055455608510549545,0.0,0.0,0.0,0.0
2000-04-03,0.0,-0.016519199623510148,0.0,0.0,0.0,0.0
2000-04-04,0.0,-0.002727849715477814,0.0,0.0,0.0,0.0
2000-04-05,0.0,-0.00499817133938022,0.0,0.0,0.0,0.0
2000-04-06,0.0,0.007346678511193202,0.0,0.0,0.0,0.0
2000-04-07,0.0,0.012578019709760796,0.0,0.0,0.0,0.0
2000-04-10,0.0,-0.019587586420188215,0.0,0.0,0.0,0.0
2000-04-11,0.0,-0.007602336967575985,0.0,0.0,0.0,0.0
2000-04-12,0.0,-0.01862761441978588,0.0,0.0,0.0,0.0
2000-04-13,0.0,-0.013758545093228231,0.0,0.0,0.0,0.0
2000-04-14,0.0,-0.026509376078571584,0.0,0.0,0.0,0.0
2000-04-17,0.0,0.03467454789731939,0.0,0.0,0.0,0.0
2000-04-18,0.0,0.0074814633423846465,0.0,0.0,0.0,0.0
2000-04-19,0.0,-0.007988247003217179,0.0,0.0,0.0,0.0
2000-04-20,0.0,-0.005736171124767812,0.0,0.0,0.0,0.0
2000-04-24,0.0,-0.007514208720594913,0.0,0.0,0.0,0.0
2000-04-25,0.0,0.01767835053942742,0.0,0.0,0.0,0.0
2000-04-26,0.0,-0.008991862560863617,0.0,0.0,0.0,0.0
2000-04-27,0.0,0.011417831573560942,0.0,0.0,0.0,0.0
2000-04-28,0.0,0.009904431324661062,0.0,0.0,0.0,0.0
2000-05-01,0.0,0.0023292034838364,0.0,0.0,0.0,0.0
2000-05-02,0.0,-0.014724420460095883,-0.00016,0.0,0.0,0.0
2000-05-03,0.0,-0.0029035864208493863,0.0,0.0,0.0,0.0
2000-05-04,0.0,0.000481758216835633,0.0,0.0,0.0,0.0
2000-05-05,0.0,0.00596149306024264,0.0,0.0,0.0,0.0
2000-05-08,0.0,-0.009995736647027692,0.0,0.0,0.0,0.0
2000-05-09,0.0,-0.005512884681550325,0.0,0.0,0.0,0.0
2000-05-10,0.0,-0.018634723283603716,0.0,0.0,0.0,0.0
2000-05-11,0.0,0.015597567288820106,0.0,0.0,0.0,0.0
2000-05-12,0.0,-5.016614063373561e-05,0.0,0.0,0.0,0.0
2000-05-15,0.0,0.010533778665189487,0.0,0.0,0.0,0.0
2000-05-16,0.0,0.006831047800092409,0.0,0.0,0.0,0.0
2000-05-17,0.0,-0.005015861473501319,0.0,0.0,0.0,0.0
2000-05-18,0.0,-0.008689802702152744,0.0,0.0,0.0,0.0
2000-05-19,0.0,-0.011449408251531035,0.0,0.0,0.0,0.0
2000-05-22,0.0,-0.00023188316453085606,0.0,0.0,0.0,0.0
2000-05-23,0.0,-0.020225507114153673,0.0,0.0,0.0,0.0
2000-05-24,0.0,0.015138126545818684,0.0,0.0,0.0,0.0
2000-05-25,0.0,-0.005203615652256147,0.0,0.0,0.0,0.0
2000-05-26,0.0,-4.425228440307027e-05,0.0,0.0,0.0,0.0
2000-05-30,0.0,0.023052213560899034,0.0,0.0,0.0,0.0
2000-05-31,0.0,-0.006599367063642057,0.0,0.0,0.0,0.0
2000-06-01,0.0,0.011315481806372622,0.0,0.0,0.0,0.0
2000-06-02,0.0,0.01582080364219656,0.0,0.0,0.0,0.0
2000-06-05,0.0,0.0005051904119792459,0.0,0.0,0.0,0.0
2000-06-06,0.0,-0.005985631309303092,0.0,0.0,0.0,0.0
2000-06-07,0.0,0.005700369372590161,0.0,0.0,0.0,0.0
2000-06-08,0.0,-0.001040903071532788,0.0,0.0,0.0,0.0
2000-06-09,0.0,0.0011080561481081027,0.0,0.0,0.0,0.0
2000-06-12,0.0,-0.006927948859757376,0.0,0.0,0.0,0.0
2000-06-13,0.0,0.00831974684868665,0.0,0.0,0.0,0.0
2000-06-14,0.0,-0.004985281110322146,0.0,0.0,0.0,0.0
2000-06-15,0.0,0.0038047175024556778,0.0,0.0,0.0,0.0
2000-06-16,0.0,0.001123782025698648,0.0,0.0,0.0,0.0
2000-06-19,0.0,0.008691093532305655,0.0,0.0,0.0,0.0
2000-06-20,0.0,-0.0008825732989188798,0.0,0.0,0.0,0.0
2000-06-21,0.0,0.0027569404243161944,0.0,0.0,0.0,0.0
2000-06-22,0.0,-0.008062048609758662,0.0,0.0,0.0,0.0
2000-06-23,0.0,-0.008646189132506955,0.0,0.0,0.0,0.0
2000-06-26,0.0,0.005914051740004441,0.0,0.0,0.0,0.0
2000-06-27,0.0,-0.002650594909994748,0.0,0.0,0.0,0.0
2000-06-28,0.0,0.0025977865234678836,0.0,0.0,0.0,0.0
2000-06-29,0.0,-0.00551714731849311,0.0,0.0,0.0,0.0
2000-06-30,0.0,0.004299278245818272,0.0,0.0,0.0,0.0
2000-07-03,0.0,0.004244895922835994,0.0,0.0,0.0,0.0
2000-07-05,0.0,-0.008590617436839256,0.0,0.0,0.0,0.0
2000-07-06,0.0,0.005843402041766609,0.0,0.0,0.0,0.0
2000-07-07,0.0,0.004520780420086246,0.0,0.0,0.0,0.0
2000-07-10,0.0,-0.003441400212585505,0.0,0.0,0.0,0.0
2000-07-11,0.0,0.0011835137679267215,0.0,0.0,0.0,0.0
2000-07-12,0.0,0.0053578074580709345,0.0,0.0,0.0,0.0
2000-07-13,0.0,0.002917306758142913,0.0,0.0,0.0,0.0
2000-07-14,0.0,0.005122086700999587,0.0,0.0,0.0,0.0
2000-07-17,0.0,0.0028221424280644716,0.0,0.0,0.0,0.0
2000-07-18,0.0,-0.0057607939317938645,0.0,0.0,0.0,0.0
2000-07-19,0.0,-0.005929295314511258,0.0,0.0,0.0,0.0
2000-07-20,0.0,0.00830642205429167,0.0,0.0,0.0,0.0
2000-07-21,0.0,-0.00880994223698764,0.0,0.0,0.0,0.0
2000-07-24,0.0,-0.0055456317961888445,0.0,0.0,0.0,0.0
2000-07-25,0.0,0.0020540729617921356,0.0,0.0,0.0,0.0
2000-07-26,0.0,-0.00040243756607761584,0.0,0.0,0.0,0.0
2000-07-27,0.0,-0.010692298566163567,0.0,0.0,0.0,0.0
2000-07-28,0.0,-0.014823551700184774,0.0,0.0,0.0,0.0
2000-07-31,0.0,0.008056081385496388,0.0,0.0,0.0,0.0
2000-08-01,0.0,-0.003631193726561139,0.0,0.0,0.0,0.0
2000-08-02,0.0,-0.004793001907542677,0.0,0.0,0.0,0.0
2000-08-03,0.0,0.011566444514593962,0.0,0.0,0.0,0.0
2000-08-04,0.0,-0.0009872740264988604,0.0,0.0,0.0,0.0
2000-08-07,0.0,0.006276617637331569,0.0,0.0,0.0,0.0
2000-08-08,0.0,0.005614123214769442,0.0,0.0,0.0,0.0
2000-08-09,0.0,-0.007643375056025291,0.0,0.0,0.0,0.0
2000-08-10,0.0,-0.005688284086469156,0.0,0.0,0.0,0.0
2000-08-11,0.0,0.0039397918854837495,0.0,0.0,0.0,0.0
2000-08-14,0.0,0.006068948045617301,0.0,0.0,0.0,0.0
2000-08-15,0.0,-5.352399136080546e-05,0.0,0.0,0.0,0.0
2000-08-16,0.0,0.0028748170900140444,0.0,0.0,0.0,0.0
2000-08-17,0.0,0.005663150372141548,0.0,0.0,0.0,0.0
2000-08-18,0.0,-0.001602860673565135,0.0,0.0,0.0,0.0
2000-08-21,0.0,0.0007567395611892689,0.0,0.0,0.0,0.0
2000-08-22,0.0,-6.864268579460218e-05,0.0,0.0,0.0,0.0
2000-08-23,0.0,0.005326012636472247,0.0,0.0,0.0,0.0
2000-08-24,0.0,0.005029071935766061,0.0,0.0,0.0,0.0
2000-08-25,0.0,-0.002071168130686635,0.0,0.0,0.0,0.0
2000-08-28,0.0,0.0016986274226812204,0.0,0.0,0.0,0.0
2000-08-29,0.0,0.0018580083722564635,0.0,0.0,0.0,0.0
2000-08-30,0.0,-0.000616419716351703,0.0,0.0,0.0,0.0
2000-08-31,0.0,0.011333201586924838,0.0,0.0,0.0,0.0
2000-09-01,0.0,0.0040108174008587185,0.0,0.0,0.0,0.0
2000-09-05,0.0,-0.0127276988386565,0.0,0.0,0.0,0.0
