,sharpe
0,0.9109441988861343
1,0.8707991721319118
2,0.9266786136874731
3,0.5104982039406731
4,0.5981865714329764
5,0.9055306338424327
6,0.6433518045821055
7,1.1344914235026113
8,0.8618462348039723
9,1.0453924579323681
10,0.5554584963561864
11,0.8023527109578397
12,0.889746796726866
13,0.9818742609294805
14,0.5831311011095187
15,0.7266075418352458
16,0.7802297983830767
17,0.8149294937025116
18,0.8710688439398425
19,0.6922371382412987
20,0.4994032258967901
21,0.8860502290907419
22,1.004436818326847
23,0.6705648849910548
24,0.7154524052060118
25,0.8062068438815518
26,0.5817707295878279
27,0.7321723769765089
28,0.49644672987274047
29,0.7563722110740103
30,0.7079814083596632
31,0.9322295525294617
32,0.8333244326242267
33,0.5158749865244147
34,0.9318143548003847
35,0.5584674162311862
36,0.6983817517919579
37,0.7090384109467073
38,0.7156851464816634
39,0.45796273031074775
40,0.8319858849391221
41,0.7122566996539962
42,0.9169636308721144
43,0.9249443348936257
44,0.9421864576186884
45,0.8058311764267609
46,0.7978379279094672
47,1.0254144365487947
48,0.7594450428851724
49,0.8279241026760713
50,0.8701072618828332
51,0.9348408907910642
52,0.7835943136863158
53,1.1484875550576183
54,1.1673275193687518
55,0.38964011578435453
56,0.7918360341944393
57,0.8826819700129767
58,1.0785003295759836
59,0.6945267066993251
60,0.708487385080145
61,0.945857693481632
62,0.7262992245830454
63,0.4815722359070573
64,0.6425978114915476
65,0.619800614596351
66,0.4555020443427884
67,0.7457647742052637
68,0.806950740225874
69,0.5881209767890164
70,0.7596628693332306
71,0.5229819378228354
72,0.7803410907500722
73,0.7352499086829294
74,0.9569994445798168
75,0.9113891888874323
76,0.8967866140220168
77,0.6476683014757233
78,0.8808168788274309
79,0.3255817711698294
80,0.8879468896644278
81,0.36490561913879094
82,0.6400728387076637
83,0.3964560799453919
84,0.6470896732561424
85,1.2043202770109005
86,0.8099650868994287
87,0.8379058843701529
88,0.7232782606275213
89,0.6436326413752195
90,0.4571111627861511
91,0.9010413143015943
92,0.7531515123348667
93,0.8680261921011767
94,0.8288545984470405
95,0.8659077397585236
96,0.5187611545907865
97,0.9248854750264506
98,0.7059070890094312
99,0.9983615677593011
100,0.8813844884477536
101,0.658536394654266
102,1.2525802254915264
103,0.7657194029537548
104,1.0590665267209987
105,0.7024810717212182
106,0.5781989648437277
107,0.6876410871622064
108,1.1919452553386904
109,0.8100099413702081
110,1.3504006074932347
111,0.6249153738964787
112,0.7477005709002376
113,0.7973612911453268
114,0.7759459280385975
115,1.0125249304204944
116,0.6517098993594066
117,0.7475682208183217
118,1.0573649425672602
119,1.1861188551583508
120,0.8492145189475246
121,0.7678270650310876
122,0.8821064099861177
123,0.5587600262510728
124,0.7824230250895087
125,1.009842085511071
126,1.0097095999442973
127,0.682623792270904
128,0.62952370432863
129,0.7534960126831769
130,0.4619712178490534
131,0.8617940387591488
132,0.7148553381295343
133,0.7742333871362043
134,0.7947115598206677
135,0.8106834883444589
136,0.6851377913304516
137,0.5430144371867184
138,0.9914753558049534
139,0.41970786303365787
140,0.9458919995992601
141,0.7409454718901278
142,0.6741749950319119
143,1.0779734196502482
144,0.39860448910350393
145,1.0525349335647025
146,0.439799022945568
147,0.8229862919754525
148,1.1909018945549406
149,0.7589093267827665
150,0.9455226223567547
151,0.8699839955892491
152,0.589025984317353
153,0.9754180705959428
154,0.6872125119708015
155,0.8635894970357936
156,0.8437312768406826
157,0.9631540618140022
158,0.6426516164352799
159,0.4695811638590095
160,0.369972670208537
161,0.8467591486320087
162,0.8328150358563267
163,0.8025780554106282
164,1.004697094805764
165,0.6525403459744411
166,0.9711516527554475
167,0.8274884495775691
168,0.6890064911980647
169,0.8086729244221309
170,0.6899048382401751
171,0.7928497511957062
172,0.5001817385021003
173,0.7971719605542968
174,0.7329833806344834
175,0.8239834892977972
176,0.7118591328552442
177,0.7305750695341087
178,1.0098330036732515
179,1.0982661279601824
180,0.9505574226731689
181,0.6779857823327855
182,1.278239627473037
183,1.0425206513797152
184,0.8447063254351923
185,0.7963404241534358
186,0.7614973903555603
187,0.5701375257931507
188,0.7719166939450265
189,0.4673470273728979
190,0.8020250434681959
191,0.9524741569219533
192,0.6379627463196509
193,0.7404565598856419
194,0.9844233179844935
195,0.7143773866340198
196,0.8095858437369841
197,0.7570166233538613
198,0.8894002720660948
199,0.6652487918584389
200,0.7112647256582577
201,1.0146391652021152
202,1.0282205270216906
203,0.9968387362479779
204,1.0178433745251834
205,0.7820509568669475
206,0.3931456781870514
207,0.8775696523562059
208,0.6150585320287262
209,0.576689247221195
210,0.6199295793020733
211,0.6670787676698026
212,0.5966619942458558
213,0.8680162253187457
214,1.1692127712048634
215,1.0736705735762975
216,1.0345704052480311
217,0.9639504062969346
218,0.7616697248013049
219,1.0798675373023345
220,0.6688962203201637
221,0.8080696916522955
222,1.0915884555962019
223,0.6546233162427055
224,0.5641790186609029
225,0.7248075907401029
226,0.7516373485028708
227,0.8723626268957444
228,0.5167480463888239
229,0.7289920914612619
230,0.7570215848991524
231,0.4518649070337921
232,0.9188583254924045
233,1.2473791439056041
234,0.47999398707713464
235,1.208080838268077
236,0.9098247262051936
237,0.4008322276262722
238,0.8476018974986524
239,1.0008665218057855
240,0.45577015712853414
241,0.6569840631549401
242,1.124135115813538
243,0.7456586347869352
244,0.7302345531164726
245,0.7156845189851327
246,0.7778185286254586
247,0.8041001998993024
248,0.9514424357408436
249,0.4901180097869187
250,0.7428633630141083
251,0.8651823882932481
252,0.6238371239761066
253,0.9093965416895277
254,0.7981109104058022
255,0.6104021027537191
256,0.5360566791923284
257,0.8640632064355265
258,1.054564807382182
259,0.6336079469732526
260,0.831588429836002
261,0.6790361777354234
262,0.6558662550705961
263,0.9561382866850201
264,0.7252444821439631
265,0.9583771586373148
266,0.7044449921703261
267,0.7641111104689535
268,1.1184168150189568
269,0.7038367935585049
270,0.6607504762420574
271,0.6924529299428958
272,0.8499150777830538
273,0.7184758225156388
274,0.7886401849143201
275,0.8726567380181545
276,0.7605138521195934
277,0.7740103482231524
278,1.1189042477160625
279,0.5765258579605621
280,0.781703530205135
281,1.0154424004333245
282,0.7927174685696904
283,0.7865833992677057
284,0.7282598732342593
285,1.2388657471634998
286,0.6720062461764732
287,0.8782407930353036
288,0.7255175823438491
289,1.0042453874782735
290,0.4883608895725779
291,0.7970717724968723
292,0.712790876909387
293,0.9658643401029354
294,0.87368042273741
295,0.8911487832514235
296,0.8157138770420667
297,0.8895523482922791
298,0.6874036833013313
299,0.39981283734833495
300,0.8716264262635507
301,0.7787445556932968
302,0.544253556273201
303,0.5987392605849433
304,0.7372823490148797
305,0.6929448995458545
306,0.9465219945324852
307,0.655585186550928
308,0.6840716066770578
309,0.7470885434968948
310,0.5608474086109995
311,0.9766841433251567
312,0.4078803789890063
313,0.5954059452474385
314,0.9356608296216635
315,0.8199260792313636
316,0.6994259964551641
317,0.7344086038684586
318,0.9199834830399086
319,0.8325768365598352
320,0.722755699434555
321,0.9576948413639285
322,0.7515832888277614
323,0.6829698472713587
324,0.7882929265378052
325,0.6267753739092954
326,0.6532702871462187
327,0.8559667754106403
328,0.7485912795927144
329,1.012784257076976
330,0.5988536640336019
331,0.8184321421150497
332,0.6530193561874614
333,0.4690296133640681
334,0.7567762025090543
335,0.9000993861764428
336,0.8712033970223754
337,0.845224215884814
338,0.8912702348093857
339,0.6146257261653528
340,0.9760903990641535
341,0.9143251433561169
342,0.8328537385745984
343,0.6979718191932421
344,0.9444085163809335
345,0.7470920173830812
346,0.7425581453564626
347,0.7071658615073146
348,0.913238293648898
