name,SR,CAGR,VOL,MDD,TO,corr,n
e5_smhxlk63,0.552135281079826,0.16234970983181762,0.5647048227642878,-0.7477871033608988,17.15599639314698,0.5123536435239691,2218
e5_eemspy63,0.22560087765938028,0.0075799676357311,0.41018317837066914,-0.5798080881302743,19.20108205590622,0.4600039820883362,2218
e5_qqqiwm63,0.46639115298053757,0.10862263191955801,0.37073229478409425,-0.6165009229277366,17.610459873760146,0.5099520687530039,2218
e5_fxieem63,0.043421861715695426,-0.08840905776441377,0.47428687426063093,-0.8010848466229886,17.610459873760146,0.28124707848479613,2218
e5_smhxlk126,0.5850209443664386,0.1844559975377349,0.5760422107913049,-0.7869805910195903,12.838593327321913,0.5188315923551436,2218
e5_eemspy126,0.4036109967271509,0.08389135346743481,0.40114200803814437,-0.5421320355600524,11.475202885482416,0.47330923981075823,2218
e5_qqqiwm126,0.40537452078434877,0.08400686134821944,0.3803968153545259,-0.605254607668644,16.24706943192065,0.5276786522573321,2218
e5_fxieem126,0.046315019107399234,-0.08970296160866065,0.48057886393392707,-0.7813168614129933,12.838593327321913,0.2728204146511516,2218
e5_3pair126,0.5285940756089382,0.14093129634933033,0.4118505363025654,-0.5864021441706295,13.520288548241659,0.5522244432024869,2218
e5_hygma50_upro,1.2319905629717658,0.3609343234763436,0.28279660652852745,-0.34042966046419787,25.33633904418395,0.32226448073431757,2218
e5_hygma50_sso,1.218199005900247,0.2359013058077828,0.1885337152646293,-0.23102407921826196,25.33633904418395,0.32060207656804063,2218
e5_hygma80_upro,1.0948886522877206,0.3146241462234043,0.2879657390989566,-0.44597400933919407,21.246167718665465,0.3612621497644946,2218
e5_hygma80_sso,1.0817776221128301,0.2076866849883927,0.1914852542708724,-0.31889080952718163,21.246167718665465,0.35978705916083076,2218
e5_hygma100_upro,1.0817334386486084,0.3091120947650907,0.2874582983339411,-0.4015420767555341,18.97385031559964,0.3921859101982269,2218
e5_hygma100_sso,1.071682092838589,0.20499044735700656,0.19114545156125182,-0.2887952645592309,18.97385031559964,0.3912589123416538,2218
e5_hygma120_upro,0.9077806735144724,0.2508539917855157,0.2947558167893805,-0.42062005557197946,20.337240757439133,0.4087299940909951,2218
e5_hygma120_sso,0.8946578813466074,0.16904057563578778,0.1962065585560236,-0.3033784057490593,20.337240757439133,0.4080239815087257,2218
e5_hygma150_upro,0.8420767054353686,0.23461757466383282,0.30646366582287576,-0.5213658629525537,18.97385031559964,0.4142530366500949,2218
e5_hygma150_sso,0.8316331224585729,0.16021106411728891,0.20379446413188884,-0.3846267182453922,18.97385031559964,0.4138693900208748,2218
e5_hygma200_upro,0.6816787511088512,0.18511606578383977,0.329578376721937,-0.5097840888633607,19.88277727682597,0.456467344956234,2218
e5_hygma200_sso,0.6723287866437974,0.13109283344199074,0.21917971477015039,-0.372967823948964,19.88277727682597,0.45517734038891666,2218
