name,SR,CAGR,VOL,MDD,TO,corr,n
e6_ghK3s5_hyggate_bil,0.9926755383677086,0.2883638311790251,0.30168074455931526,-0.3731470963278357,44.348061316501344,0.4199172857883142,2218
e6_ghK3s5_hyggate_def5,1.0619085610505725,0.3310128070764069,0.31728453813770824,-0.38569613678433,44.00721370604147,0.4381304693628532,2218
e6_ghK3s5_hyggate_def10,1.0318982907628456,0.35815907836015426,0.3603879310003861,-0.5002881048215033,46.165915238954014,0.419126942013871,2218
e6_ghK3s5_hyggate_eqonly,1.0780475756882173,0.3327179622431309,0.3122291845693767,-0.36074844054971833,41.848512173128945,0.42269902526077313,2218
e6_ghK3s5_vt20,0.9297065485449185,0.20333386334763315,0.22712363858767184,-0.3187174263180955,32.94496493659954,0.4819756984859284,2218
e6_ghK3s5_vt25,0.9230645268861919,0.23892669733618943,0.27293308533578514,-0.38124810997678826,36.347990648702925,0.49000008846278087,2218
e6_ghK3s5_vt25_hyg,0.9732839411360277,0.22147983319359166,0.23394259431046793,-0.31839324569355554,42.81081449568068,0.4030170877532684,2218
e6_ghaccel5_K3_s5,0.7969504376569126,0.24314652810003556,0.35197946615282993,-0.4303656662194517,37.98557258791704,0.4849986839500937,2218
e6_ghaccel10_K3_s5,0.7827275823150648,0.23584992421497697,0.34967854032189966,-0.49870003470612745,43.211902614968444,0.47916293390410764,2218
e6_ghdisp_hi,0.4654506826604898,0.08056198580479901,0.21857053929874465,-0.4166963926351547,30.606888046058565,0.36206814933562115,2218
e6_ghdisp_lo,0.9744336235351367,0.2027123423458692,0.21281919583225611,-0.27767979604453863,36.160303553424626,0.47383932060344147,2218
