name,SR,CAGR,VOL,MDD,TO,corr,n
e3_smh10_tqqq,0.6422678720710348,0.17189714231735698,0.33554716668766366,-0.5089831046986351,64.42019837691613,0.31772145199663426,2218
e3_qqq10_tqqq_base,0.2567915375380599,0.028575067708240587,0.3479759618945355,-0.47402381119727166,71.23715058611361,0.3189934173796962,2218
e3_smh&qqq10_tqqq,0.4837616756377113,0.10632763548698554,0.3079666276414439,-0.5471929738000285,73.05500450856627,0.27789908284125386,2218
e3_hyg10_upro,0.6632460612649385,0.16493208310231044,0.29768041496488834,-0.4374234823616492,64.42019837691613,0.28120170911352205,2218
e3_spy10_upro_base,0.09615733258435934,-0.014249699481426625,0.28803768276794994,-0.52399265862357,67.14697926059513,0.28237647479977107,2218
e3_hyg&spy10_upro,0.2646416733596001,0.03511166467118376,0.264261408489177,-0.5242486440715459,78.05410279531108,0.21971170976571125,2218
e3_smh21_tqqq,0.6221005865065449,0.16728482126130606,0.34589211889607346,-0.44962989093677264,47.15058611361587,0.3923209184155271,2218
e3_qqq21_tqqq_base,0.7633249516563649,0.22500159953026944,0.34434864711394203,-0.38567672538853537,46.6961226330027,0.41218593152154576,2218
e3_smh&qqq21_tqqq,0.6352798722170098,0.15876563025865176,0.3068939914237837,-0.3995952710186508,51.240757439134356,0.33874328426050954,2218
e3_hyg21_upro,0.7971530042860591,0.2069809344025595,0.28854692272212984,-0.4535377699351162,40.3336339044184,0.2722355841149894,2218
e3_spy21_upro_base,0.316478528339173,0.0502630239718429,0.28767290382833155,-0.47798927511241385,45.787195671776374,0.37708464032309136,2218
e3_hyg&spy21_upro,0.45819091766502396,0.08584811080916155,0.2473201597314492,-0.5176953450675812,50.78629395852119,0.24610572641905024,2218
e3_hyg63_upro,0.8247822746495743,0.22080512170054822,0.29504687841878663,-0.5113277854509508,18.519386834986474,0.3922177476861408,2218
e3_hygma100_upro,1.0817334386486084,0.3091120947650907,0.2874582983339411,-0.4015420767555341,18.97385031559964,0.3921859101982269,2218
e3_hygma100_sso,1.071682092838589,0.20499044735700656,0.19114545156125182,-0.2887952645592309,18.97385031559964,0.3912589123416538,2218
e3_smh21_qld,0.5729134138650727,0.11112238127794938,0.23074649048594326,-0.3170579151316486,47.15058611361587,0.39165236016533517,2218
e3_relsmh&qqq21_tqqq,0.29543392011470354,0.043179063147070096,0.24985208983754473,-0.41576101446797054,58.73940486925158,0.23631257520855725,2218
