name,SR,CAGR,VOL,MDD,TO,corr,n
e4_mom126_hno0,0.6451495568500716,0.14269952126388552,0.25905167396832746,-0.29243277197899376,6.400360685302073,0.5161525831773979,2218
e4_mom126_hPSQ3,0.5980326884236495,0.1196940854962667,0.2357216706288876,-0.2838920488759211,6.915419296663662,0.5248057191154363,2218
e4_mom126_hSH3,0.6034688751048433,0.12162201792332938,0.2369318328561945,-0.2835399914909308,6.915419296663662,0.5273013232393752,2218
e4_mom126_hPSQ5,0.5525420303509728,0.10343517474577646,0.22356801615632635,-0.2911620812338185,7.258791704238052,0.5236063926977412,2218
e4_mom126_hSH5,0.5636439187183615,0.10675072295039079,0.22511303992122758,-0.28925942579737574,7.258791704238052,0.5300711150792702,2218
e4_mom12_1_hno0,0.5484054794631137,0.12033431046309806,0.2779386889096866,-0.4213165032809152,5.1127141568981065,0.4944288984320708,2218
e4_mom12_1_hPSQ3,0.5127781995849325,0.09939953573060656,0.24223684642632112,-0.35504580575587985,5.680793507664563,0.5151634372882131,2218
e4_mom12_1_hSH3,0.5180697427674602,0.10123101841059468,0.24364576003549174,-0.34957805653613816,5.680793507664563,0.5160047164549534,2218
e4_mom12_1_hPSQ5,0.47262268139136115,0.0837783483370722,0.22302686862272408,-0.3089469820539714,6.059513074842199,0.523064715765103,2218
e4_mom12_1_hSH5,0.48353089703764274,0.08694948640367484,0.22492963271708294,-0.3007394696497597,6.059513074842199,0.526638724848186,2218
e4_gh52_hno0,0.8866988085117111,0.1938892334547846,0.22981177475080605,-0.2955095335757799,11.096483318304777,0.47622452779324814,2218
e4_gh52_hPSQ3,0.8611582716085978,0.16754305504982114,0.20423645066416735,-0.28344423489577175,11.485302073940487,0.48898617523496907,2218
e4_gh52_hSH3,0.865464895064028,0.16957712303234773,0.20554459471705916,-0.2842507969579573,11.485302073940487,0.492041198486994,2218
e4_gh52_hPSQ5,0.8226349320227601,0.14900863178760715,0.19119533756402138,-0.2753147948335998,11.744514577697625,0.4896738835152844,2218
e4_gh52_hSH5,0.8330893062155775,0.1525031216202346,0.19282066487806715,-0.27666829530748716,11.744514577697625,0.49736433448509265,2218
e4_mom126_1x_h0,0.5660712605566063,0.05542362948718349,0.1050602472959353,-0.14313181256459107,5.870153291253382,0.37926165692082,2218
e4_mom126_1x_h5,0.35477110363161596,0.02494450428170425,0.07804278928573322,-0.1482800036543661,6.766456266907123,0.3856728492914404,2218
e4_gh52_hSH5_s5,0.4292927948514327,0.0653668394763327,0.18979038171127188,-0.23852106176739174,31.1307484220018,0.5103103830381932,2218
e4_mom126_hSH5_s5,0.4017709012885421,0.06404880693765991,0.20935946625184507,-0.3897657175724799,16.895100691313495,0.5251785076344845,2218
