,canonical,bagged
2010-03-11,0.0019601228084162124,5.781648747781282e-05
2010-03-12,-0.00030250872049322807,0.0013861743586670537
2010-03-15,-0.0005604642504898735,-0.0017049273931890516
2010-03-16,0.004442540692322054,0.004938719735266014
2010-03-17,0.0027322827457275808,0.002394775287617446
2010-03-18,3.696954128394038e-05,0.00014968112541715247
2010-03-19,-0.0038056506644701415,-0.004393922753651928
2010-03-22,0.0006982079235042609,-0.0010562797289038889
2010-03-23,0.0025042400765599372,0.004208904318455391
2010-03-24,-0.0018781228280450638,-0.0006339735031558928
2010-03-25,-0.0016775255397730889,0.000929718374898755
2010-03-26,-1.602702306809563e-05,-0.000539990953482617
2010-03-29,0.0021490984898524103,0.0034952216698956105
2010-03-30,-0.0009475750174716575,-0.0003996361651888207
2010-03-31,0.0010332324691296165,0.0005669828094399771
2010-04-01,0.0012101246969698515,0.002075451274768517
2010-04-02,-8.3940048897898e-05,-1.2446795111186075e-05
2010-04-05,0.0022688901510180474,0.0021365571928585406
2010-04-06,0.0026030111932935397,0.002590505612745282
2010-04-07,0.0014177003434606799,0.0014010847413841905
2010-04-08,0.0009816834065251067,0.0008396931409480978
2010-04-09,0.0029589787341930277,0.002947212916493059
2010-04-12,0.0013636942079336386,0.0014004939086565528
2010-04-13,-0.0012782027579719866,-0.0012256822926367049
2010-04-14,0.004002733422338055,0.004089002171611764
2010-04-15,0.0011522996193945164,0.001261705205783622
2010-04-16,-0.003266082417636891,-0.0031229484585384975
2010-04-19,-0.005262954732164989,-0.005241040301027099
2010-04-20,0.003508886803690179,0.0035184361415613917
2010-04-21,0.002090668048206689,0.00213557934188732
2010-04-22,-0.0021271781037585516,-0.0022594472776625344
2010-04-23,0.0037726424502191104,0.0039829396397756235
2010-04-26,0.0024546874782813695,0.002374538996115944
2010-04-27,-0.0033951267619540763,-0.0033853222292026244
2010-04-28,0.0008927586576469864,0.0005368717071826955
2010-04-29,0.0013926208155698202,0.0013660591735572768
2010-04-30,0.0042856479077847094,0.004302896333247783
2010-05-03,-0.0005420179527083643,-0.0008507023300303291
2010-05-04,-0.002018351472089906,-0.002948452358784138
2010-05-05,-0.006178978105244128,-0.009893935412068103
2010-05-06,9.470843015598175e-05,0.0009683637090707895
2010-05-07,-0.0019139571756109069,-0.004087037333431498
2010-05-10,0.0029355565312473176,0.004579263112252033
2010-05-11,0.0009211873274950675,0.001013301233308924
2010-05-12,3.0831203961563056e-05,0.0005352392001316279
2010-05-13,0.0003717248085401959,0.00036045169836578146
2010-05-14,0.0018660044094240466,0.0018132273013160604
2010-05-17,-0.0010439433118663109,-0.0010164922163028653
2010-05-18,0.0020814244919087604,0.002024625592835438
2010-05-19,-0.000654194626535541,-0.0006356906696070733
