Date,ret
2010-03-11,-0.01040120875915048
2010-03-12,0.017310120340917463
2010-03-15,-0.013624237532850738
2010-03-16,0.02800699157411308
2010-03-17,0.009874811090350898
2010-03-18,0.002703381170048954
2010-03-19,-0.027817746534327212
2010-03-22,-0.0184638988351601
2010-03-23,0.025119094828169257
2010-03-24,-0.0027663887007747454
2010-03-25,0.007184582138639601
2010-03-26,-0.005956043502768542
2010-03-29,0.02411353592720905
2010-03-30,-0.0007147790175448949
2010-03-31,0.00696752301158029
2010-04-01,0.009877002993506138
2010-04-02,-0.00010491360356198955
2010-04-05,0.003416388975044189
2010-04-06,0.012644332273204828
2010-04-07,0.018050770454913236
2010-04-08,0.00044614550091574124
2010-04-09,0.016353491749417953
2010-04-12,0.016554948066354193
2010-04-13,-0.008280924975142632
2010-04-14,0.02072685569189211
2010-04-15,0.006587823681220254
2010-04-16,-0.0017847105722004729
2010-04-19,-0.039390204336631464
2010-04-20,0.022639526142740004
2010-04-21,0.013288955567067348
2010-04-22,-0.018169050749298563
2010-04-23,0.02000926172400499
2010-04-26,0.0264585522961983
2010-04-27,-0.016823423637733585
2010-04-28,-0.002083759139634637
2010-04-29,-0.0016894852234459357
2010-04-30,0.03502559484104952
2010-05-03,-0.01854737149580097
2010-05-04,0.004065112808992664
2010-05-05,-0.06852645202780318
2010-05-06,0.02273104849580046
2010-05-07,-0.022586032394009806
2010-05-10,0.014626354062672611
2010-05-11,0.00936117855138988
2010-05-12,0.009183276700533061
2010-05-13,-0.00018750000000000009
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.004634959131121773
2010-06-21,-0.011300172903346943
2010-06-22,0.0004557014827853954
2010-06-23,0.015583479892018994
2010-06-24,0.012312278076808606
2010-06-25,-0.004007092520649371
2010-06-28,0.015563505751215375
2010-06-29,-0.003098574828989537
2010-06-30,0.0028445222974899775
2010-07-01,0.0008022208410624244
2010-07-02,-0.008769152903473978
2010-07-05,-0.00018750000000000009
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,-0.0002372872166681304
2010-07-12,-0.0012456335281581668
2010-07-13,0.0003692461204190033
2010-07-14,-0.0031744855981298663
2010-07-15,0.011916355376550553
2010-07-16,-0.00333524479797323
2010-07-19,-0.0007566851457340969
2010-07-20,0.0023263547210933457
2010-07-21,0.0024906451425370135
2010-07-22,0.0032484403266582677
2010-07-23,0.00018295760128994297
2010-07-26,-0.014619209862247162
2010-07-27,-0.012846974023291163
2010-07-28,-0.015581768534488444
2010-07-29,0.0013203115174132106
2010-07-30,0.03487729504162469
2010-08-02,0.0031997307388462732
2010-08-03,0.0014733399094094394
2010-08-04,0.011971237786467562
2010-08-05,-0.002875603896839219
2010-08-06,0.020746521897251985
2010-08-09,0.00241554036503517
2010-08-10,-0.005126380060791506
2010-08-11,0.02585597068694657
2010-08-12,0.021525737535865414
2010-08-13,0.0007766052430434159
2010-08-16,0.04009864581078468
2010-08-17,0.002480064281840838
2010-08-18,-0.00039353210823429066
2010-08-19,-1.4568438528649483e-05
2010-08-20,0.0052380490776687706
2010-08-23,-0.007156626209028476
2010-08-24,0.007998726861233131
2010-08-25,0.022230481781111047
2010-08-26,-0.01101830237951785
2010-08-27,-0.00020034769339748336
2010-08-30,-0.006909356641294994
2010-08-31,0.011363944518566154
2010-09-01,-0.0035792956040759964
2010-09-02,-0.006793318052980121
2010-09-03,-0.013298256854986739
2010-09-06,0.0
2010-09-07,0.013464012123101035
2010-09-08,-0.00039708239388886097
2010-09-09,-0.014258145423749514
2010-09-10,-0.018467185921788348
2010-09-13,-0.001827573185371509
2010-09-14,0.0337312769668514
2010-09-15,0.003979857437198905
2010-09-16,-0.01354069799982291
2010-09-17,0.007623255943900719
2010-09-20,0.008552000542386114
2010-09-21,0.008923935500507916
2010-09-22,0.05221072876846157
2010-09-23,0.010191561826632015
2010-09-24,-0.02097767639105817
2010-09-27,0.011974356678228144
2010-09-28,0.008770460152829377
2010-09-29,0.026688351005167272
2010-09-30,-0.011594802186526039
2010-10-01,-0.005883820367258167
2010-10-04,0.0017974772377978173
2010-10-05,0.01837338199249588
2010-10-06,0.0277662257179182
2010-10-07,0.011652021116402119
2010-10-08,-0.01475828005462516
2010-10-11,-0.0011474593293915294
2010-10-12,0.01057431446673046
2010-10-13,-0.008562258796514935
2010-10-14,0.021867421851734507
2010-10-15,-0.01906792947174657
2010-10-18,0.0033151263291102922
2010-10-19,-0.038650569462080966
2010-10-20,0.009735817568309888
2010-10-21,0.012336337043404052
2010-10-22,-0.028841979177054177
2010-10-25,0.0377674227992251
