draw,window,mult,qqq,spy
0,2006-01-01_3,1.158241742958275,0.7012217285578943,0.7104665018018684
0,2006-01-01_5,1.728067741064521,1.3177548206390415,1.119201179609557
0,2006-01-01_10,2.6675900329037527,2.2073485392165613,1.6816853341827551
0,2006-01-01_end,5.125455403796924,9.110805024106757,4.726433944108148
0,2006-04-01_3,0.6802531049658997,0.7529949177808238,0.6704489206807868
0,2006-04-01_5,1.3223609945355066,1.3782683848134951,1.1879830183304114
0,2006-04-01_10,1.898644840416191,2.1455583381851713,1.696656137027515
0,2006-04-01_end,7.740668558477145,9.010619394517985,4.6957656437755
0,2006-07-01_3,0.8079246523232383,0.9022638393449226,0.7901571455615318
0,2006-07-01_5,5.472812839957867,1.365294107998742,1.1911424362585004
0,2006-07-01_10,4.932842885195898,2.0545745399410404,1.7021523924789013
0,2006-07-01_end,8.919449653428677,8.84463709139298,4.643679561179383
0,2006-10-01_3,0.8933421586508336,1.013570658692704,0.9017838603032378
0,2006-10-01_5,1.031888163687706,1.216944003385004,1.0099783660039425
0,2006-10-01_10,1.8773699595236972,2.204209034079781,1.7382220622977522
0,2006-10-01_end,6.577991331045956,8.674644924115547,4.598504451292894
0,2007-01-01_3,1.0154501056879937,1.1303496442443945,0.9922619534547724
0,2007-01-01_5,1.2139190210876512,1.282865501871632,1.1275561418433728
0,2007-01-01_10,1.926240585414474,2.1564128807253513,1.78184955243687
0,2007-01-01_end,4.369118115207018,8.548061304838338,4.562466682268793
0,2007-04-01_3,1.1821146764417674,1.1879345048146392,1.0683224390181416
0,2007-04-01_5,1.3752540237214579,1.5283678472940447,1.2683695711384955
0,2007-04-01_10,2.140463587957263,2.360650361801262,1.863905320405516
0,2007-04-01_end,7.054081936970967,8.417654788445562,4.528812883868519
0,2007-07-01_3,21.240720623864593,1.0514490917505024,0.9500944536919488
0,2007-07-01_5,6.649069258347848,1.4303201391278086,1.2293608031997147
0,2007-07-01_10,4.923128909098914,2.401782986587343,1.8939239116121833
0,2007-07-01_end,8.907248282058664,8.279888688339128,4.4912629365944285
0,2007-10-01_3,1.179804121737236,1.2141382828722538,1.0837395758758108
0,2007-10-01_5,1.348257477230292,1.5090016004392468,1.3101146183629206
0,2007-10-01_10,2.2137487953711883,2.485944141931632,1.9524884939007816
0,2007-10-01_end,6.601302260292601,8.151461246498783,4.456256039468383
0,2008-01-01_3,1.2967397594702081,1.3529167234559276,1.2093998158205377
0,2008-01-01_5,1.4036945924322912,1.4333171608745288,1.3012261049283953
0,2008-01-01_10,2.3437392440106675,2.6122806092540842,2.055424619431777
0,2008-01-01_end,6.987204722931099,8.058180213540078,4.42746418522149
0,2008-04-01_3,1.3645574309499893,1.4058080278180496,1.2819010829145085
0,2008-04-01_5,1.4940391634905696,1.4816992584514952,1.4172249369556906
0,2008-04-01_10,2.1436309777663323,2.6167064827651756,1.9978683788337177
0,2008-04-01_end,4.655999100994913,7.914244662302973,4.381185808191391
0,2008-07-01_3,1.461336133455268,1.4027621779991772,1.2986302943100028
0,2008-07-01_5,1.610874275112587,1.5299410618025349,1.4630387973561505
0,2008-07-01_10,2.1749952872035916,2.73881825526379,2.0369912603630884
0,2008-07-01_end,4.373634328122887,7.779234277888158,4.342330124360827
0,2008-10-01_3,1.1833305122149225,1.2499842509316899,1.095523720914608
0,2008-10-01_5,1.694988776023089,1.659945849282049,1.5133154938269908
0,2008-10-01_10,2.2516918042496186,2.8814347468148553,2.1499640759822065
0,2008-10-01_end,4.212496470225012,7.622643015979564,4.2847468932028
0,2009-01-01_3,6.64595693133974,1.261496848612814,1.1860656269587908
0,2009-01-01_5,9.525888333087298,1.7411522793798777,1.5995670131557134
0,2009-01-01_10,3.9196154393608174,2.2776880944691063,1.7913781395744532
0,2009-01-01_end,9.02644665011076,7.3385234842495395,4.185498916373961
0,2009-04-01_3,4.331024585423165,1.4215008445004886,1.2674924852394787
0,2009-04-01_5,5.448793534443379,1.6665443710404602,1.558435524753547
0,2009-04-01_10,3.1302975901050942,2.5462942694836657,1.9747526022778576
0,2009-04-01_end,5.311490057260554,7.026393503850885,4.061782497230279
0,2009-07-01_3,1.2380801543350286,1.2786190098918553,1.1838079406849005
0,2009-07-01_5,1.7201919250265212,1.6872639524667354,1.571613004154601
0,2009-07-01_10,2.1886886762848095,2.526970928232765,1.9785433907591214
0,2009-07-01_end,4.1296677363619425,6.770781854451471,3.9562695173991194
0,2009-10-01_3,1.2471113356025436,1.304688371532362,1.2180260054395666
0,2009-10-01_5,1.5812974946324476,1.6488444810167109,1.4955790717366506
0,2009-10-01_10,2.014936421278824,2.397482206851656,1.9050981938963485
0,2009-10-01_end,4.0653824068415325,6.565700192672211,3.869888998657935
0,2010-01-01_3,1.2090991462721992,1.199896879820935,1.1762661342584924
0,2010-01-01_5,1.5622305515760333,1.68053995078343,1.5353223762038168
0,2010-01-01_10,1.9595250890776148,2.6145026446716413,2.034903701770382
0,2010-01-01_end,3.6899322156273002,6.3629400789153365,3.7849645772485254
0,2010-04-01_3,1.2829255147278449,1.2240157706054908,1.2618732082816602
0,2010-04-01_5,1.5666787186127633,1.6463099667841155,1.4961329302130009
0,2010-04-01_10,1.5335974995526296,2.1617517827430714,1.5213505132050689
0,2010-04-01_end,5.895072543123007,6.188713626189305,3.7109226530910164
0,2010-07-01_3,1.3208196236064857,1.2380155021548207,1.268451950597943
0,2010-07-01_5,1.4809253689054125,1.6235674050520223,1.4647627866611777
0,2010-07-01_10,1.617962456984206,2.8566203934326135,1.8705677743167888
0,2010-07-01_end,3.177916336370106,6.022467715854263,3.639365917682506
0,2010-10-01_3,1.3305276590271875,1.3132211361864052,1.2809668092958575
