,net_ret,mult,p_bad
2020-01-31,-0.0176223065134463,1.0,0.42339121443590216
2020-02-03,0.006694503834352643,0.9298263566922935,0.3722684701563626
2020-02-04,0.0138549436600227,1.0,0.3903545042480431
2020-02-05,0.0110602020200341,1.0,0.4349500728880904
2020-02-06,0.020367509136547023,0.8951497813357289,0.4566994819865595
2020-02-07,0.01770833540902537,0.8299015540403215,0.5168198888468806
2020-02-10,0.017374423988875703,0.6495403334593584,0.5931623521368404
2020-02-11,0.0013593512185655814,0.42051294358947877,0.6394741910462558
2020-02-12,0.0028468482097777884,0.28157742686123266,0.6093088762586982
2020-02-13,0.003741821072021004,0.3720733712239054,0.6424025481206159
2020-02-14,0.0006772127448078822,0.2727923556381523,0.6331245186227471
2020-02-17,0.0,0.30062644413175876,0.6541055723641163
2020-02-18,0.0027542721722367534,0.23768328290765128,0.6611560921258098
2020-02-19,0.003930945413852064,0.21653172362257056,0.6337953867768358
2020-02-20,-0.01194663145601661,0.29861383966949273,0.6284667540104382
2020-02-21,0.0003437637346153768,0.31459973796868557,0.5700594494469452
2020-02-24,-0.0026446985643287504,0.48982165165916447,0.5047182002142424
2020-02-25,-0.01558240434583989,0.6858453993572728,0.30632633647789853
2020-02-26,-0.0226197211679204,1.0,0.32568298982623534
2020-02-27,0.0043179733656637,1.0,0.33893129258185883
2020-02-28,-0.0032481757568179,1.0,0.23269070172293418
2020-03-02,0.0043869053074272,1.0,0.2554243741769903
2020-03-03,0.0032924756930612,1.0,0.29835247492194206
2020-03-04,0.0097324047568854,1.0,0.3128392885652227
2020-03-05,0.0126752974757567,1.0,0.399272129896482
2020-03-06,0.0024237603709394,1.0,0.5095991242979945
2020-03-09,-0.007991050747405129,0.6712026271060166,0.5400058708496469
2020-03-10,-0.0033344639754764936,0.5799823874510593,0.585523053453456
2020-03-11,-0.00348729494991752,0.44343083963963204,0.660343938261956
2020-03-12,-0.0025460761666408786,0.21896818521413197,0.7728825663665877
2020-03-13,0.000217902825538685,0.0,0.8516699956112519
2020-03-16,0.00010931985597628646,0.0,0.8651248010035725
2020-03-17,0.0,0.0,0.9269044353013728
2020-03-18,0.0002182236769159296,0.0,0.9172833410423074
2020-03-19,-0.00021817606573271142,0.0,0.8737516023798256
2020-03-20,0.00032713944738049783,0.0,0.8626074812417516
2020-03-23,-0.00021815231068966767,0.0,0.8597012036883395
2020-03-24,0.0,0.0,0.8714904811121221
2020-03-25,0.0,0.0,0.924063836532133
2020-03-26,0.0,0.0,0.9477791100049602
2020-03-27,-0.000218199911504513,0.0,0.9654119062367159
2020-03-30,0.0,0.0,0.9725074329161957
2020-03-31,0.00010931985597628646,0.0,0.9542817672368119
2020-04-01,-8.734829116452403e-05,0.0,0.9596980883681409
2020-04-02,0.0001091213700232796,0.0,0.9780786369921046
2020-04-03,-0.00032732839154714366,0.0,0.9711252248204518
2020-04-06,0.00010924325413097513,0.0,0.9635133728641041
2020-04-07,-0.00021875680244431983,0.0,0.9642032639632899
2020-04-08,0.00010954944578478454,0.0,0.9496412415711937
2020-04-09,-0.00021868263618685102,0.0,0.9324884993332855
2020-04-10,0.0,0.0,0.924435988232436
2020-04-13,0.00021873046874243407,0.0,0.9203750065661178
2020-04-14,0.00010924325413097513,0.0,0.9244062079221826
2020-04-15,-0.00010923132134599278,0.0,0.9157574770011617
2020-04-16,-0.00010953744601827076,0.0,0.9341651612893656
2020-04-17,0.00021880466745360927,0.0,0.8899100163394617
2020-04-20,-0.00010923132134599278,0.0,0.8689262999303912
2020-04-21,0.0,0.0,0.8904268748779539
2020-04-22,0.0,0.0,0.886958019852787
2020-04-23,0.00010924325413097513,0.0,0.8441624372461654
2020-04-24,-0.00010923132134599278,0.0,0.8438602241029916
2020-04-27,0.0,0.0,0.8125956251745792
2020-04-28,0.0,0.0,0.7734610947195916
2020-04-29,-0.00010953744601827076,0.0,0.7602285861774263
2020-04-30,0.00021880466745360927,0.0,0.7525057909317908
2020-05-01,-0.00017502505260558188,0.0,0.7896820871607965
2020-05-04,0.0,0.0,0.7964396449321464
2020-05-05,0.0,0.0,0.8048167857960247
2020-05-06,0.00010915237249498055,0.0,0.8088046879304098
2020-05-07,-0.0001091404595549017,0.0,0.8082605345786229
2020-05-08,0.0,0.0,0.7791486461300674
2020-05-11,0.00010915237249498055,0.0,0.7598946322588256
2020-05-12,0.0,0.0,0.754479250397768
2020-05-13,0.0,0.0,0.7932560577674136
