lag,window,gross,net
0,IS,7.7973521960395376,-1.3250925313158606
0,OOS,7.744538565588079,-4.225570207231749
1,IS,0.6825710259899005,-8.212972172646383
1,OOS,1.1867396185576389,-10.968866639772148
2,IS,0.598255634894188,-8.27766771097007
2,OOS,1.4191867577685884,-10.987122750692405
3,IS,0.4741399536731822,-8.350301482288227
3,OOS,1.1771306045859642,-11.50763978070241
4,IS,0.28821674298807,-8.759993544361341
4,OOS,1.0651265854260807,-11.091179527698293
