ts,open,high,low,close,volume,vwap
2016-01-04 05:00:00+00:00,91.77,92.0,90.54,91.97,3289473,91.396343
2016-01-05 05:00:00+00:00,92.01,92.85,91.41,92.34,1955248,92.180464
2016-01-06 05:00:00+00:00,91.1,91.5,90.24,91.02,1815394,91.005203
2016-01-07 05:00:00+00:00,89.4,91.4,88.71,89.11,2963543,89.729459
2016-01-08 05:00:00+00:00,89.68,89.99,87.63,87.85,2509896,88.601528
2016-01-11 05:00:00+00:00,88.07,89.8025,87.84,89.38,2519847,88.852521
2016-01-12 05:00:00+00:00,89.89,91.03,88.4075,89.82,2605221,89.680439
2016-01-13 05:00:00+00:00,90.59,91.44,87.99,88.3,3599970,89.678693
2016-01-14 05:00:00+00:00,88.92,90.3,87.32,89.8,4338082,89.256343
2016-01-15 05:00:00+00:00,86.84,89.35,86.82,89.17,4530953,88.449363
2016-01-19 05:00:00+00:00,90.29,91.4,88.37,89.18,3924074,89.794747
2016-01-20 05:00:00+00:00,87.88,88.76,84.67,87.94,4001633,86.912113
2016-01-21 05:00:00+00:00,88.64,89.93,87.14,88.0,4506495,88.666486
2016-01-22 05:00:00+00:00,89.55,89.93,88.48,89.63,5638147,89.278658
2016-01-25 05:00:00+00:00,88.39,89.26,86.63,86.77,4187986,87.777042
2016-01-26 05:00:00+00:00,87.26,87.58,85.47,86.89,2957866,86.775913
2016-01-27 05:00:00+00:00,87.27,87.83,84.51,84.85,3279871,85.761391
2016-01-28 05:00:00+00:00,85.54,85.74,82.7,84.52,5517902,84.050722
2016-01-29 05:00:00+00:00,85.55,89.13,85.12,89.13,5410900,88.320975
2016-02-01 05:00:00+00:00,88.16,90.2383,87.9,89.61,3083583,89.186477
2016-02-02 05:00:00+00:00,88.71,89.02,87.64,87.95,3316096,88.1603
2016-02-03 05:00:00+00:00,88.91,89.25,86.67,87.99,3387429,87.736808
2016-02-04 05:00:00+00:00,87.82,87.97,85.78,86.36,3543353,86.643451
2016-02-05 05:00:00+00:00,85.5,85.5,77.83,79.2,10936933,79.985175
2016-02-08 05:00:00+00:00,77.4,78.33,71.27,74.94,13223430,73.995226
2016-02-09 05:00:00+00:00,74.76,77.19,73.04,73.85,6923690,74.820711
2016-02-10 05:00:00+00:00,74.99,77.615,73.8965,75.53,6640685,76.100819
2016-02-11 05:00:00+00:00,74.04,75.53,73.58,74.94,5184626,74.546528
2016-02-12 05:00:00+00:00,75.99,77.36,75.4,76.67,4726706,76.613105
2016-02-16 05:00:00+00:00,77.13,79.2,77.13,78.88,5191045,78.545994
2016-02-17 05:00:00+00:00,79.4,82.07,78.54,81.85,4742886,81.135018
2016-02-18 05:00:00+00:00,82.3,82.82,80.135,80.53,3863671,80.828943
2016-02-19 05:00:00+00:00,80.32,80.94,79.51,80.87,4341875,80.362474
2016-02-22 05:00:00+00:00,82.09,84.16,82.05,83.8,3719424,83.488543
2016-02-23 05:00:00+00:00,83.41,84.49,82.86,83.07,3125573,83.497631
2016-02-24 05:00:00+00:00,82.22,83.53,80.93,83.42,2781527,82.320072
2016-02-25 05:00:00+00:00,84.76,86.72,84.15,86.68,3429023,85.512786
2016-02-26 05:00:00+00:00,87.11,87.48,84.1,86.6,3905336,85.9976
2016-02-29 05:00:00+00:00,86.01,86.19,85.09,85.15,3530207,85.565481
2016-03-01 05:00:00+00:00,85.92,88.395,84.59,88.37,3859790,86.725361
2016-03-02 05:00:00+00:00,88.12,88.55,87.26,88.39,2971803,88.037959
2016-03-03 05:00:00+00:00,88.5,88.5,85.85,87.21,3289561,86.872027
2016-03-04 05:00:00+00:00,87.93,87.9399,85.58,86.18,3247773,86.315445
2016-03-07 05:00:00+00:00,85.58,85.96,84.05,85.11,3355740,84.985287
2016-03-08 05:00:00+00:00,84.25,85.95,83.17,84.35,3455381,84.621457
2016-03-09 05:00:00+00:00,84.88,85.29,83.25,85.27,2646439,84.394622
2016-03-10 05:00:00+00:00,85.06,86.52,83.59,84.85,3087061,84.811598
2016-03-11 05:00:00+00:00,85.2,86.23,84.63,86.0,3541223,85.656343
2016-03-14 04:00:00+00:00,86.11,87.75,85.837,87.01,4215008,87.103322
2016-03-15 04:00:00+00:00,86.4,87.19,86.22,86.83,3077707,86.676126
2016-03-16 04:00:00+00:00,86.7,88.48,86.4,88.17,3571670,87.734472
2016-03-17 04:00:00+00:00,88.66,90.21,87.25,89.96,7150369,89.229944
2016-03-18 04:00:00+00:00,98.0,98.0,93.11,93.42,13911353,94.864379
2016-03-21 04:00:00+00:00,92.69,93.27,91.33,92.5,4902045,92.513974
2016-03-22 04:00:00+00:00,92.06,93.42,92.05,92.56,4898338,92.811701
2016-03-23 04:00:00+00:00,92.62,92.935,91.93,92.16,2946104,92.416092
