ts,open,high,low,close,volume,vwap
2016-01-04 05:00:00+00:00,92.35,93.12,91.52,93.06,1662576,92.63
2016-01-05 05:00:00+00:00,92.42,93.11,90.69,91.39,1517972,91.4
2016-01-06 05:00:00+00:00,89.94,90.1,88.49,89.17,1682954,89.3
2016-01-07 05:00:00+00:00,87.35,88.4,85.85,86.18,4335416,86.6
2016-01-08 05:00:00+00:00,86.65,87.08,85.59,85.73,2885253,86.2
2016-01-11 05:00:00+00:00,87.25,87.34,85.46,86.07,2765637,86.22
2016-01-12 05:00:00+00:00,86.93,87.35,86.05,87.31,2303515,86.71
2016-01-13 05:00:00+00:00,87.83,88.13,85.27,85.39,1664894,86.0
2016-01-14 05:00:00+00:00,85.89,86.14,83.3,85.27,3570491,84.75
2016-01-15 05:00:00+00:00,83.23,85.1,82.73,84.87,2662028,84.28
2016-01-19 05:00:00+00:00,85.75,86.54,84.51,86.14,2084620,85.83
2016-01-20 05:00:00+00:00,84.71,85.43,82.58,84.68,2244622,84.3
2016-01-21 05:00:00+00:00,85.13,85.66,83.83,84.4,1355511,84.65
2016-01-22 05:00:00+00:00,85.79,86.93,84.94,85.69,1209338,85.84
2016-01-25 05:00:00+00:00,85.65,85.86,83.66,83.78,1325640,84.37
2016-01-26 05:00:00+00:00,84.48,86.13,83.88,85.29,1366688,85.29
2016-01-27 05:00:00+00:00,85.08,86.79,84.65,85.05,1996174,85.42
2016-01-28 05:00:00+00:00,85.52,86.75,85.05,85.72,2100079,85.84
2016-01-29 05:00:00+00:00,88.09,91.32,87.38,91.27,3845924,90.25
2016-02-01 05:00:00+00:00,90.35,94.85,90.05,94.55,3690183,93.44
2016-02-02 05:00:00+00:00,94.4,95.27,92.95,94.22,4101003,94.14
2016-02-03 05:00:00+00:00,95.91,96.44,94.24,96.07,3343417,95.43
2016-02-04 05:00:00+00:00,96.01,98.68,95.77,98.08,3832565,97.65
2016-02-05 05:00:00+00:00,98.08,98.62,97.21,97.67,2287881,97.8
2016-02-08 05:00:00+00:00,96.53,96.64,92.77,94.18,3066335,94.15
2016-02-09 05:00:00+00:00,93.12,96.13,92.79,95.41,1842977,95.12
2016-02-10 05:00:00+00:00,95.69,96.88,93.73,93.96,1563235,95.04
2016-02-11 05:00:00+00:00,92.6,93.64,90.83,91.63,2497217,91.76
2016-02-12 05:00:00+00:00,92.78,94.33,91.67,93.89,1324836,93.44
2016-02-16 05:00:00+00:00,94.44,95.07,93.42,94.61,1097517,94.41
2016-02-17 05:00:00+00:00,95.58,95.92,94.55,95.45,1371827,95.34
2016-02-18 05:00:00+00:00,95.36,95.77,94.06,94.48,1231031,94.6
2016-02-19 05:00:00+00:00,94.14,95.01,92.83,94.74,1335367,94.31
2016-02-22 05:00:00+00:00,95.71,96.46,95.28,95.74,1048126,95.8
2016-02-23 05:00:00+00:00,95.12,95.52,94.05,94.51,1256203,94.52
2016-02-24 05:00:00+00:00,92.56,94.89,91.03,94.76,856369,94.09
2016-02-25 05:00:00+00:00,95.15,95.8,93.96,95.79,744785,95.29
2016-02-26 05:00:00+00:00,96.28,96.86,95.81,96.26,958307,96.38
2016-02-29 05:00:00+00:00,96.11,97.07,95.37,95.42,2163557,95.99
2016-03-01 05:00:00+00:00,96.36,97.41,95.01,96.8,1494527,96.49
2016-03-02 05:00:00+00:00,96.1,97.23,95.55,96.68,1095589,96.44
2016-03-03 05:00:00+00:00,96.89,97.92,96.52,97.15,1339361,97.31
2016-03-04 05:00:00+00:00,97.72,98.13,96.22,97.09,1424241,97.31
2016-03-07 05:00:00+00:00,97.02,97.96,96.36,97.24,1028371,97.03
2016-03-08 05:00:00+00:00,96.46,97.3,95.04,96.68,15127151,96.54
2016-03-09 05:00:00+00:00,97.32,97.6,96.3,97.01,10758562,96.99
