window,start,mult,qqq,spy,vs_qqq,vs_spy
2022-01-01_end,2022-01-01,3.0903517769667004,1.7791861117549466,1.5252940864643318,0.7369468863032274,1.0260694671217205
2022-04-01_3,2022-04-01,1.858117485891137,1.2952319653355404,1.248413430088419,0.43458278950811446,0.48838312782291626
2022-04-01_end,2022-04-01,3.0978308441428615,1.7615862555423272,1.5115625126266112,0.758546216171035,1.0494229105747168
2022-07-01_3,2022-07-01,2.191235570936153,1.4433208139245075,1.337789537817078,0.5181902386469464,0.6379523901133768
2022-07-01_end,2022-07-01,2.891134341624592,1.7309571412416769,1.491840046893991,0.6702518350920454,0.9379653654183167
2022-10-01_3,2022-10-01,2.377962669741582,1.5104657870953924,1.3917324936072204,0.5743240860253946,0.7086348710434713
2022-10-01_end,2022-10-01,2.625159449678781,1.6783694852953035,1.4571852774322818,0.5641129516942409,0.8015275684809251
2023-01-01_3,2023-01-01,2.0705031059656682,1.431926801473281,1.3513539493484785,0.44595596914267444,0.5321693527916276
2023-01-01_end,2023-01-01,2.394988980430881,1.6046243224962236,1.4146944926000227,0.49255432991638304,0.692937233415821
2023-04-01_3,2023-04-01,1.7275783755521268,1.2774487837695412,1.2420900106777748,0.35236605764681017,0.3908640764363238
2023-04-01_end,2023-04-01,2.24956244125299,1.5415774144779864,1.379225893448458,0.45926011897024566,0.631032633551015
